"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Stephen Strasburg","P","WSH","vs SD",3.02,"Richard, L 4.31","R",3.28,0,0,6.7,8.9,1.09,NA,12100,41.4,21.1,25.89,25.89,"%",63,2.1,47.35,3.9
"Zack Greinke","P","ARI","@ MIL",4.1,"Anderson, R 4.25","R",2.82,0,0,6.1,10.5,0.97,NA,11900,48.6,22.7,21.83,21.83,"%",41,1.8,9.8,0.8
"Yu Darvish","P","TEX","@ TOR",3.8,"Estrada, R 3.30","R",2.69,0,0,6.4,9.6,1.15,NA,11600,37.6,21.7,18.91,18.91,"%",57,1.6,9.5,0.8
"Dallas Keuchel","P","HOU","vs BAL",3.43,"Miley, L 2.59","L",1.84,0,0,7.1,7.6,0.86,NA,11000,36.5,24.7,23.27,23.27,"%",73,2.1,27.9,2.5
"Danny Salazar","P","CLE","vs KC",3.42,"Vargas, L 2.30","R",5.55,0,0,5.2,13.3,1.53,NA,10200,34,17,19.16,19.16,"%",56,1.9,7.4,0.7
"Gerrit Cole","P","PIT","vs NYM",3.86,"Wheeler, R 3.74","R",3.36,0,0,6.2,7.5,1.12,NA,9900,37.5,16.3,17.05,17.05,"%",37,1.7,2.65,0.3
"Marco Estrada","P","TOR","vs TEX",3.7,"Darvish, R 2.69","R",3.3,0,0,6.3,10,1.13,NA,9500,38.5,20.4,19.17,19.17,"%",53,2,28.5,3
"Michael Fulmer","P","DET","@ CWS",4.45,"Danish, R","R",2.55,0,0,6.7,7.5,1.08,NA,8600,28.4,20,13.75,13.75,"%",64,1.6,14,1.6
"Jharel Cotton","P","OAK","@ NYY",5.18,"Sabathia, L 4.62","R",5.68,0,0,5.4,8.3,1.5,NA,8200,31.1,12.1,9.67,9.67,"%",12,1.2,13.15,1.6
"Michael Foltynewicz","P","ATL","@ SF",3.92,"Blach, L 4.10","R",3.86,0,0,5.2,7.1,1.39,NA,8200,32,12.2,12.59,12.59,"%",21,1.5,2.2,0.3
"John Lackey","P","CHC","@ LAD",3.89,"McCarthy, R 3.76","R",4.82,0,0,5.8,9.5,1.39,NA,7900,33.5,15.8,14.07,14.07,"%",39,1.8,5.25,0.7
"Jake Odorizzi","P","TB","@ MIN",4.44,"Mejia, L 4.96","R",3.14,0,0,5.4,7.7,0.95,NA,7600,31.3,15.9,16.17,16.17,"%",53,2.1,10.75,1.4
"Zack Wheeler","P","NYM","@ PIT",4.64,"Cole, R 3.36","R",3.74,0,0,5.4,8.3,1.27,NA,7600,21.4,14.9,10.94,10.94,"%",65,1.4,12.1,1.6
"Brandon McCarthy","P","LAD","vs CHC",3.62,"Lackey, R 4.82","R",3.76,0,0,5.8,7.8,1.18,NA,7300,30.2,16.4,14.78,14.78,"%",53,2,27.1,3.7
"CC Sabathia","P","NYY","vs OAK",4.32,"Cotton, R 5.68","L",4.62,0,0,5.6,6.6,1.4,NA,7200,32.2,12,12.51,12.51,"%",18,1.7,26.85,3.7
"J.C. Ramirez","P","LAA","@ MIA",4.48,"Worley, R 6.75","R",3.81,0,0,4.9,7.3,1.14,NA,7100,32.7,13,14.36,14.36,"%",29,2,20.95,3
"Wade Miley","P","BAL","@ HOU",5.07,"Keuchel, L 1.84","L",2.59,0,0,5.4,9,1.44,NA,6800,31.8,15.7,10.67,10.67,"%",33,1.6,0.65,0.1
"Derek Holland","P","CWS","vs DET",4.55,"Farmer, R","L",3.13,0,0,6.1,7.2,1.19,NA,6700,30.9,16.5,12.6,12.6,"%",44,1.9,20.9,3.1
"Jason Vargas","P","KC","@ CLE",4.58,"Salazar, R 5.55","L",2.3,0,0,6.1,8,1.04,NA,6600,34,19.8,12.36,12.36,"%",45,1.9,10.15,1.5
"Jerad Eickhoff","P","PHI","vs CIN",4.25,"Arroyo, R 6.75","R",4.88,0,0,5.7,8.2,1.39,NA,6400,29.2,12.3,11.65,11.65,"%",29,1.8,8,1.3
"Ty Blach","P","SF","vs ATL",3.58,"Foltynewicz, R 3.86","L",4.1,0,0,3.2,3.1,1.18,NA,6200,30.1,4.8,11.01,11.01,"%",0,1.8,21.85,3.5
"Kyle Freeland","P","COL","vs STL",5.18,"Wainwright, R 4.81","L",3.31,0,0,5.7,5.7,1.32,NA,6000,24,13.3,8.68,8.68,"%",43,1.4,9.5,1.6
"Adam Wainwright","P","STL","@ COL",5.32,"Freeland, L 3.31","R",4.81,0,0,5.4,7.8,1.64,NA,5700,27.1,12.1,8.07,8.07,"%",21,1.4,29.35,5.1
"Charlie Blackmon","OF","COL","vs STL",5.32,"Wainwright, R 4.81","L",0.335,0.415,0.3,0,0,0,1,5600,34.3,11.3,16.11,16.11,"%",60,2.9,0,NA
"Rob Whalen","P","SEA","@ BOS",5.62,"Johnson, L 7.20","R",NA,0,0,0,0,0,NA,5500,6.9,NA,6.86,6.86,"%",0,1.2,-4.6,NA
"Mike Trout","OF","LAA","@ MIA",4.53,"Worley, R 6.75","R",0.338,0.489,0.401,0,0,0,3,5500,28.5,12.4,14.25,14.25,"%",71,2.6,19,3.5
"Clayton Richard","P","SD","@ WSH",4.98,"Strasburg, R 3.28","L",4.31,0,0,6.3,6.4,1.39,NA,5500,33.6,13.3,8.95,8.95,"%",7,1.6,10.9,2
"Paul Goldschmidt","1B","ARI","@ MIL",4.4,"Anderson, R 4.25","R",0.318,0.445,0.267,0,0,0,3,5400,30.2,11.6,13.73,13.73,"%",65,2.5,5,0.9
"Kris Bryant","3B","CHC","@ LAD",3.62,"McCarthy, R 3.76","R",0.292,0.414,0.28,0,0,0,3,5400,28.4,10.4,10.63,10.63,"%",57,2,0,NA
"Nolan Arenado","3B","COL","vs STL",5.32,"Wainwright, R 4.81","R",0.292,0.385,0.276,0,0,0,3,5400,30.9,9.4,15.35,15.35,"%",59,2.8,2,0.4
"Brian Johnson","P","BOS","vs SEA",4.88,"Whalen, R","L",7.2,0,0,5,10.8,1.8,NA,5300,8.4,13.9,8.4,8.4,"%",0,1.6,42.25,8
"Michael Conforto","OF","NYM","@ PIT",3.86,"Cole, R 3.36","L",0.326,0.455,0.348,0,0,0,1,5300,32.3,10.3,11,11,"%",48,2.1,3,0.6
