"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","25000"
"3","3","15000"
"4","4","10000"
"5","5","5000"
"6","6","3500"
"7","7","2500"
"8","9","2000"
"10","13","1500"
"14","18","1250"
"19","25","1000"
"26","35","750"
"36","50","500"
"51","90","350"
"91","140","300"
"141","215","250"
"216","365","200"
"366","615","150"
"616","1115","100"
"1116","2255","75"
