"Mike Trout_LAA","Albert Pujols_LAA","Gregor Blanco_ARI","Paul Goldschmidt_ARI","Andrelton Simmons_LAA","AJ Pollock_ARI","Brandon Belt_SF","Yonder Alonso_OAK","Chris Carter_OAK","Khris Davis_OAK","JD Martinez_ARI","Jake Lamb_ARI","Matt Joyce_OAK","Ryon Healy_OAK","Buster Posey_SF","Jed Lowrie_OAK","Cameron Maybin_LAA","Marcus Semien_OAK","Chad Pinder_OAK","Rajai Davis_OAK","Ben Revere_LAA","CJ Cron_LAA","Nick Hundley_SF","Yunel Escobar_LAA","Hunter Pence_SF","Jefry Marte_LAA","Pablo Sandoval_SF","Yasmany Tomas_ARI","Chris Owings_ARI","Luis Valbuena_LAA","Nick Franklin_LAA","Brandon Crawford_SF","Adam Rosales_ARI","David Peralta_ARI","Daniel Descalso_ARI","Jarrett Parker_SF","Joe Panik_SF","Christian Arroyo_SF","Josh Phegley_OAK","Denard Span_SF","Rey Fuentes_ARI","Kelby Tomlinson_SF","Martin Maldonado_LAA","Kole Calhoun_LAA","Joey Wendle_OAK","Dustin Fowler_OAK","Chris Iannetta_ARI","Gorkys Hernandez_SF","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Mac Williamson_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Mark Canha_OAK","Bruce Maxwell_OAK","David Fletcher_LAA","Jeff Mathis_ARI","Aaron Hill_SF","Socrates Brito_ARI","Nolan Fontana_LAA","Matt Chapman_OAK","Michael Morse_SF","Justin Ruggiano_SF","Brandon Drury_ARI","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Conor Gillaspie_SF","Tim Federowicz_SF","Eric Young_LAA","Shane Robinson_LAA","Jaff Decker_OAK","Ryan Lavarnway_OAK","Ramon Flores_LAA","Kaleb Cowart_LAA","Jaycob Brugman_OAK","Renato Nunez_OAK","Matt Olson_OAK","Franklin Barreto_OAK","Emilio Bonifacio_ARI","Chris Marrero_SF","Carlos Moncrief_SF","Ildemaro Vargas_ARI","Jack Reinheimer_ARI","Austin Slater_SF","Miguel Gomez_SF","Dawel Lugo_ARI","Domingo Leyba_ARI","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
44.8768361581921,10.3510558069382,0,0,10.4865575686733,0,0,0,0,0,0,0,0,0,0,0,12.2674253200569,0,0,0,19.5569230769231,12.3015873015873,0,3.04878048780488,0,13.5281385281385,0,0,0,-6.56166666666667,-4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,-5.82627450980392,0.79788838612368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,6.23076923076923,7.26666666666667,0,0,0,0,-3.58333333333333,0,0,0,19.9642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3510558069382,54.3291925465838,0,0,6.89126092384519,0,0,0,0,0,0,0,0,0,0,0,10.4032258064516,0,0,0,9.74695121951219,-4.74395161290323,0,8.05294335431322,0,0.285714285714286,0,0,0,0.307575757575758,-2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,-2.02314352314352,-3.04016064257028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13756613756614,0.445454545454545,0,0,0,8.21739130434783,-4.5,0,0,0,37.6071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63.6084033613445,3.40819964349376,0,-9.25,0,0,0,0,102.5,30.0766129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,16.0529100529101,0,0,0,0,5.75724637681159,-13.5263157894737,0,0,0,0,0,0,0,0,0,0,0,21.4777777777778,0,13.552380952381,0,0,-15.8708333333333,84.4333333333333,0,0,0,0,0,0,8.05882352941176,0,0,0,0,0,0,3.13666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.40819964349376,79.4021851164708,0,15.3460884353741,0,0,0,0,90.5272727272727,1.0916354556804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50769230769231,6.58456790123457,0,0,0,-154,18.0049467275495,7.33950046253469,0,0,0,0,0,0,0,0,0,0,0,-3.91344537815126,0,22.1420454545455,19.6,0,14.5878378378378,38.8909090909091,0,0,0,0,0,0,2.92389006342495,0,0,0,0,0,0,23.1756576756577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4865575686733,6.89126092384519,0,0,41.3348514851485,0,0,0,0,0,0,0,0,0,0,0,15.4526854219949,0,0,0,0.296484736355227,17.0225225225225,0,-1.44873547505126,0,15.1481481481481,0,0,0,8.6408106219427,1.65,0,0,0,0,0,0,0,0,0,0,0,8.19012635909492,4.44179523141655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1666666666667,0,0,0,0,-0.535714285714286,1.74583333333333,0,0,0,30.5066666666667,10.15,0,0,0,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.25,15.3460884353741,0,67.08,0,0,0,0,-3.11111111111111,5.29848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.7037037037037,-7.1869918699187,0,0,0,24.5,14.7834008097166,-6.29210526315789,0,0,0,0,0,0,0,0,0,0,0,-1.42105263157895,0,10.5897435897436,0,0,16.021978021978,-46.2,0,0,0,0,0,0,13.775,0,0,0,0,0,0,8.0080971659919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.3911004346831,0,0,0,0,0,0,0,6.97825381369685,0,0,0,0,0,0,0,13.97,0,15.1130536130536,0,0,0,0,0,0,-1.63186813186813,0,0,0,33.0952380952381,7.81772151898734,-2.52279202279202,0,8.27131287297528,0,27.25,0,0,0,0,0,6.02222222222222,0,0,0,0,0,5.95833333333333,0,0,0,0,0,0,-0.909090909090909,0,0,0,-2.3,31.4636363636364,0,0,0,0,7.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-0.583333333333333,0,0,0,3.05263157894737,-21,0,0,37.3333333333333,-3.8,13.6
0,0,0,0,0,0,0,65.4141512495943,0,-7.02087719298246,0,0,4.82693947144075,16.407867494824,0,10.320813771518,0,0.943722943722944,0.0769230769230769,3.38989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.0909090909091,-12.8676923076923,0,0,0,0,0,-8.83095238095238,0,0,0,0,0,0,0,0,0,0,-3.90909090909091,4,0,0,7.33618233618234,0,-15,64.8809523809524,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-7.02087719298246,0,59.8147816349384,0,0,0.183243243243243,-2.55348837209302,0,0.147955092221331,0,-6.13492063492064,8.45714285714286,-6.85904416212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10215053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1.14619883040936,3.56267806267806,0,0,0,0,0,10.5116666666667,0,0,0,0,0,0,0,0,0,0,-5.1474358974359,30,0,0,-7.8448275862069,0,-45.8888888888889,-6.90277777777778,0,0,0,0,0,0,0,0,0,0,0,0
0,0,102.5,90.5272727272727,0,-3.11111111111111,0,0,0,0,117.218181818182,-6.70833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,-56,-12.1944444444444,52.8,0,0,0,0,0,0,0,0,0,0,0,-9.33333333333333,0,0,0,0,0,69.25,0,0,0,0,0,0,7.8,0,0,0,0,0,0,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30.0766129032258,1.0916354556804,0,5.29848484848485,0,0,0,0,-6.70833333333333,69.6554564172958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59084084084084,-8.09122807017544,0,0,0,0,22.6308685446009,-18.2286585365854,0,0,0,0,0,0,0,0,0,0,0,7.14081996434938,0,29.2252100840336,-0.333333333333333,0,-10.7016806722689,34.1888888888889,0,0,0,0,0,0,-1.29036004645761,0,0,0,0,0,0,13.0255533199195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.82693947144075,0,0.183243243243243,0,0,48.5115222330412,4.01262939958592,0,-1.75913242009132,0,1.68115942028985,1.91501976284585,1.30487804878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89766081871345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3777777777778,6.975,0,0,0,0,0,-15.2173913043478,0,0,0,0,0,0,0,0,0,0,9.3,-16,0,0,7.71937321937322,0,14.0666666666667,34.4464285714286,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,16.407867494824,0,-2.55348837209302,0,0,4.01262939958592,70.703620474407,0,20.7499247214694,0,11.3119658119658,-7.17792792792793,5.23434343434343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45057471264368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-0.644736842105263,5.52380952380952,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,7.3525641025641,2.66666666666667,0,0,2.68,0,-29.2545454545455,-13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.97825381369685,0,0,0,0,0,0,0,40.5063840653728,0,0,0,0,0,0,0,20.9558823529412,0,13.8368298368298,0,0,0,0,0,0,5.2018779342723,0,0,0,3.85,9.02017771195853,8.03418803418803,0,8.96045197740113,0,20.7363636363636,0,0,0,0,0,4.15102040816326,0,0,0,0,0,2,0,0,0,0,0,0,7.08181818181818,0,0,0,7.75,4.65151515151515,0,0,0,0,-16.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,39.4105263157895,10.5,0,0,-13.3333333333333,-13.3,4.44230769230769
0,0,0,0,0,0,0,10.320813771518,0,0.147955092221331,0,0,-1.75913242009132,20.7499247214694,0,46.7433455433455,0,21.952380952381,6.78409090909091,8.73019480519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-6.71345029239766,14.61,0,0,0,0,0,-4.31333333333333,0,0,0,0,0,0,0,0,0,0,-5.80128205128205,12.6666666666667,0,0,10.1923076923077,0,-5.78571428571429,-5.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0
12.2674253200569,10.4032258064516,0,0,15.4526854219949,0,0,0,0,0,0,0,0,0,0,0,78.4325051759834,0,0,0,-0.104761904761905,5.73099415204678,0,9.51415094339623,0,7.28458498023715,0,0,0,9.81507823613087,2.83333333333333,0,0,0,0,0,0,0,0,0,0,0,3.58076225045372,11.9009324009324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4166666666667,0,0,0,0,18.9333333333333,1.61818181818182,0,0,0,15.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.943722943722944,0,-6.13492063492064,0,0,1.68115942028985,11.3119658119658,0,21.952380952381,0,52.9241379310345,0,3.62770562770563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.83333333333333,19.1809523809524,0,0,0,0,0,-22.7428571428571,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,-7.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0769230769230769,0,8.45714285714286,0,0,1.91501976284585,-7.17792792792793,0,6.78409090909091,0,0,51.6021021021021,2.18833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4967320261438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82222222222222,1.2,0,0,0,0,0,4.83333333333333,0,0,0,0,0,0,0,0,0,0,6.15,0,0,0,10.2555555555556,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.38989898989899,0,-6.85904416212946,0,0,1.30487804878049,5.23434343434343,0,8.73019480519481,0,3.62770562770563,2.18833333333333,52.075956284153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.586842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.1923076923077,25.3571428571429,0,0,0,0,0,-0.974264705882353,0,0,0,0,0,0,0,0,0,0,20,-23,0,0,19.030303030303,0,12.0833333333333,-12.2666666666667,0,0,0,0,0,0,0,0,0,0,0,0
19.5569230769231,9.74695121951219,0,0,0.296484736355227,0,0,0,0,0,0,0,0,0,0,0,-0.104761904761905,0,0,0,30.946365248227,10.016339869281,0,7.32432432432432,0,2.80952380952381,0,0,0,3.86693548387097,2,0,0,0,0,0,0,0,0,0,0,0,-1.57754010695187,2.35731707317073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64052287581699,0.151515151515152,0,0,0,-7.92857142857143,0,0,0,0,10.8809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.3015873015873,-4.74395161290323,0,0,17.0225225225225,0,0,0,0,0,0,0,0,0,0,0,5.73099415204678,0,0,0,10.016339869281,34.2162162162162,0,9.24786324786325,0,65,0,0,0,-4.75555555555556,0,0,0,0,0,0,0,0,0,0,0,0,-0.400246305418719,10.4289772727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.625,-2.45238095238095,0,0,0,37.9305555555556,-4.4,0,0,0,44.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13.97,0,0,0,0,0,0,0,20.9558823529412,0,0,0,0,0,0,0,37.9264112903226,0,16.8399209486166,0,0,0,0,0,0,-3.11413043478261,0,0,0,76.5,-1.08404558404558,5.5,0,-3.76470588235294,0,20.6071428571429,0,0,0,0,0,5.91544117647059,0,0,0,0,0,9,0,0,0,0,0,0,5.5,0,0,0,0,-1.33333333333333,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,0,0,0,16.5892857142857,0,0,0,0,28,1.5
3.04878048780488,8.05294335431322,0,0,-1.44873547505126,0,0,0,0,0,0,0,0,0,0,0,9.51415094339623,0,0,0,7.32432432432432,9.24786324786325,0,35.4608893216488,0,12.7789473684211,0,0,0,-2.51693404634581,13.5,0,0,0,0,0,0,0,0,0,0,0,-0.295104895104895,7.44864864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.901185770751,1.46666666666667,0,0,0,3.23320158102767,5.6,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15.1130536130536,0,0,0,0,0,0,0,13.8368298368298,0,0,0,0,0,0,0,16.8399209486166,0,40.380350877193,0,0,0,0,0,0,7.79370840895342,0,0,0,5.375,11.5562996031746,-6.59340659340659,0,19.921343537415,0,7.96363636363636,0,0,0,0,0,1.91583610188261,0,0,0,0,0,0,0,0,0,0,0,0,-4.11818181818182,0,0,0,2.66666666666667,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,14.8392857142857,0,0,0,18.6815789473684,-49,0,0,-1.33333333333333,7,-0.863636363636364
