"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jesse Chavez","Amir Garrett","Yasmani Grandal","Ryan Zimmerman","DJ LeMahieu","Nolan Arenado","Trea Turner","Jayson Werth","David Peralta","Yasiel Puig"
"2","Chris Archer","Amir Garrett","Chris Gimenez","Ryan Zimmerman","DJ LeMahieu","Justin Turner","Trea Turner","Kyle Schwarber","David Peralta","Andrew Toles"
"3","Chris Archer","Jesse Chavez","Jose Lobaton","Ryan Zimmerman","Josh Harrison","Mike Moustakas","Trea Turner","Jayson Werth","David Peralta","Andrew Toles"
"4","Chris Archer","Jesse Chavez","Yasmani Grandal","Ryan Zimmerman","Josh Harrison","Justin Turner","Trea Turner","Kyle Schwarber","AJ Pollock","Yasiel Puig"
"5","Jesse Chavez","Amir Garrett","Jose Lobaton","Ryan Zimmerman","DJ LeMahieu","Anthony Rendon","Trea Turner","Kyle Schwarber","AJ Pollock","Jason Heyward"
"6","Chris Archer","Amir Garrett","Yasmani Grandal","Ryan Zimmerman","Tyler Saladino","Anthony Rendon","Trea Turner","Jayson Werth","Andrew Toles","Jabari Blash"
"7","Chris Archer","Jesse Chavez","Salvador Perez","Ryan Zimmerman","DJ LeMahieu","Nolan Arenado","Trea Turner","Jason Heyward","Andrew Toles","Jabari Blash"
"8","Chris Archer","Amir Garrett","Yasmani Grandal","Ryan Zimmerman","Brad Miller","Mike Moustakas","Trea Turner","AJ Pollock","David Peralta","Jason Heyward"
"9","Chris Archer","Jesse Chavez","Jose Lobaton","Mark Reynolds","DJ LeMahieu","Justin Turner","Trea Turner","David Peralta","Yasiel Puig","Jason Heyward"
"10","Jesse Chavez","Amir Garrett","Salvador Perez","Ryan Zimmerman","Brian Dozier","Justin Turner","Trea Turner","Jayson Werth","Billy Hamilton","Kyle Schwarber"
"11","Chris Archer","Amir Garrett","Miguel Montero","Ryan Zimmerman","Chase Utley","Mike Moustakas","Trea Turner","Jayson Werth","Kyle Schwarber","Yasiel Puig"
"12","Chris Archer","Amir Garrett","Salvador Perez","Mark Reynolds","Tyler Saladino","Nolan Arenado","Trea Turner","David Peralta","Yasiel Puig","Andrew Toles"
"13","Chris Archer","Jesse Chavez","Yasmani Grandal","Adrian Gonzalez","Yangervis Solarte","Nolan Arenado","Trea Turner","Kyle Schwarber","David Peralta","Andrew Toles"
"14","Chris Archer","Amir Garrett","Yasmani Grandal","Mark Reynolds","DJ LeMahieu","Chris Coghlan","Trea Turner","Jayson Werth","Kyle Schwarber","Jason Heyward"
"15","Jesse Chavez","Amir Garrett","Geovany Soto","Ryan Zimmerman","Brian Dozier","Nolan Arenado","Trea Turner","Carlos Gonzalez","AJ Pollock","Andrew Toles"
"16","Chris Archer","Jesse Chavez","Chris Gimenez","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Trea Turner","David Peralta","Yasiel Puig","Jabari Blash"
"17","Chris Archer","Jesse Chavez","Geovany Soto","Ryan Zimmerman","Tyler Saladino","Jake Lamb","Trea Turner","Kyle Schwarber","David Peralta","Jason Heyward"
