Cody Bellinger_LAD,Michael Conforto_NYM,Chris Taylor_LAD,Corey Seager_LAD,Yoenis Cespedes_NYM,Jay Bruce_NYM,Justin Turner_LAD,Lucas Duda_NYM,Yasmani Grandal_LAD,Asdrubal Cabrera_NYM,Miguel Sano_MIN,Wilmer Flores_NYM,Brian Dozier_MIN,Yasiel Puig_LAD,Neil Walker_NYM,Wil Myers_SD,Cory Spangenberg_SD,Adrian Gonzalez_LAD,Chase Utley_LAD,Eddie Rosario_MIN,Kike Hernandez_LAD,Austin Barnes_LAD,Jose Reyes_NYM,David Wright_NYM,Jose Pirela_SD,Ryan Schimpf_SD,Curtis Granderson_NYM,Travis d'Arnaud_NYM,Yangervis Solarte_SD,Hunter Renfroe_SD,Eduardo Escobar_MIN,Franklin Gutierrez_LAD,Max Kepler_MIN,Peter O'Brien_LAD,Alex Dickerson_SD,Joe Mauer_MIN,Joc Pederson_LAD,TJ Rivera_NYM,Kennys Vargas_MIN,Carlos Asuaje_SD,Amed Rosario_NYM,Trayce Thompson_LAD,Byron Buxton_MIN,Jabari Blash_SD,Hector Sanchez_SD,Travis Jankowski_SD,Brandon Nimmo_NYM,Logan Forsythe_LAD,Robbie Grossman_MIN,Andrew Toles_LAD,Willie Calhoun_LAD,Matt Szczur_SD,Jason Castro_MIN,Rob Segedin_LAD,Alex Verdugo_LAD,Juan Lagares_NYM,Chase d'Arnaud_SD,Matt Reynolds_NYM,Manuel Margot_SD,Gavin Cecchini_NYM,Andre Ethier_LAD,Zack Granite_MIN,Christian Bethancourt_SD,Austin Hedges_SD,Kevin Plawecki_NYM,Luis Urias_SD,Scott Van Slyke_LAD,Erick Aybar_SD,Ehire Adrianza_MIN,Franchy Cordero_SD,Rene Rivera_NYM,Chris Gimenez_MIN,Anthony Recker_MIN,Mike Freeman_LAD,Daniel Palka_MIN,Jorge Polanco_MIN,Brett Eibner_LAD,Dusty Coleman_SD,Jose Rondon_SD,Allen Cordoba_SD,Luis Torrens_SD
51.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.932876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2141772151898715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.646153846153851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.106832298136638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.893333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,57.82076813655764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9387044534412956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,78.10613810741688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.480156914024198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3685300207039335,0.0
0.0,0.0,0.0,0.0,56.08847901630578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.781721884155961,0.0,0.0,0.0,12.031569284802046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,47.922786547700774,0.0,0.0,0.0,-1.8125804231379248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,53.973709834469346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.833184452813336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8228840125392,0.0,0.0,0.0,-26.59166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2214480393880778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2141772151898715,0.0,0.0,0.0,0.0,0.0,0.0,76.50567997403442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920656760227475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.92037699504678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.706690777576853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.8125804231379248,0.0,0.0,0.0,60.95956790123454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
