"Place_lo","Place_hi","Payout"
"1","1","1500"
"2","2","1250"
"3","3","1000"
"4","4","750"
"5","5","500"
"6","6","400"
"7","8","300"
"9","10","250"
"11","15","200"
"16","20","150"
"21","30","100"
"31","40","80"
"41","55","70"
"56","80","60"
"81","128","50"
