"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Clayton Kershaw","P","LAD","@ CWS",3.21,"Gonzalez, R 5.61","L",2.18,0,0,7,10.8,0.88,NA,14000,49,28.6,28,28,"%",63,2,28.95,2.1
"Robbie Ray","P","ARI","@ CIN",4.32,"Romano, R 4.50","L",2.97,0,0,6.2,12,1.2,NA,11200,42,24.1,17.86,17.86,"%",50,1.6,17.9,1.6
"Brad Peacock","P","HOU","vs SEA",4.19,"Gaviglio, R","R",2.63,0,0,2.9,12.4,1.3,NA,10300,35.3,11.9,16.02,16.02,"%",19,1.6,33.35,3.2
"Michael Wacha","P","STL","@ NYM",4.72,"Montero, R 5.77","R",4.1,0,0,5.4,9,1.4,NA,9500,29.3,14.8,11.18,11.18,"%",39,1.2,42.85,4.5
"Mike Clevinger","P","CLE","@ SF",3.51,"Blach, L 4.60","R",3,0,0,5,9.9,1.13,NA,9100,33.2,17.1,15.22,15.22,"%",47,1.7,25.1,2.8
"J.A. Happ","P","TOR","@ BOS",4.81,"Johnson, L 4.29","L",3.54,0,0,5.5,9,1.25,NA,7800,27.6,16,10.26,10.26,"%",46,1.3,7.05,0.9
"Ivan Nova","P","PIT","vs MIL",4.15,"Guerra, R 4.78","R",3.21,0,0,6.7,5,1.09,NA,7600,32.4,15.5,13.25,13.25,"%",38,1.7,17.5,2.3
"Vincent Velasquez","P","PHI","@ MIA",4.83,"Conley, L 7.53","R",5.58,0,0,5,9.5,1.44,NA,7500,19.4,12,9.33,9.33,"%",58,1.2,16.5,2.2
"Antonio Senzatela","P","COL","vs SD",5.13,"Lamet, R 5.93","R",4.63,0,0,5.2,6.6,1.24,NA,7200,24.1,11.9,7.96,7.96,"%",32,1.1,9.65,1.3
"Dinelson Lamet","P","SD","@ COL",5.87,"Senzatela, R 4.63","R",5.93,0,0,5.1,12.2,1.24,NA,7000,34.3,16.1,7.22,7.22,"%",16,1,8.8,1.3
"Sean Newcomb","P","ATL","vs CHC",5,"Lackey, R 5.20","L",4.26,0,0,5.3,8.5,1.39,NA,6800,35.7,13,10.27,10.27,"%",2,1.5,4.8,0.7
"Blake Snell","P","TB","@ OAK",4.55,"Smith, R 4.50","L",4.85,0,0,5.2,7.8,1.62,NA,6600,19.8,10.1,8.83,8.83,"%",46,1.3,11.4,1.7
"Tyson Ross","P","TEX","@ BAL",5.57,"Bundy, R 4.33","R",5.33,0,0,5.1,6.4,1.26,NA,6400,30,10,8.36,8.36,"%",0,1.3,-6.5,NA
"Dylan Bundy","P","BAL","vs TEX",4.93,"Ross, R 5.33","R",4.33,0,0,6,7.1,1.25,NA,6300,27.7,14.2,9.65,9.65,"%",37,1.5,19.9,3.2
"John Lackey","P","CHC","@ ATL",4.5,"Newcomb, L 4.26","R",5.2,0,0,5.8,7.9,1.33,NA,6200,29,12.8,9.18,9.18,"%",23,1.5,11.05,1.8
"Ty Blach","P","SF","vs CLE",3.99,"Clevinger, R 3.00","L",4.6,0,0,4,4.3,1.33,NA,6100,34.9,6.7,11.94,11.94,"%",0,2,14.95,2.5
"Rafael Montero","P","NYM","vs STL",4.78,"Wacha, R 4.10","R",5.77,0,0,2.2,9.8,1.85,NA,6000,22.9,4.7,7.76,7.76,"%",0,1.3,14.1,2.4
"Adam Conley","P","MIA","vs PHI",4.17,"Velasquez, R 5.58","L",7.53,0,0,4.1,7.2,1.57,NA,5900,35.2,6,8.92,8.92,"%",0,1.5,9.5,1.6
"Sal Romano","P","CIN","vs ARI",5.18,"Ray, L 2.97","R",4.5,0,0,4,9,1.75,NA,5800,25.4,10.5,8.25,8.25,"%",0,1.4,-3,NA
"Jose Altuve","2B","HOU","vs SEA",5.81,"Gaviglio, R","R",0.347,0.418,0.209,0,0,0,2,5800,33.9,10.4,16.93,16.93,"%",59,2.9,11,1.9
"Brian Johnson","P","BOS","vs TOR",5.19,"Happ, L 3.54","L",4.29,0,0,5.3,7.3,1.33,NA,5700,43,14.4,8.94,8.94,"%",0,1.6,8.9,1.6
"Bryce Harper","OF","WSH","@ LAA",4.32,"Chavez, R 5.08","L",0.326,0.442,0.273,0,0,0,3,5700,33.7,11,14.27,14.27,"%",56,2.5,30,5.3
"Matt Boyd","P","DET","@ KC",5.32,"Wood, L 6.06","L",5.69,0,0,5,6.1,1.72,NA,5600,29.4,7.2,7.19,7.19,"%",0,1.3,12.1,2.2
"George Springer","OF","HOU","vs SEA",5.81,"Gaviglio, R","R",0.299,0.401,0.276,0,0,0,1,5600,35.2,10.4,15.94,15.94,"%",54,2.8,11,2
"Charlie Blackmon","OF","COL","vs SD",5.87,"Lamet, R 5.93","L",0.321,0.405,0.276,0,0,0,1,5600,35.6,10.7,18.46,18.46,"%",60,3.3,14,2.5
"Paul Goldschmidt","1B","ARI","@ CIN",5.18,"Romano, R 4.50","R",0.313,0.43,0.262,0,0,0,3,5500,31.7,10.9,15.52,15.52,"%",63,2.8,17,3.1
"Junior Guerra","P","MIL","@ PIT",5.35,"Nova, R 3.21","R",4.78,0,0,4.9,7.2,1.59,NA,5400,22.8,9.1,7.26,7.26,"%",15,1.3,12.35,2.3
"Mike Trout","OF","LAA","vs WSH",5.18,"Jackson, R 7.20","R",0.337,0.481,0.377,0,0,0,3,5400,28.5,12.1,14.39,14.39,"%",71,2.7,16,3
"Aaron Judge","OF","NYY","@ MIN",5.5,"Colon, R 8.14","R",0.311,0.455,0.343,0,0,0,3,5300,36.8,11.3,17.16,17.16,"%",57,3.2,14,2.6
"Edwin Jackson","P","WSH","@ LAA",5.18,"Chavez, R 5.08","R",7.2,0,0,1.7,3.7,3,NA,5300,8,-0.6,6.12,6.12,"%",0,1.2,19.95,3.8
"Kris Bryant","3B","CHC","@ ATL",5,"Newcomb, L 4.26","R",0.275,0.401,0.256,0,0,0,2,5300,31.8,9.5,13.75,13.75,"%",53,2.6,9,1.7
"Jesse Chavez","P","LAA","vs WSH",4.32,"Jackson, R 7.20","R",5.08,0,0,5.3,7,1.35,NA,5200,26.5,10.9,9.31,9.31,"%",21,1.8,14.7,2.8
"Mookie Betts","OF","BOS","vs TOR",4.81,"Happ, L 3.54","R",0.265,0.353,0.206,0,0,0,1,5100,33,9.6,13.05,13.05,"%",48,2.6,8,1.6
"Daniel Murphy","2B","WSH","@ LAA",4.32,"Chavez, R 5.08","L",0.348,0.422,0.244,0,0,0,5,5100,28.3,10.2,11.16,11.16,"%",58,2.2,0,NA
"Sam Gaviglio","P","SEA","@ HOU",5.81,"Peacock, R 2.63","R",NA,0,0,0,0,0,NA,5100,6.6,NA,6.64,6.64,"%",0,1.3,NA,NA
"Anthony Rizzo","1B","CHC","@ ATL",5,"Newcomb, L 4.26","L",0.259,0.391,0.265,0,0,0,3,5100,29.4,9.4,13.9,13.9,"%",59,2.7,4,0.8
"Luis Cessa","P","NYY","@ MIN",5,"Colon, R 8.14","R",4.18,0,0,3.9,6.5,1.35,NA,5000,19.1,7.5,7.28,7.28,"%",21,1.5,0.85,0.2
