"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","700"
"3","3","500"
"4","4","300"
"5","5","250"
"6","6","200"
"7","8","150"
"9","10","100"
"11","12","80"
"13","15","60"
"16","20","50"
"21","25","40"
"26","35","35"
"36","45","30"
"46","60","25"
"61","80","20"
"81","100","15"
"101","150","12"
"151","225","10"
"226","325","8"
"326","525","7"
"526","875","6"
"876","1552","5"
