"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Max Scherzer",12700,"StL@Was 07:05PM ET",25.4,"Was",NA,NA,NA,NA,NA
"SP","Madison Bumgarner",12400,"Ari@SF 10:15PM ET",24.625,"SF",NA,NA,NA,NA,NA
"SP","Chris Sale",11500,"Bal@Bos 07:10PM ET",28.5,"Bos",NA,NA,NA,NA,NA
"SP","Johnny Cueto",11500,"Ari@SF 10:15PM ET",18.4,"SF",NA,NA,NA,NA,NA
"SP","Yu Darvish",11400,"Tex@LAA 10:07PM ET",13.075,"Tex",NA,NA,NA,NA,NA
"SP","Noah Syndergaard",10900,"NYM@Phi 07:05PM ET",28.625,"NYM",NA,NA,NA,NA,NA
"SP","Lance McCullers",10800,"Hou@Sea 10:10PM ET",25.425,"Hou",NA,NA,NA,NA,NA
"SP","Stephen Strasburg",10400,"StL@Was 07:05PM ET",19.55,"Was",NA,NA,NA,NA,NA
"SP","Cole Hamels",10000,"Tex@LAA 10:07PM ET",11.3,"Tex",19.42,17.3,15.7055,14.8,18.35
"SP","David Price",9800,"Bal@Bos 07:10PM ET",0,"Bos",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9800,"Hou@Sea 10:10PM ET",22.35,"Hou",NA,NA,NA,NA,NA
"SP","Rick Porcello",9600,"Bal@Bos 07:10PM ET",17.175,"Bos",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9600,"Hou@Sea 10:10PM ET",14.875,"Sea",NA,NA,NA,NA,NA
"SP","Jacob deGrom",9300,"NYM@Phi 07:05PM ET",17.2,"NYM",NA,NA,NA,NA,NA
"SP","Zack Greinke",9300,"Ari@SF 10:15PM ET",18.825,"Ari",NA,NA,NA,NA,NA
"SP","Robbie Ray",9200,"Ari@SF 10:15PM ET",15.15,"Ari",15.7,18.9,14.305,12.3,29.6
"SP","Carlos Martinez",9000,"StL@Was 07:05PM ET",17.375,"StL",NA,NA,NA,NA,NA
"SP","Aaron Sanchez",8900,"Mil@Tor 07:07PM ET",21.55,"Tor",NA,NA,NA,NA,NA
"SP","Vince Velasquez",8900,"NYM@Phi 07:05PM ET",16.2,"Phi",NA,NA,NA,NA,NA
