"Wil Myers_SD","Nolan Arenado_COL","Manny Machado_BAL","Mookie Betts_BOS","Charlie Blackmon_COL","Mark Reynolds_COL","Carlos Gonzalez_COL","Bryce Harper_WAS","Josh Donaldson_TOR","Mike Trout_LAA","Trevor Story_COL","Ryan Schimpf_SD","David Dahl_COL","Hanley Ramirez_BOS","Yangervis Solarte_SD","DJ LeMahieu_COL","Trea Turner_WAS","Stephen Cardullo_COL","Manuel Margot_SD","Jose Bautista_TOR","Chris Davis_BAL","Joey Votto_CIN","Starling Marte_PIT","Jose Altuve_HOU","Carlos Correa_HOU","Yoenis Cespedes_NYM","Giancarlo Stanton_MIA","Ian Desmond_COL","Daniel Murphy_WAS","Mark Trumbo_BAL","Xander Bogaerts_BOS","Freddie Freeman_ATL","Alex Dickerson_SD","Hunter Renfroe_SD","Ryan Braun_MIL","Adam Jones_BAL","Andrew McCutchen_PIT","Nelson Cruz_SEA","Cory Spangenberg_SD","Dexter Fowler_STL","Craig Gentry_BAL","Jackie Bradley_BOS","Gregory Polanco_PIT","Robinson Cano_SEA","Jean Segura_SEA","Christian Yelich_MIA","Jabari Blash_SD","Matt Carpenter_STL","Paul Goldschmidt_ARI","Dustin Pedroia_BOS","George Springer_HOU","Maikel Franco_PHI","Jose Reyes_NYM","Dee Gordon_MIA","Gerardo Parra_COL","Adam Eaton_WAS","Jonathan Villar_MIL","Curtis Granderson_NYM","JT Riddle_MIA","Travis Jankowski_SD","Aledmys Diaz_STL","Stephen Piscotty_STL","Buster Posey_SF","Troy Tulowitzki_TOR","Andrew Benintendi_BOS","Evan Gattis_HOU","Kyle Seager_SEA","Odubel Herrera_PHI","Matt Kemp_ATL","Anthony Rendon_WAS","Devon Travis_TOR","Welington Castillo_BAL","Jonathan Schoop_BAL","Adam Duvall_CIN","Albert Pujols_LAA","Rougned Odor_TEX","David Wright_NYM","Asdrubal Cabrera_NYM","Kendrys Morales_TOR","Pablo Sandoval_BOS","Billy Hamilton_CIN","Shin-Soo Choo_TEX","Alex Bregman_HOU","Lucas Duda_NYM","Tommy Joseph_PHI","Neil Walker_NYM","Jay Bruce_NYM","Dustin Garneau_COL","Hector Sanchez_SD","Randal Grichuk_STL","Hunter Pence_SF","Russell Martin_TOR","Seth Smith_BAL","Adrian Beltre_TEX","Michael Conforto_NYM","Marcell Ozuna_MIA","Ender Inciarte_ATL","Christian Bethancourt_SD","Luis Torrens_SD","Erick Aybar_SD","Allen Cordoba_SD","Jayson Werth_WAS","Eduardo Nunez_SF","Jose Osuna_PIT","Josh Harrison_PIT","Jose Peraza_CIN","Jonathan Lucroy_TEX","Kole Calhoun_LAA","Carlos Beltran_HOU","Michael Saunders_PHI","JT Realmuto_MIA","Austin Hedges_SD","Tom Murphy_COL","Jedd Gyorko_STL","Michael Taylor_WAS","Brandon Belt_SF","Steve Pearce_TOR","Keon Broxton_MIL","Hyun Soo Kim_BAL","Brock Holt_BOS","Scooter Gennett_CIN","Scott Schebler_CIN","Mike Napoli_TEX","Carlos Gomez_TEX","Cameron Maybin_LAA","Mitch Haniger_SEA","Aaron Altherr_PHI","Martin Prado_MIA","Nick Markakis_ATL","Luis Sardinas_SD","Yadier Molina_STL","Ryan Zimmerman_WAS","Denard Span_SF","AJ Pollock_ARI","Eric Thames_MIL","Domingo Santana_MIL","Kevin Pillar_TOR","Mitch Moreland_BOS","Trey Mancini_BAL","Eugenio Suarez_CIN","Alen Hanson_PIT","CJ Cron_LAA","Elvis Andrus_TEX","Nomar Mazara_TEX","Josh Reddick_HOU","Cesar Hernandez_PHI","Wilmer Flores_NYM","Howie Kendrick_PHI","Freddy Galvis_PHI","Brandon Phillips_ATL","Pat Valaika_COL","Joe Panik_SF","Jake Lamb_ARI","Zack Cozart_CIN","Luis Valbuena_LAA","Jefry Marte_LAA","Joey Gallo_TEX","Danny Valencia_SEA","Norichika Aoki_HOU","Rhys Hoskins_PHI","Justin Bour_MIA","Adonis Garcia_ATL","Dansby Swanson_ATL","Matt Wieters_WAS","Adam Lind_WAS","Jhonny Peralta_STL","Brandon Crawford_SF","Yasmany Tomas_ARI","Travis Shaw_MIL","Hernan Perez_MIL","JJ Hardy_BAL","Chris Young_BOS","Arismendy Alcantara_CIN","Josh Bell_PIT","Delino DeShields_TEX","Brian McCann_HOU","Taylor Motter_SEA","Leonys Martin_SEA","Travis d'Arnaud_NYM","Cameron Rupp_PHI","Daniel Nava_PHI","Derek Dietrich_MIA","Tony Wolters_COL","Matt Adams_STL","David Peralta_ARI","Justin Smoak_TOR","Rowdy Tellez_TOR","Nick Franklin_MIL","Orlando Arcia_MIL","Dalton Pompey_TOR","Joey Rickard_BAL","Francisco Cervelli_PIT","David Freese_PIT","Adam Frazier_PIT","Jordy Mercer_PIT","Yunel Escobar_LAA","Ben Revere_LAA","Yuli Gurriel_HOU","Derek Fisher_HOU","Andrew Knapp_PHI","TJ Rivera_NYM","Brandon Nimmo_NYM","Jace Peterson_ATL","Kolten Wong_STL","Jesus Aguilar_MIL","Sandy Leon_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","John Jaso_PIT","Kevin Newman_PIT","Jesse Winker_CIN","Jurickson Profar_TEX","Andrelton Simmons_LAA","Jarrod Dyson_SEA","Tyler Flowers_ATL","Cristhian Adames_COL","Harrison Bader_STL","Brandon Drury_ARI","Chris Owings_ARI","Jarrett Parker_SF","Ezequiel Carrera_TOR","Danny Espinosa_LAA","Mike Zunino_SEA","Ben Gamel_SEA","Juan Lagares_NYM","Destin Hood_MIA","Alexi Amarista_COL","Jose Martinez_STL","Stephen Drew_WAS","Nick Hundley_SF","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Ryan Flaherty_BAL","Patrick Kivlehan_CIN","Robinson Chirinos_TEX","Marwin Gonzalez_HOU","Guillermo Heredia_SEA","Brock Stassi_PHI","Micah Johnson_ATL","Chase d'Arnaud_ATL","Ichiro Suzuki_MIA","Wilmer Difo_WAS","Greg Garcia_STL","Kelby Tomlinson_SF","Jeremy Hazelbaker_ARI","Mac Williamson_SF","Jarrod Saltalamacchia_TOR","Caleb Joseph_BAL","Devin Mesoraco_CIN","Phil Gosselin_PIT","Brett Nicholas_TEX","Drew Robinson_TEX","Shawn O'Malley_SEA","Andres Blanco_PHI","Rio Ruiz_ATL","Adeiny Hechavarria_MIA","Eric Fryer_STL","Chris Heisey_WAS","Chris Herrmann_ARI","Socrates Brito_ARI","Manny Pina_MIL","Darwin Barney_TOR","Tucker Barnhart_CIN","Ryan Rua_TEX","Carlos Ruiz_SEA","Jake Marisnick_HOU","AJ Ellis_MIA","Carson Kelly_STL","Gorkys Hernandez_SF","Jett Bandy_MIL","Stuart Turner_CIN","Rene Rivera_NYM","Kurt Suzuki_ATL","Jose Lobaton_WAS","Conor Gillaspie_SF","Ryan Goins_TOR","Hanser Alberto_TEX","Ty Kelly_NYM","Tyler Moore_MIA","Chris Stewart_PIT","Martin Maldonado_LAA","Miguel Rojas_MIA","Chris Iannetta_ARI","Aaron Hill_SF","Carlos Perez_LAA","Emilio Bonifacio_ATL","Chris Marrero_SF","Daniel Descalso_ARI","Cliff Pennington_LAA","Anthony Recker_ATL","Jeff Mathis_ARI","Nick Ahmed_ARI"
159.366666666667,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,12.8,0,0,0,-7.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47.5,0,0,-12,44.8,4.55,0,0,0,12.3,0,0,0,0,-28.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.55,0,0,0,0,0,0,0,0,-15.15,0,0,0,0,0,-6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.33333333333333,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12,0,0,52.6666666666667,-43.8666666666667,3.05,0,0,0,-6.46666666666667,0,0,0,0,-20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.8,0,0,-43.8666666666667,85.0666666666667,-5.7,0,0,0,3.66666666666667,0,0,0,0,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.55,0,0,3.05,-5.7,8.3,0,0,0,12.4,0,0,0,0,7.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,102.2,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53.8666666666667,0,0,0,0,0,0,0,0,0,0,15.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2666666666667,0,0,0,0,0,0,-1.75,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.3,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.25,0,0,0,0,0,0,0,0,0,0,0
