"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4400,79.5454545454545,35,"Nolan Arenado","COL",NA,"3B",3,2,2,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3400,102.941176470588,35,"Travis Shaw","MIL",NA,"3B",4,2,1,3,1,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,6500,46.4615384615385,30.2,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,8,0,0,3,3,0,0
4,3,4100,65.8536585365854,27,"Adam Duvall","CIN",NA,"OF",4,1,1,5,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,12800,20.8984375,26.75,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,0,2,3,0
6,4,4800,54.1666666666667,26,"Mookie Betts","BOS",NA,"OF",3,3,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,5000,51.4,25.7,"Andrew Triggs","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,0,3,0,0
8,5,4800,52.0833333333333,25,"Joey Votto","CIN",NA,"1B",3,2,1,2,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,7500,33.2,24.9,"Shelby Miller","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7.33333333333333,0,0,1,4,2,0
10,6,3100,77.4193548387097,24,"Miguel Montero","TOR",NA,"C",6,2,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,4500,53.3333333333333,24,"Edwin Encarnacion","CLE",NA,"1B",4,2,1,3,0,3,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,6300,37.6984126984127,23.75,"Miguel Gonzalez","CHW",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8.33333333333333,0,0,0,4,1,0
13,8,3800,60.5263157894737,23,"Yasmany Tomas","ARI",NA,"OF",5,2,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,6,6100,36.8852459016393,22.5,"Matthew Andriese","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,4,1,0
15,7,7700,28.5064935064935,21.95,"Wei-Yin Chen","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,0,0,0,0,2,1
16,9,4100,51.219512195122,21,"Jose Ramirez","CLE",NA,"2B/3B",5,2,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,2800,75,21,"Tim Beckham","TB",NA,"SS",9,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,3500,60,21,"Whit Merrifield","KC",NA,"2B",8,1,1,1,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,3100,67.741935483871,21,"Justin Smoak","TOR",NA,"1B",5,1,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,3700,54.0540540540541,20,"Jose Peraza","CIN",NA,"2B/SS",2,3,0,0,1,3,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,14,3600,55.5555555555556,20,"Elvis Andrus","TEX",NA,"SS",2,1,0,1,2,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,8,7800,25.1923076923077,19.65,"Zack Wheeler","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,0,0,1,4,2,0
23,15,3600,52.7777777777778,19,"Odubel Herrera","PHI",NA,"OF",3,1,1,1,0,5,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,16,3200,59.375,19,"Yulieski Gurriel","HOU",NA,"1B",8,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17,2900,65.5172413793103,19,"Justin Bour","MIA",NA,"1B",5,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,18,2200,86.3636363636364,19,"Adam Rosales","OAK",NA,"SS",9,1,1,2,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,19,2900,65.5172413793103,19,"Mitch Moreland","BOS",NA,"1B",5,1,0,3,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,4500,40,18,"Adam Jones","BAL",NA,"OF",2,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,21,4400,40.9090909090909,18,"Kyle Schwarber","CHC",NA,"OF",1,1,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,22,4000,45,18,"Albert Pujols","LAA",NA,"1B",4,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,23,3700,48.6486486486486,18,"Russell Martin","TOR",NA,"C",6,2,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,3500,48.5714285714286,17,"Joe Panik","SF",NA,"2B",8,1,0,1,1,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,4400,38.6363636363636,17,"George Springer","HOU",NA,"OF",1,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,26,3000,56.6666666666667,17,"Andrelton Simmons","LAA",NA,"SS",7,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,3900,43.5897435897436,17,"Eric Thames","MIL",NA,"1B/OF",2,2,0,0,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,3400,50,17,"Kevin Pillar","TOR",NA,"OF",1,1,0,0,0,5,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,4700,36.1702127659574,17,"Francisco Lindor","CLE",NA,"SS",2,1,0,2,0,5,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,30,4000,42.5,17,"Billy Hamilton","CIN",NA,"OF",1,2,0,0,1,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,9,4800,33.6458333333333,16.15,"Matt Cain","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,0,0,1,4,2,0
40,31,2900,55.1724137931034,16,"Ezequiel Carrera","TOR",NA,"OF",8,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32,4500,35.5555555555556,16,"Michael Brantley","CLE",NA,"OF",3,3,0,0,0,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,33,3100,51.6129032258064,16,"Jon Jay","CHC",NA,"OF",9,2,0,1,0,2,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,34,4000,37.5,15,"AJ Pollock","ARI",NA,"OF",1,1,0,0,1,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,35,5000,30,15,"Kris Bryant","CHC",NA,"3B",2,0,0,1,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,10,7400,19.8648648648649,14.7,"Ricky Nolasco","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,0,0,2,8,0,0
46,11,8000,17.625,14.1,"Hyun-Jin Ryu","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,4,7,1,1
47,12,7600,18.4868421052632,14.05,"Mike Leake","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.33333333333333,0,0,1,7,0,0
48,36,4500,31.1111111111111,14,"Miguel Cabrera","DET",NA,"1B",3,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,37,3300,42.4242424242424,14,"Orlando Arcia","MIL",NA,"SS",8,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,38,4100,34.1463414634146,14,"Miguel Sano","MIN",NA,"3B",3,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,39,4100,34.1463414634146,14,"Trevor Story","COL",NA,"SS",6,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,40,2600,53.8461538461538,14,"Chris Iannetta","ARI",NA,"C",8,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,41,3300,42.4242424242424,14,"Kevin Kiermaier","TB",NA,"OF",2,1,0,1,1,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,13,7100,18.7323943661972,13.3,"Jason Hammel","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,0,0,1,6,1,0
55,14,4200,31.547619047619,13.25,"Brian Johnson","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,0,0,4,7,3,0
56,15,4000,32.625,13.05,"Bronson Arroyo","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,3,5,2,0
57,42,3300,39.3939393939394,13,"Pablo Sandoval","BOS",NA,"3B",7,1,0,1,0,4,3,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,16,8900,14.2696629213483,12.7,"Michael Fulmer","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,3,6,2,0
59,17,5800,21.551724137931,12.5,"Chad Kuhl","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,0,0,2,3,1,1
60,18,6400,19.296875,12.35,"Mike Foltynewicz","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,0,0,2,5,4,0
61,43,3200,37.5,12,"Jeremy Hazelbaker","ARI",NA,"OF",1,0,0,2,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,44,3400,35.2941176470588,12,"Andrew Benintendi","BOS",NA,"OF",2,1,0,1,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,45,3100,38.7096774193548,12,"Ryan Zimmerman","WAS",NA,"1B",5,0,0,1,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,46,5100,23.5294117647059,12,"Bryce Harper","WAS",NA,"OF",3,1,0,0,0,3,0,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,47,4300,27.906976744186,12,"Dexter Fowler","STL",NA,"OF",1,1,0,0,0,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,19,5100,22.843137254902,11.65,"Zach Eflin","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,2,3,3,0
67,20,6700,16.865671641791,11.3,"Josh Tomlin","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,0,0,3,7,0,0
68,48,5200,21.1538461538462,11,"Mike Trout","LAA",NA,"OF",3,1,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,49,3400,32.3529411764706,11,"Zack Cozart","CIN",NA,"SS",6,1,0,1,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,50,3000,36.6666666666667,11,"Cesar Hernandez","PHI",NA,"2B",1,0,0,0,1,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,51,3600,30.5555555555556,11,"Brandon Moss","KC",NA,"OF",6,0,0,0,1,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
