id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
5700,Santana,Carlos,CLE,1B,KC,1.00,4.38,3.68,0.51,0.24,0.01,0.17,0.66,0.70,0.03,0.01,0.56,0.63,0.00,0.03,0.00,0.04,2.76,KC (Duffy L) S Ord 4,,,,22ab .409/.458/.636 0sb 1hr,3500,15,4200,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8761,Shaw,Travis,MIL,3B,ARI,1.00,4.28,3.89,0.57,0.23,0.01,0.19,0.36,1.02,0.04,0.01,0.59,0.68,0.00,0.03,0.00,0.09,2.89,ARI (Corbin L) L Ord 4,,,,,3800,18,3800,0,0,0,0,0,0,3B,3B,3B,1B;3B;DH,,,,,,0,
6029,Frazier,Todd,CHW,3B,DET,1.00,4.26,3.79,0.48,0.19,0.01,0.23,0.42,0.93,0.09,0.04,0.56,0.60,0.00,0.05,0.00,0.09,2.89,DET (Zimmermann R) R Ord 4,,,,11ab .182/.250/.182 0sb 0hr,3500,15,3900,0,0,0,0,0,0,3B,3B,3B,1B;3B;DH,,,,,,0,
900,Choo,Shin-Soo,TEX,OF,@ TOR,1.00,4.71,4.14,0.75,0.21,0.01,0.14,0.54,1.17,0.07,0.04,0.64,0.44,0.00,0.03,0.00,0.03,3.04,@TOR (Biagini R) L Ord 1,,,,,3500,17,3800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1157,Davis,Chris,BAL,1B,@ HOU,1.00,4.35,3.73,0.45,0.16,0.00,0.26,0.58,1.76,0.01,0.00,0.57,0.61,0.00,0.03,0.00,0.04,2.87,@HOU (McCullers R) L Ord 4,,,,7ab .000/.000/.000 0sb 0hr,3500,16,3800,0,0,0,0,0,0,1B,1B,1B,1B;DH;OF,,,,,,0,
1712,Gardner,Brett,NYY,OF,OAK,1.00,4.71,4.15,0.79,0.19,0.03,0.10,0.52,0.91,0.09,0.02,0.68,0.45,0.00,0.03,0.00,0.02,3.04,OAK (Triggs R) L Ord 1,,,,2ab .000/.000/.000 0sb 0hr,3700,21,4600,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1178,Davis,Rajai,OAK,OF,@ NYY,1.00,4.67,4.37,0.74,0.22,0.03,0.11,0.27,1.09,0.24,0.09,0.62,0.41,0.00,0.03,0.00,0.04,3.27,@NYY (Pineda R) R Ord 1,,,,,3200,8,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8225,Gamel,Ben,SEA,OF,@ BOS,1.00,4.71,4.34,0.81,0.29,0.03,0.07,0.35,1.10,0.10,0.05,0.64,0.52,0.00,0.02,0.00,0.00,3.14,@BOS (Porcello R) L Ord 2,,,,,2900,13,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7052,Harrison,Josh,PIT,2B/3B,NYM,1.00,4.58,4.35,0.90,0.28,0.04,0.06,0.20,0.69,0.14,0.05,0.63,0.46,0.00,0.04,0.00,0.07,3.06,NYM (Harvey R) R Ord 2,,,,3ab .667/.667/1.000 1sb 0hr,3300,17,3900,0,0,0,0,0,0,3B,2B,2B;3B,2B;DH,,,,,,0,
6371,Hernandez,Cesar,PHI,2B,CIN,1.00,4.59,4.11,0.96,0.16,0.06,0.05,0.45,0.79,0.15,0.08,0.67,0.39,0.00,0.02,0.00,0.08,2.88,CIN (Feldman R) S Ord 1,,,Questionable,,3000,12,3900,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
8717,Herrera,Odubel,PHI,OF,CIN,1.00,4.48,4.07,0.82,0.22,0.03,0.08,0.38,0.98,0.16,0.06,0.64,0.45,0.00,0.02,0.00,0.05,2.92,CIN (Feldman R) L Ord 2,,,,,2600,8,2900,0,0,0,0,0,0,OF,OF,OF,2B;DH;OF,,,,,,0,
5827,Avila,Alex,DET,C/1B,@ CHW,1.00,4.71,3.90,0.55,0.20,0.00,0.16,0.78,1.59,0.01,0.01,0.67,0.52,0.00,0.02,0.00,0.04,2.99,@CHW (Gonzalez R) L Ord 2,,,,7ab .143/.400/.143 0sb 0hr,3300,13,3400,0,0,0,0,0,0,C,C,C;1B,C;DH,,,,,,0,
7741,Ozuna,Marcell,MIA,OF,LAA,1.00,4.30,3.95,0.70,0.21,0.03,0.16,0.33,0.86,0.01,0.01,0.59,0.68,0.00,0.03,0.00,0.03,2.85,LAA (Shoemaker R) R Ord 4,,,,3ab .333/.333/.333 0sb 0hr,3800,16,3900,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7625,Gattis,Evan,HOU,C,BAL,1.00,4.26,3.91,0.57,0.18,0.03,0.24,0.31,0.82,0.01,0.01,0.57,0.56,0.00,0.04,0.00,0.03,2.88,BAL (Asher R) R Ord 6,,,,,3200,17,3600,0,0,0,0,0,0,C,C,C,C;DH,,,,,,0,
348,Beltran,Carlos,HOU,OF,BAL,1.00,4.37,4.05,0.71,0.27,0.00,0.17,0.29,0.77,0.01,0.00,0.58,0.62,0.00,0.04,0.00,0.02,2.90,BAL (Asher R) S Ord 5,,,,,2900,13,3300,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
5754,Andrus,Elvis,TEX,SS,@ TOR,1.00,4.60,4.23,0.82,0.26,0.03,0.07,0.32,0.67,0.19,0.06,0.55,0.47,0.00,0.06,0.00,0.12,3.05,@TOR (Biagini R) R Ord 2,,,,,2800,14,3900,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
6873,Fuentes,Reymond,ARI,OF,@ MIL,1.00,4.68,4.30,0.82,0.16,0.05,0.05,0.30,1.24,0.27,0.07,0.66,0.34,0.06,0.03,0.04,0.05,3.21,@MIL (Nelson R) L Ord 1,,,,,2500,9,3600,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7536,Rendon,Anthony,WAS,3B,SD,1.00,4.24,3.70,0.67,0.24,0.01,0.13,0.50,0.74,0.08,0.03,0.52,0.57,0.00,0.04,0.00,0.09,2.64,SD (Chacin R) R Ord 6,,,,8ab .250/.250/.375 0sb 0hr,3700,24,4700,0,0,0,0,0,0,3B,3B,3B,2B;3B;DH,,,,,,0,
7161,Grossman,Robbie,MIN,OF,TB,1.00,4.68,3.91,0.74,0.19,0.01,0.10,0.75,1.01,0.04,0.03,0.62,0.50,0.00,0.02,0.00,0.05,2.87,TB (Cobb R) S Ord 2,,,,1ab .000/.500/.000 0sb 0hr,2900,15,3700,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6208,Kipnis,Jason,CLE,2B,KC,1.00,4.71,4.29,0.71,0.26,0.02,0.11,0.38,0.98,0.11,0.04,0.66,0.44,0.00,0.04,0.00,0.07,3.19,KC (Duffy L) L Ord 1,,,,19ab .263/.263/.474 0sb 1hr,3400,13,4200,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
6024,Cozart,Zack,CIN,SS,@ PHI,1.00,4.60,4.25,0.71,0.24,0.04,0.13,0.32,0.74,0.04,0.01,0.68,0.48,0.00,0.03,0.00,0.09,3.12,@PHI (Eflin R) R Ord 2,,,,,3400,18,4200,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
5057,Valbuena,Luis,LAA,1B/3B,@ MIA,1.00,4.53,3.95,0.56,0.21,0.02,0.15,0.56,1.02,0.02,0.02,0.62,0.68,0.00,0.02,0.00,0.08,3.02,@MIA (Urena R) L Ord 4,,,,,2200,7,3100,0,0,0,0,0,0,3B,3B,1B;3B,1B;3B;DH,,,,,,0,
6142,Moreland,Mitch,BOS,1B,SEA,1.00,4.36,3.97,0.61,0.32,0.00,0.16,0.36,0.96,0.01,0.00,0.59,0.57,0.00,0.03,0.00,0.03,2.89,SEA (Bergman R) L Ord 6,,,,,3500,17,4700,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8370,Bell,Josh,PIT,1B,NYM,1.00,4.36,3.85,0.69,0.22,0.03,0.13,0.47,0.66,0.03,0.03,0.56,0.66,0.00,0.04,0.00,0.06,2.79,NYM (Harvey R) S Ord 4,,,,,3200,16,3700,0,0,0,0,0,0,1B,1B,1B,1B;DH;OF,,,,,,0,
3080,Martinez,Victor,DET,1B,@ CHW,1.00,4.48,4.08,0.79,0.19,0.00,0.16,0.36,0.66,0.01,0.00,0.56,0.65,0.00,0.04,0.00,0.01,2.94,@CHW (Gonzalez R) S Ord 4,,,,13ab .154/.214/.154 0sb 0hr,3000,15,3800,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6027,Morrison,Logan,TB,1B,@ MIN,1.00,4.42,3.96,0.63,0.21,0.02,0.17,0.43,0.87,0.03,0.02,0.56,0.63,0.00,0.03,0.00,0.04,2.94,@MIN (Gibson R) L Ord 4,,,,6ab .000/.000/.000 0sb 0hr,3600,18,4200,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
7342,Bour,Justin,MIA,1B,LAA,1.00,4.19,3.76,0.63,0.18,0.01,0.21,0.41,0.83,0.01,0.01,0.56,0.59,0.00,0.02,0.00,0.03,2.74,LAA (Shoemaker R) L Ord 5,,,,,3700,20,4600,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
9113,Bryant,Kris,CHC,3B,@ LAD,1.00,4.39,3.97,0.62,0.22,0.02,0.20,0.39,1.25,0.06,0.03,0.55,0.43,0.00,0.03,0.00,0.10,2.92,@LAD (Kershaw L) R Ord 2,,,,3ab .000/.000/.000 0sb 0hr,4200,23,4800,0,0,0,0,0,0,3B,3B,3B,3B;DH;OF,,,,,,0,
8682,Schebler,Scott,CIN,OF,@ PHI,1.00,4.16,3.88,0.58,0.17,0.04,0.23,0.26,0.93,0.06,0.03,0.51,0.55,0.00,0.02,0.00,0.04,2.86,@PHI (Eflin R) L Ord 6,,,,,3100,18,4500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8065,Bradley,Jackie,BOS,OF,SEA,1.00,4.25,3.79,0.59,0.25,0.05,0.14,0.43,0.97,0.06,0.02,0.53,0.52,0.00,0.03,0.00,0.02,2.76,SEA (Bergman R) L Ord 7,,,,,3300,13,4500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1431,Encarnacion,Edwin,CLE,1B,KC,1.00,4.27,3.62,0.51,0.17,0.01,0.22,0.59,0.93,0.01,0.00,0.54,0.56,0.00,0.05,0.00,0.04,2.71,KC (Duffy L) R Ord 5,,,,6ab .000/.250/.000 1sb 0hr,3700,18,4400,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
5033,Tulowitzki,Troy,TOR,SS,TEX,1.00,4.44,4.01,0.71,0.22,0.00,0.17,0.39,0.86,0.01,0.00,0.57,0.60,0.00,0.05,0.00,0.07,2.91,TEX (Cashner R) R Ord 5,,,,15ab .200/.250/.267 0sb 0hr,3000,11,3900,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
5739,Walker,Neil,NYM,2B,@ PIT,1.00,4.32,3.88,0.71,0.21,0.02,0.14,0.40,0.82,0.01,0.01,0.55,0.66,0.00,0.04,0.00,0.05,2.80,@PIT (Glasnow R) S Ord 4,,,,,3200,17,3800,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
8318,Kepler,Max,MIN,OF,TB,1.00,4.34,3.83,0.59,0.22,0.04,0.14,0.47,0.79,0.08,0.03,0.51,0.56,0.00,0.04,0.00,0.05,2.84,TB (Cobb R) L Ord 5,,,,,3200,18,4200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8804,Santana,Domingo,MIL,OF,ARI,1.00,4.17,3.57,0.53,0.19,0.01,0.17,0.57,1.27,0.06,0.04,0.54,0.56,0.00,0.03,0.00,0.04,2.67,ARI (Corbin L) R Ord 5,,,,,3200,16,3600,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
9652,Frazier,Adam,PIT,2B/OF,NYM,1.00,4.70,4.32,0.95,0.22,0.04,0.04,0.36,0.61,0.13,0.11,0.66,0.37,0.00,0.02,0.00,0.10,3.06,NYM (Harvey R) L Ord 1,,,,,3900,19,4700,0,0,0,0,0,0,OF,2B,2B;OF,2B;DH;OF,,,,,,0,
4671,Smith,Seth,BAL,OF,@ HOU,1.00,4.68,4.14,0.64,0.23,0.04,0.13,0.50,1.18,0.02,0.01,0.63,0.44,0.00,0.05,0.00,0.01,3.10,@HOU (McCullers R) L Ord 1,,,,9ab .000/.000/.000 0sb 0hr,2800,12,3400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6034,Lucroy,Jonathan,TEX,C,@ TOR,1.00,4.38,4.02,0.73,0.27,0.02,0.12,0.33,0.71,0.02,0.01,0.49,0.60,0.00,0.04,0.00,0.05,2.87,@TOR (Biagini R) R Ord 4,,,,,3000,13,3600,0,0,0,0,0,0,C,C,C,C;DH,,,,,,0,
6198,Hosmer,Eric,KC,1B,@ CLE,1.00,4.30,3.95,0.74,0.20,0.02,0.16,0.33,0.82,0.05,0.03,0.50,0.58,0.00,0.02,0.00,0.04,2.84,@CLE (Tomlin R) L Ord 4,,,,31ab .161/.161/.387 0sb 2hr,3000,19,3600,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8286,Schimpf,Ryan,SD,3B,@ WAS,1.00,4.25,3.74,0.37,0.19,0.03,0.23,0.47,1.31,0.01,0.01,0.56,0.61,0.00,0.05,0.00,0.08,2.92,@WAS (Ross R) L Ord 4,,,,1ab 1.000/1.000/2.000 0sb 0hr,2900,14,3200,0,0,0,0,0,0,2B,3B,3B,2B;3B;DH,,,,,,0,
3120,Mauer,Joe,MIN,1B,TB,1.00,4.57,3.96,0.76,0.22,0.02,0.07,0.59,0.73,0.01,0.00,0.58,0.63,0.00,0.02,0.00,0.02,2.89,TB (Cobb R) L Ord 3,,,,,2900,14,3600,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6075,Garcia,Leury,CHW,OF,DET,1.00,4.60,4.32,0.84,0.16,0.02,0.10,0.24,0.99,0.21,0.08,0.62,0.40,0.00,0.03,0.00,0.06,3.20,DET (Zimmermann R) S Ord 1,,,,,3000,14,3700,0,0,0,0,0,0,OF,OF,OF,2B;SS;DH,,,,,,0,
7493,Suarez,Eugenio,CIN,3B,@ PHI,1.00,4.27,3.93,0.68,0.19,0.02,0.17,0.31,1.05,0.05,0.03,0.54,0.57,0.00,0.02,0.00,0.14,2.88,@PHI (Eflin R) R Ord 5,,,,,3000,17,4500,0,0,0,0,0,0,3B,3B,3B,SS;3B;DH,,,,,,0,
4712,Span,Denard,SF,OF,ATL,1.00,4.68,4.26,0.85,0.24,0.05,0.06,0.41,0.55,0.07,0.04,0.69,0.39,0.00,0.02,0.00,0.02,3.07,ATL (Dickey R) L Ord 1,,,,5ab .000/.167/.000 0sb 0hr,3200,15,3600,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6956,Inciarte,Ender,ATL,OF,@ SF,1.00,4.63,4.32,0.96,0.20,0.05,0.04,0.29,0.60,0.16,0.06,0.61,0.35,0.00,0.02,0.00,0.04,3.08,@SF (Cueto R) L Ord 1,,,,1ab .000/.000/.000 0sb 0hr,3400,18,3900,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
2560,Kemp,Matt,ATL,OF,@ SF,1.00,4.30,4.02,0.69,0.27,0.01,0.15,0.22,1.06,0.02,0.02,0.52,0.62,0.00,0.06,0.00,0.04,2.90,@SF (Cueto R) R Ord 4,,,,31ab .290/.333/.613 0sb 3hr,3500,19,4000,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8683,Seager,Corey,LAD,SS,CHC,1.00,4.35,3.93,0.69,0.26,0.02,0.14,0.40,0.85,0.02,0.01,0.56,0.43,0.00,0.02,0.00,0.11,2.82,CHC (Lester L) L Ord 2,,,,6ab .500/.500/.500 0sb 0hr,3400,16,4400,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
8708,Mazara,Nomar,TEX,OF,@ TOR,1.00,4.49,4.13,0.77,0.16,0.02,0.15,0.31,0.94,0.01,0.01,0.55,0.60,0.00,0.05,0.00,0.02,3.02,@TOR (Biagini R) L Ord 3,,,,,3500,15,4400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6117,Castro,Starlin,NYY,2B,OAK,1.00,4.37,4.14,0.84,0.21,0.01,0.13,0.20,0.78,0.02,0.00,0.54,0.63,0.00,0.03,0.00,0.13,2.95,OAK (Triggs R) R Ord 4,,,,1ab .000/.000/.000 0sb 0hr,3400,17,3500,0,0,0,0,0,0,2B,2B,2B,2B;SS;DH,,,,,,0,
5818,Saunders,Michael,PHI,OF,CIN,1.00,4.14,3.68,0.55,0.21,0.04,0.16,0.42,0.97,0.02,0.02,0.53,0.57,0.00,0.04,0.00,0.02,2.72,CIN (Feldman R) L Ord 5,,,,14ab .214/.313/.571 0sb 1hr,2700,10,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6197,Rizzo,Anthony,CHC,1B,@ LAD,1.00,4.28,3.87,0.56,0.21,0.01,0.19,0.38,0.78,0.03,0.02,0.54,0.55,0.00,0.03,0.00,0.05,2.90,@LAD (Kershaw L) L Ord 3,,,,2ab .000/.333/.000 0sb 0hr,4500,18,4700,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
9823,Margot,Manuel,SD,OF,@ WAS,1.00,4.58,4.31,0.84,0.20,0.06,0.07,0.23,0.75,0.18,0.10,0.60,0.34,0.00,0.04,0.00,0.02,3.15,@WAS (Ross R) R Ord 1,,,Questionable,,3000,11,2400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
4127,Reyes,Jose,NYM,SS/3B,@ PIT,1.00,4.54,4.17,0.83,0.21,0.03,0.06,0.35,0.67,0.13,0.03,0.62,0.42,0.00,0.03,0.00,0.13,3.04,@PIT (Glasnow R) S Ord 2,,,,,2800,16,3700,0,0,0,0,0,0,SS,SS,SS;3B,SS;3B;DH,,,,,,0,
2478,Jones,Adam,BAL,OF,@ HOU,1.00,4.57,4.32,0.74,0.16,0.01,0.19,0.22,1.04,0.02,0.01,0.59,0.49,0.00,0.04,0.00,0.02,3.22,@HOU (McCullers R) R Ord 2,,,,6ab .333/.429/.667 0sb 0hr,3100,10,3700,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
9900,Tomas,Yasmany,ARI,OF,@ MIL,1.00,4.24,3.99,0.64,0.22,0.02,0.19,0.23,1.19,0.01,0.01,0.52,0.56,0.00,0.02,0.00,0.06,2.93,@MIL (Nelson R) R Ord 5,,,,9ab .333/.333/1.000 0sb 2hr,3600,14,4100,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
728,Cabrera,Melky,CHW,OF,DET,1.00,4.49,4.12,0.86,0.24,0.02,0.09,0.32,0.51,0.01,0.00,0.56,0.48,0.00,0.05,0.00,0.02,2.91,DET (Zimmermann R) S Ord 2,,,,10ab .200/.200/.300 0sb 0hr,3000,12,3800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
10217,Healy,Ryon,OAK,1B/3B,@ NYY,1.00,4.23,4.02,0.69,0.24,0.01,0.19,0.19,1.06,0.01,0.01,0.47,0.53,0.00,0.02,0.00,0.13,2.89,@NYY (Pineda R) R Ord 5,,,,,3000,11,3500,0,0,0,0,0,0,1B,3B,1B;3B,1B;3B;DH,,,,,,0,
5728,Trumbo,Mark,BAL,OF,@ HOU,1.00,4.23,3.90,0.59,0.18,0.02,0.22,0.31,1.17,0.01,0.00,0.49,0.53,0.00,0.02,0.00,0.04,2.90,@HOU (McCullers R) R Ord 5,,,,6ab .500/.571/1.000 0sb 1hr,3400,15,3900,0,0,0,0,0,0,OF,OF,OF,1B;DH;OF,,,,,,0,
5515,Alonso,Yonder,OAK,1B,@ NYY,1.00,4.34,3.90,0.72,0.24,0.01,0.12,0.40,0.75,0.02,0.01,0.49,0.58,0.00,0.04,0.00,0.04,2.82,@NYY (Pineda R) L Ord 4,,,Questionable,6ab .167/.167/.167 0sb 0hr,3400,18,4100,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6823,Broxton,Keon,MIL,OF,ARI,1.00,3.95,3.46,0.46,0.18,0.04,0.14,0.46,1.41,0.26,0.10,0.40,0.43,0.00,0.02,0.00,0.05,2.65,ARI (Corbin L) R Ord 7,,,,4ab .750/.800/1.000 1sb 0hr,3300,19,3900,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6017,Smoak,Justin,TOR,1B,TEX,1.00,4.22,3.72,0.50,0.18,0.01,0.21,0.48,1.05,0.01,0.00,0.51,0.48,0.00,0.02,0.00,0.04,2.82,TEX (Cashner R) S Ord 7,,,,2ab .500/.500/2.000 0sb 1hr,3400,16,3800,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6239,Crawford,Brandon,SF,SS,ATL,1.00,4.24,3.83,0.63,0.24,0.05,0.10,0.36,0.78,0.06,0.01,0.51,0.55,0.00,0.05,0.00,0.10,2.81,ATL (Dickey R) L Ord 5,,,,9ab .000/.000/.000 0sb 0hr,3100,14,3500,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
7611,Panik,Joe,SF,2B,ATL,1.00,4.57,4.12,0.76,0.23,0.04,0.06,0.42,0.43,0.06,0.01,0.65,0.44,0.00,0.04,0.00,0.06,3.04,ATL (Dickey R) L Ord 2,,,,,2500,8,3700,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
6679,Castellanos,Nick,DET,3B,@ CHW,1.00,4.26,3.92,0.64,0.25,0.04,0.15,0.30,1.16,0.02,0.02,0.47,0.50,0.00,0.04,0.00,0.10,2.84,@CHW (Gonzalez R) R Ord 6,,,,5ab .400/.500/.600 0sb 0hr,2700,11,3400,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
8003,Odor,Rougned,TEX,2B,@ TOR,1.00,4.27,4.07,0.62,0.22,0.04,0.16,0.16,0.93,0.10,0.07,0.47,0.51,0.00,0.03,0.00,0.12,3.03,@TOR (Biagini R) L Ord 5,,,,,2800,13,3700,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
3889,Phillips,Brandon,ATL,2B,@ SF,1.00,4.52,4.35,0.98,0.23,0.01,0.06,0.15,0.59,0.11,0.05,0.58,0.41,0.00,0.03,0.00,0.06,3.06,@SF (Cueto R) R Ord 2,,,,3ab .333/.333/.333 0sb 0hr,2800,13,3900,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
5963,Nunez,Eduardo,SF,3B/OF,ATL,1.00,4.02,3.78,0.76,0.21,0.04,0.07,0.20,0.51,0.26,0.07,0.37,0.43,0.00,0.03,0.00,0.12,2.71,ATL (Dickey R) R Ord 7,,,,5ab .200/.333/.200 1sb 0hr,3500,14,3800,0,0,0,0,0,0,3B,3B,3B;OF,SS;3B;DH,,,,,,0,
5958,Valencia,Danny,SEA,1B,@ BOS,1.00,4.27,3.95,0.75,0.24,0.02,0.14,0.29,1.05,0.02,0.02,0.49,0.50,0.00,0.03,0.00,0.08,2.82,@BOS (Porcello R) R Ord 6,,,,18ab .222/.300/.278 0sb 0hr,2900,15,3300,0,0,0,0,0,0,1B,3B,1B,1B;3B;DH,,,,,,0,
7008,Solarte,Yangervis,SD,2B,@ WAS,1.00,4.47,4.14,0.79,0.26,0.02,0.11,0.30,0.52,0.02,0.01,0.58,0.42,0.00,0.03,0.00,0.09,2.97,@WAS (Ross R) S Ord 2,,,,5ab .000/.000/.000 0sb 0hr,3100,11,2800,0,0,0,0,0,0,3B,2B,2B,2B;3B;DH,,,,,,0,
6188,Romine,Andrew,DET,2B/OF,@ CHW,1.00,4.82,4.45,0.85,0.15,0.02,0.05,0.34,1.06,0.16,0.05,0.67,0.40,0.00,0.02,0.00,0.06,3.38,@CHW (Gonzalez R) S Ord 1,,,,6ab .333/.500/.333 0sb 0hr,2300,7,3000,0,0,0,0,0,0,OF,OF,2B;OF,SS;3B;DH,,,,,,0,
8378,Puig,Yasiel,LAD,OF,CHC,1.00,4.24,3.87,0.62,0.17,0.03,0.13,0.35,0.90,0.10,0.05,0.55,0.53,0.00,0.02,0.00,0.03,2.93,CHC (Lester L) R Ord 3,,,,6ab .000/.000/.000 0sb 0hr,3000,9,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
5942,Dyson,Jarrod,SEA,OF,@ BOS,1.00,4.04,3.76,0.75,0.17,0.07,0.03,0.27,0.68,0.34,0.07,0.39,0.35,0.00,0.02,0.00,0.04,2.75,@BOS (Porcello R) L Ord 8,,,,11ab .182/.250/.364 0sb 0hr,2500,12,3100,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
2922,Lowrie,Jed,OAK,2B,@ NYY,1.00,4.56,4.16,0.78,0.24,0.01,0.10,0.35,0.87,0.01,0.01,0.55,0.47,0.00,0.05,0.00,0.09,3.03,@NYY (Pineda R) S Ord 2,,,,5ab .400/.400/.400 0sb 0hr,2300,14,4300,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
11386,Gurriel,Yulieski,HOU,1B,BAL,1.00,4.15,3.87,0.65,0.26,0.01,0.16,0.25,0.63,0.02,0.02,0.48,0.48,0.00,0.03,0.00,0.08,2.80,BAL (Asher R) R Ord 7,,,,,2700,13,3000,0,0,0,0,0,0,1B,1B,1B,1B;3B;DH,,,,,,0,
7549,Beckham,Tim,TB,SS,@ MIN,1.00,4.31,4.04,0.67,0.17,0.06,0.14,0.22,1.32,0.04,0.02,0.50,0.53,0.00,0.04,0.00,0.08,3.00,@MIN (Gibson R) R Ord 5,,,,1ab 1.000/1.000/1.000 0sb 0hr,2800,15,2800,0,0,0,0,0,0,SS,SS,SS,2B;SS;DH,,,,,,0,
7280,Calhoun,Kole,LAA,OF,@ MIA,1.00,4.31,3.90,0.67,0.20,0.02,0.13,0.38,0.89,0.04,0.03,0.51,0.51,0.00,0.03,0.00,0.03,2.89,@MIA (Urena R) L Ord 6,,,,,2900,12,3100,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7182,Simmons,Andrelton,LAA,SS,@ MIA,1.00,4.42,4.12,0.88,0.22,0.02,0.05,0.28,0.41,0.08,0.03,0.51,0.56,0.00,0.03,0.00,0.08,2.96,@MIA (Urena R) R Ord 5,,,,2ab .500/.500/.500 0sb 0hr,3100,10,3900,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
1856,Granderson,Curtis,NYM,OF,@ PIT,1.00,4.20,3.65,0.51,0.20,0.02,0.14,0.52,0.97,0.04,0.02,0.52,0.53,0.00,0.03,0.00,0.01,2.79,@PIT (Glasnow R) L Ord 5,,,,,3000,12,3400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6476,Perez,Salvador,KC,C,@ CLE,1.00,4.19,4.02,0.63,0.22,0.01,0.20,0.14,0.86,0.01,0.00,0.48,0.52,0.00,0.03,0.00,0.05,2.96,@CLE (Tomlin R) R Ord 5,,,,26ab .577/.577/1.000 0sb 1hr,3200,15,3500,0,0,0,0,0,0,C,C,C,C;DH,,,,,,0,
