"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6564,"Jones","Nate","CHW","RP","CLE",1,0.4,0.19,0.09,0.01,0.04,0.13,0.39,0.18,0.16,0.21,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6394,"Watson","Tony","PIT","RP","NYY",1,0.4,0.2,0.1,0.01,0.03,0.08,0.36,0.15,0.14,0.21,0,0,0.02,0.01,0.15,0.02,0,0,1.2,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6145,"Holland","Greg","COL","RP","SF",1,0.4,0.25,0.1,0.02,0.03,0.16,0.41,0.17,0.15,0.24,0,0,0.02,0.01,0.17,0.02,0,0,1.2,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4291,"Romo","Sergio","LAD","RP","@ ARI",1,0.34,0.17,0.09,0.02,0.04,0.07,0.4,0.13,0.12,0.28,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
11387,"Glover","Koda","WAS","RP","@ NYM",1,0.4,0.14,0.08,0.01,0.06,0.14,0.39,0.19,0.17,0.21,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4233,"Rodney","Fernando","ARI","RP","LAD",1,0.4,0.22,0.11,0.02,0.03,0.2,0.43,0.18,0.17,0.26,0,0,0.02,0.01,0.15,0.02,0,0,1.2,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
2871,"Logan","Boone","CLE","RP","@ CHW",1,0.34,0.18,0.07,0.01,0.04,0.12,0.4,0.14,0.13,0.23,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5400,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
366,"Benoit","Joaquin","PHI","RP","ATL",1,0.34,0.13,0.08,0.01,0.04,0.1,0.37,0.13,0.12,0.21,0,0,0.02,0.01,0.17,0.02,0,0,1.02,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8544,"Robles","Hansel","NYM","RP","WAS",1,0.34,0.13,0.07,0.01,0.04,0.15,0.38,0.15,0.14,0.21,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7474,"Buchter","Ryan","SD","RP","MIA",1,0.34,0.15,0.07,0.01,0.03,0.15,0.39,0.14,0.13,0.21,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-155) (o/u 7.5) (+107)","66 N LR 1-9 4% H62%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7546,"Cedeno","Xavier","TB","RP","HOU",1,0.4,0.23,0.08,0.02,0.04,0.13,0.36,0.17,0.16,0.23,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+195) (o/u 8.0) (+101)","","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5774,"Melancon","Mark","SF","RP","@ COL",1,0.4,0.28,0.1,0.02,0.03,0.07,0.34,0.16,0.15,0.3,0,0,0.02,0.01,0.22,0.02,0,0,1.2,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7924,"Givens","Mychal","BAL","RP","BOS",1,0.34,0.17,0.07,0.01,0.03,0.12,0.36,0.13,0.12,0.2,0,0,0.01,0.01,0,0,0,0,1.02,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",4000,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10112,"Altavilla","Dan","SEA","RP","@ OAK",1,0.4,0.19,0.09,0.02,0.04,0.17,0.37,0.19,0.17,0.22,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7038,"Vincent","Nick","SEA","RP","@ OAK",1,0.34,0.14,0.08,0.01,0.03,0.09,0.34,0.13,0.12,0.2,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5698,"Salas","Fernando","NYM","RP","WAS",1,0.34,0.14,0.07,0.01,0.04,0.1,0.35,0.14,0.13,0.22,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8510,"Rivero","Felipe","PIT","RP","NYY",1,0.34,0.19,0.08,0.01,0.02,0.11,0.35,0.13,0.12,0.22,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6579,"Hand","Brad","SD","RP","MIA",1,0.4,0.25,0.08,0.01,0.04,0.12,0.34,0.17,0.15,0.26,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-155) (o/u 7.5) (+107)","66 N LR 1-9 4% H62%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8472,"Pressly","Ryan","MIN","RP","DET",1,0.4,0.27,0.09,0.01,0.03,0.1,0.33,0.16,0.14,0.25,0,0,0.01,0.01,0,0,0,0,1.2,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8504,"Strickland","Hunter","SF","RP","@ COL",1,0.4,0.28,0.1,0.02,0.04,0.1,0.36,0.18,0.17,0.31,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6334,"Baez","Pedro","LAD","RP","@ ARI",1,0.34,0.18,0.09,0.03,0.04,0.09,0.37,0.15,0.14,0.29,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6214,"Delgado","Randall","ARI","RP","LAD",1,0.44,0.26,0.12,0.02,0.07,0.2,0.42,0.25,0.23,0.29,0,0,0.02,0.02,0,0,0,0,1.33,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
5721,"Tazawa","Junichi","MIA","RP","@ SD",1,0.34,0.16,0.07,0.01,0.03,0.07,0.33,0.13,0.12,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8427,"Maurer","Brandon","SD","RP","MIA",1,0.4,0.28,0.08,0.01,0.04,0.11,0.34,0.17,0.16,0.28,0,0,0.02,0.01,0.15,0.02,0,0,1.2,"+1.5 (-155) (o/u 7.5) (+107)","66 N LR 1-9 4% H62%outdoor","",5200,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7785,"Krol","Ian","ATL","RP","@ PHI",1,0.34,0.2,0.07,0.01,0.04,0.11,0.37,0.15,0.14,0.28,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-205) (o/u 8.0) (+105)","60 I RF 3-7 39% H80%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8826,"Morin","Mike","LAA","RP","TOR",1,0.34,0.2,0.07,0,0.03,0.09,0.34,0.14,0.13,0.22,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7651,"Colome","Alex","TB","RP","HOU",1,0.4,0.23,0.08,0.01,0.03,0.12,0.32,0.17,0.16,0.22,0,0,0.02,0.01,0.19,0.02,0,0,1.2,"-1.5 (+195) (o/u 8.0) (+101)","","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5610,"Johnson","Jim","ATL","RP","@ PHI",1,0.4,0.26,0.08,0.01,0.03,0.14,0.33,0.17,0.16,0.28,0,0,0.02,0.01,0.17,0.02,0,0,1.2,"+1.5 (-205) (o/u 8.0) (+105)","60 I RF 3-7 39% H80%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3529,"Neshek","Pat","PHI","RP","ATL",1,0.34,0.16,0.08,0.01,0.04,0.07,0.32,0.14,0.13,0.23,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5844,"Hudson","Daniel","PIT","RP","NYY",1,0.4,0.28,0.1,0.01,0.03,0.1,0.33,0.17,0.16,0.26,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6527,"Scribner","Evan","SEA","RP","@ OAK",1,0.34,0.15,0.07,0.01,0.04,0.07,0.32,0.15,0.13,0.21,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7207,"Shaw","Bryan","CLE","RP","@ CHW",1,0.34,0.18,0.06,0.01,0.03,0.1,0.31,0.14,0.13,0.22,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9393,"Dull","Ryan","OAK","RP","SEA",1,0.34,0.15,0.06,0.01,0.04,0.08,0.31,0.14,0.13,0.19,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10058,"Rogers","Taylor","MIN","RP","DET",1,0.34,0.24,0.07,0.01,0.03,0.08,0.33,0.13,0.12,0.26,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6178,"Kintzler","Brandon","MIN","RP","DET",1,0.4,0.3,0.08,0.01,0.03,0.08,0.3,0.16,0.15,0.26,0,0,0.01,0.01,0.14,0.01,0,0,1.2,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5838,"Strop","Pedro","CHC","RP","@ CIN",1,0.28,0.11,0.06,0.01,0.02,0.12,0.33,0.11,0.1,0.21,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6595,"Kelly","Joe","BOS","SP","@ BAL",1,0.4,0.26,0.08,0,0.05,0.15,0.35,0.21,0.19,0.25,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","Questionable",5500,25,4000,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
6530,"Brach","Brad","BAL","RP","BOS",1,0.34,0.17,0.07,0.01,0.03,0.12,0.32,0.15,0.14,0.2,0,0,0.01,0.01,0.16,0.02,0,0,1.02,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
951,"Clippard","Tyler","NYY","RP","@ PIT",1,0.34,0.14,0.08,0.01,0.02,0.13,0.3,0.14,0.13,0.22,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8380,"Cingrani","Tony","CIN","RP","CHC",1,0.34,0.14,0.07,0,0.05,0.21,0.39,0.19,0.17,0.22,0,0,0,0.01,0,0,0,0,1.02,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9672,"Kela","Keone","TEX","RP","KC",1,0.28,0.16,0.06,0.01,0.03,0.08,0.31,0.1,0.1,0.23,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
1697,"Casilla","Santiago","OAK","RP","SEA",1,0.34,0.15,0.06,0.01,0.03,0.11,0.29,0.14,0.13,0.18,0,0,0.02,0.01,0.1,0.01,0,0,1.02,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5709,"Sipp","Tony","HOU","RP","@ TB",1,0.28,0.09,0.06,0.02,0.05,0.11,0.36,0.14,0.13,0.21,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-225) (o/u 8.0) (-111)","","",5500,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6503,"Farquhar","Danny","TB","RP","HOU",1,0.34,0.19,0.07,0.01,0.04,0.12,0.31,0.15,0.14,0.22,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+195) (o/u 8.0) (+101)","","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9856,"Feliz","Michael","HOU","RP","@ TB",1,0.25,0.1,0.06,0.02,0.03,0.09,0.34,0.1,0.09,0.22,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-225) (o/u 8.0) (-111)","","",5400,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7701,"Treinen","Blake","WAS","RP","@ NYM",1,0.34,0.14,0.07,0.01,0.03,0.15,0.3,0.14,0.13,0.21,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",5200,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7987,"Quackenbush","Kevin","SD","RP","MIA",1,0.34,0.2,0.06,0.01,0.03,0.11,0.3,0.14,0.13,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-155) (o/u 7.5) (+107)","66 N LR 1-9 4% H62%outdoor","",5500,0,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5659,"Ottavino","Adam","COL","RP","SF",1,0.4,0.31,0.1,0.02,0.04,0.14,0.33,0.2,0.18,0.29,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
325,"Belisle","Matt","MIN","RP","DET",1,0.34,0.24,0.07,0.01,0.02,0.07,0.28,0.12,0.11,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6458,"Putnam","Zach","CHW","RP","CLE",1,0.34,0.19,0.08,0.01,0.04,0.14,0.33,0.16,0.15,0.22,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5817,"Torres","Carlos","MIL","RP","STL",1,0.34,0.17,0.08,0.01,0.04,0.12,0.32,0.16,0.15,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10791,"Smoker","Josh","NYM","RP","WAS",1,0.25,0.1,0.05,0.01,0.03,0.1,0.32,0.1,0.09,0.21,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8665,"Chafin","Andrew","ARI","RP","LAD",1,0.34,0.19,0.09,0.02,0.03,0.15,0.32,0.16,0.14,0.26,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
432,"Blanton","Joe","WAS","RP","@ NYM",1,0.34,0.15,0.07,0.01,0.05,0.1,0.3,0.17,0.15,0.24,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",4000,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5914,"Nicasio","Juan","PIT","SP","NYY",1,0.34,0.24,0.08,0.01,0.03,0.11,0.32,0.15,0.14,0.27,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5500,25,4300,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
619,"Broxton","Jonathan","STL","RP","@ MIL",1,0.28,0.13,0.07,0.01,0.03,0.11,0.32,0.13,0.12,0.26,0,0,0.01,0.01,0,0,0,0,0.83,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6134,"Marinez","Jhan","MIL","RP","STL",1,0.34,0.19,0.08,0.01,0.04,0.13,0.31,0.16,0.15,0.26,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6159,"Jeffress","Jeremy","TEX","RP","KC",1,0.34,0.26,0.07,0.01,0.02,0.1,0.27,0.13,0.12,0.27,0,0,0.02,0.01,0.12,0.01,0,0,1.02,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5799,"Bastardo","Antonio","PIT","RP","NYY",1,0.28,0.13,0.07,0.01,0.02,0.11,0.31,0.12,0.11,0.21,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
440,"Blevins","Jerry","NYM","RP","WAS",1,0.28,0.12,0.06,0.01,0.03,0.11,0.29,0.11,0.1,0.22,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5200,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10729,"Barnette","Tony","TEX","RP","KC",1,0.34,0.23,0.07,0.01,0.03,0.08,0.27,0.15,0.14,0.26,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5487,"Ziegler","Brad","MIA","RP","@ SD",1,0.34,0.14,0.07,0.01,0.01,0.1,0.24,0.13,0.12,0.21,0,0,0.01,0.01,0,0,0,0,1.02,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8371,"Bradley","Archie","ARI","SP","LAD",1,0.34,0.22,0.09,0.02,0.05,0.16,0.35,0.18,0.17,0.31,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",6200,25,6800,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
7667,"Ross","Robbie","BOS","RP","@ BAL",1,0.34,0.22,0.07,0,0.04,0.12,0.3,0.16,0.15,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8473,"Tonkin","Michael","MIN","RP","DET",1,0.28,0.18,0.06,0.01,0.03,0.07,0.29,0.11,0.1,0.25,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5642,"McGee","Jake","COL","RP","SF",1,0.34,0.26,0.08,0.02,0.03,0.09,0.3,0.16,0.14,0.28,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10373,"Ramos","Edubray","PHI","RP","ATL",1,0.28,0.17,0.06,0.01,0.03,0.06,0.27,0.11,0.1,0.26,0,0,0.01,0.01,0,0,0,0,0.83,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5906,"Gomez","Jeanmar","PHI","RP","ATL",1,0.4,0.3,0.09,0.01,0.04,0.1,0.26,0.19,0.17,0.3,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6427,"Wilson","Alex","DET","RP","@ MIN",1,0.34,0.19,0.08,0.02,0.03,0.1,0.25,0.15,0.14,0.24,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9555,"Hoyt","James","HOU","RP","@ TB",1,0.2,0.07,0.05,0.01,0.02,0.07,0.3,0.07,0.07,0.2,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-225) (o/u 8.0) (-111)","","",5500,0,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10725,"Torres","Jose","SD","RP","MIA",1,0.33,0.22,0.07,0.01,0.03,0.15,0.29,0.16,0.15,0.27,0,0,0.01,0.01,0,0,0,0,1,"+1.5 (-155) (o/u 7.5) (+107)","66 N LR 1-9 4% H62%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6379,"Phelps","David","MIA","RP","@ SD",1,0.28,0.13,0.06,0.01,0.03,0.09,0.25,0.11,0.11,0.24,0,0,0.01,0.01,0,0,0,0,0.83,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5500,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9304,"Law","Derek","SF","RP","@ COL",1,0.34,0.28,0.09,0.02,0.04,0.1,0.28,0.18,0.16,0.35,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5813,"Rzepczynski","Marc","SEA","RP","@ OAK",1,0.28,0.14,0.06,0.01,0.02,0.13,0.26,0.12,0.11,0.22,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
