"Ryan Braun_MIL","Eric Thames_MIL","Keon Broxton_MIL","Starling Marte_PIT","Matt Kemp_ATL","Adam Frazier_PIT","Eduardo Nunez_SF","Travis Shaw_MIL","Freddie Freeman_ATL","Matt Adams_ATL","Andrew McCutchen_PIT","Jonathan Villar_MIL","Brandon Phillips_ATL","Ender Inciarte_ATL","Josh Harrison_PIT","Josh Bell_PIT","Domingo Santana_MIL","Nick Markakis_ATL","Joe Panik_SF","Hernan Perez_MIL","Buster Posey_SF","Tyler Flowers_ATL","Denard Span_SF","Eric Sogard_MIL","Hunter Pence_SF","David Freese_PIT","Jordy Mercer_PIT","Brandon Belt_SF","Austin Slater_SF","Adonis Garcia_ATL","Dansby Swanson_ATL","Jesus Aguilar_MIL","Gregory Polanco_PIT","Manny Pina_MIL","Brett Phillips_MIL","Nick Hundley_SF","Brandon Crawford_SF","Danny Santana_ATL","Jarrett Parker_SF","Jace Peterson_ATL","Christian Arroyo_SF","Orlando Calixte_SF","John Jaso_PIT","Nick Franklin_MIL","Jose Osuna_PIT","Orlando Arcia_MIL","Kurt Suzuki_ATL","Francisco Cervelli_PIT","Elias Diaz_PIT","Michael Reed_MIL","Kelby Tomlinson_SF","Kirk Nieuwenhuis_MIL","Danny Ortiz_PIT","Andrew Susac_MIL","Lewis Brinson_MIL","Kevin Newman_PIT","Micah Johnson_ATL","Rio Ruiz_ATL","Ryan Cordell_MIL","Gorkys Hernandez_SF","Travis Demeritte_ATL","Jacob Stallings_PIT","Jacob Nottingham_MIL","Phil Gosselin_PIT","Chris Bostick_PIT","Corey Ray_MIL","Conor Gillaspie_SF","Aaron Hill_SF","Justin Ruggiano_SF","Gift Ngoepe_PIT","Jett Bandy_MIL","Michael Morse_SF","Mac Williamson_SF","Max Moroff_PIT","Anthony Recker_ATL","Tim Federowicz_SF","Chris Stewart_PIT","John Bormann_PIT","Johan Camargo_ATL","Emilio Bonifacio_ATL","Chris Marrero_SF","Ronald Acuna_ATL","Lane Adams_ATL"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91.1144781144781,4.41915836101883,0,0,0,0,21.1439393939394,0,0,0,1.34030197444832,0,0,0,0,-1.74086378737542,0,0,23.2702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4307692307692,0,0,0,0,0,0,0,0,0,0,0,1.7415780141844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30049261083744,0,0,0,0,0,0,0,0,0,0,0,0
0,4.41915836101883,76.1516690856314,0,0,0,0,12.6601479915433,0,0,0,10.0692307692308,0,0,0,0,-6.29646464646465,0,0,3.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,8.48670212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7169312169312,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,76.2292609351433,0,0,0,10.4366666666667,0,0,0,-7.62378048780488,1.26696832579186,0,0,0,11.2952941176471,0,0,0,16.5151515151515,0,0,0,0,0,0,0,5.17166666666667,15.6994047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,64.6778093883357,0,0,0,0,8.36031746031746,0,0,0,18.6590909090909,-4.84491978609626,0,0,0,0,0,0,0,0,0,15.6448863636364,18.8680672268908,0,0,0,0,0,-5.88142292490119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.8064971751412,0,0,0,0,0,0,0,0,0,0,0,14.8987755102041,0,5.00627450980392,0,11.172268907563,0,16.7752489331437,0,0,6.9706498951782,0,0,0,0,0,0,0,0,14.3671096345515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.1439393939394,12.6601479915433,0,0,0,0,72.4933612858141,0,0,0,-1.198606271777,0,0,0,0,4.8130081300813,0,0,-0.826890756302521,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79076923076923,0,0,0,0,0,0,0,0,0,0,0,2.44769503546099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4259259259259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.4366666666667,0,0,0,100.139495798319,0,0,0,-11.0135467980296,6.03949579831933,0,0,0,-1.10168067226891,0,0,0,4.62105263157895,0,0,0,0,0,0,0,6.87956989247312,24.1016042780749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8.36031746031746,0,0,0,0,62.7406134320465,0,0,0,0.994360902255639,2.03214535290007,0,0,0,0,0,0,0,0,0,14.2903600464576,9.5329703569268,0,0,0,0,0,-4.65603864734299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5640243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.34030197444832,10.0692307692308,0,0,0,0,-1.198606271777,0,0,0,64.0925490196078,0,0,0,0,-6.02322880371661,0,0,7.1546218487395,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2716666666667,0,0,0,0,0,0,0,0,0,0,0,3.88150609080842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90769230769231,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-7.62378048780488,0,0,0,-11.0135467980296,0,0,0,44.7830188679245,2.60631349782293,0,0,0,2.40820029027576,0,0,0,10.0126050420168,0,0,0,0,0,0,0,-0.767195767195767,5.55102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.26696832579186,0,0,0,6.03949579831933,0,0,0,2.60631349782293,60.6626984126984,0,0,0,6.72785458269329,0,0,0,9.7275641025641,0,0,0,0,0,0,0,-9.24453781512605,3.07814207650273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18.6590909090909,0,0,0,0,0.994360902255639,0,0,0,45.5225014611338,2.53725490196078,0,0,0,0,0,0,0,0,0,7.37435897435897,4.01649831649832,0,0,0,0,0,-6.698606271777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0341394025605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-4.84491978609626,0,0,0,0,2.03214535290007,0,0,0,2.53725490196078,54.8521303258145,0,0,0,0,0,0,0,0,0,-11.2712550607287,1.01088534107402,0,0,0,0,0,-3.1719512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15990990990991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.74086378737542,-6.29646464646465,0,0,0,0,4.8130081300813,0,0,0,-6.02322880371661,0,0,0,0,48.3396226415094,0,0,-6.17867867867868,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12923076923077,0,0,0,0,0,0,0,0,0,0,0,-3.33526570048309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62962962962963,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11.2952941176471,0,0,0,-1.10168067226891,0,0,0,2.40820029027576,6.72785458269329,0,0,0,30.1571940604199,0,0,0,15.1153846153846,0,0,0,0,0,0,0,1.76470588235294,9.87118644067797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14.8987755102041,0,0,0,0,0,0,0,0,0,0,0,45.2416817906836,0,-1.32171717171717,0,9.43529411764706,0,9.67058823529412,0,0,8.43853695324283,0,0,0,0,0,0,0,0,-8.18815331010453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.2702702702703,3.21428571428571,0,0,0,0,-0.826890756302521,0,0,0,7.1546218487395,0,0,0,0,-6.17867867867868,0,0,73.1914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2134387351779,0,0,0,0,0,0,0,0,0,0,0,9.79551282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27173913043478,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.00627450980392,0,0,0,0,0,0,0,0,0,0,0,-1.32171717171717,0,37.8801346801347,0,0.46551724137931,0,18.8352272727273,0,0,2.33460884353741,0,0,0,0,0,0,0,0,10.3704453441296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16.5151515151515,0,0,0,4.62105263157895,0,0,0,10.0126050420168,9.7275641025641,0,0,0,15.1153846153846,0,0,0,41.3429487179487,0,0,0,0,0,0,0,-12.5263157894737,3.08463726884779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11.172268907563,0,0,0,0,0,0,0,0,0,0,0,9.43529411764706,0,0.46551724137931,0,49.7548780487805,0,7.11315789473684,0,0,3.84679487179487,0,0,0,0,0,0,0,0,14.2217948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16.7752489331437,0,0,0,0,0,0,0,0,0,0,0,9.67058823529412,0,18.8352272727273,0,7.11315789473684,0,33.6126596980256,0,0,1.42539682539683,0,0,0,0,0,0,0,0,16.3169230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.6448863636364,0,0,0,0,14.2903600464576,0,0,0,7.37435897435897,-11.2712550607287,0,0,0,0,0,0,0,0,0,32.4883720930233,10.0592334494774,0,0,0,0,0,-5.82539682539683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20634920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18.8680672268908,0,0,0,0,9.5329703569268,0,0,0,4.01649831649832,1.01088534107402,0,0,0,0,0,0,0,0,0,10.0592334494774,36.0633879781421,0,0,0,0,0,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
