"Ryan Braun_MIL","Eric Thames_MIL","Keon Broxton_MIL","Starling Marte_PIT","Matt Kemp_ATL","Adam Frazier_PIT","Eduardo Nunez_SF","Travis Shaw_MIL","Freddie Freeman_ATL","Matt Adams_ATL","Andrew McCutchen_PIT","Jonathan Villar_MIL","Brandon Phillips_ATL","Ender Inciarte_ATL","Josh Harrison_PIT","Josh Bell_PIT","Domingo Santana_MIL","Nick Markakis_ATL","Joe Panik_SF","Hernan Perez_MIL","Buster Posey_SF","Tyler Flowers_ATL","Denard Span_SF","Eric Sogard_MIL","Hunter Pence_SF","David Freese_PIT","Jordy Mercer_PIT","Brandon Belt_SF","Austin Slater_SF","Adonis Garcia_ATL","Dansby Swanson_ATL","Jesus Aguilar_MIL","Gregory Polanco_PIT","Manny Pina_MIL","Brett Phillips_MIL","Nick Hundley_SF","Brandon Crawford_SF","Danny Santana_ATL","Jarrett Parker_SF","Jace Peterson_ATL","Christian Arroyo_SF","Orlando Calixte_SF","John Jaso_PIT","Nick Franklin_MIL","Jose Osuna_PIT","Orlando Arcia_MIL","Kurt Suzuki_ATL","Francisco Cervelli_PIT","Elias Diaz_PIT","Michael Reed_MIL","Kelby Tomlinson_SF","Kirk Nieuwenhuis_MIL","Danny Ortiz_PIT","Andrew Susac_MIL","Lewis Brinson_MIL","Kevin Newman_PIT","Micah Johnson_ATL","Rio Ruiz_ATL","Ryan Cordell_MIL","Gorkys Hernandez_SF","Travis Demeritte_ATL","Jacob Stallings_PIT","Jacob Nottingham_MIL","Phil Gosselin_PIT","Chris Bostick_PIT","Corey Ray_MIL","Conor Gillaspie_SF","Aaron Hill_SF","Justin Ruggiano_SF","Gift Ngoepe_PIT","Jett Bandy_MIL","Michael Morse_SF","Mac Williamson_SF","Max Moroff_PIT","Anthony Recker_ATL","Tim Federowicz_SF","Chris Stewart_PIT","John Bormann_PIT","Johan Camargo_ATL","Emilio Bonifacio_ATL","Chris Marrero_SF","Ronald Acuna_ATL","Lane Adams_ATL"
67.4444444444444,24.875,-25.7761904761905,0,0,0,0,-16.8025362318841,0,0,0,-24.9076923076923,0,0,0,0,8.83766233766234,0,0,-0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,-5,0,16.7857142857143,0,0,0,0,0,0,0,0,0,-6,0,13.4683333333333,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2435897435897,0,0,0,0,0,0,0,0,0,0,0,0
24.875,91.1144781144781,4.41915836101883,0,0,0,0,21.1439393939394,0,0,0,1.34030197444832,0,0,0,0,-1.74086378737542,0,0,23.2702702702703,0,0,0,28.85,0,0,0,0,0,0,0,1.79090909090909,0,16.4307692307692,17.5,0,0,0,0,0,0,0,0,-16.7142857142857,0,1.7415780141844,0,0,0,0,0,15.65,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30049261083744,0,0,0,0,0,0,0,0,0,0,0,0
-25.7761904761905,4.41915836101883,76.1516690856314,0,0,0,0,12.6601479915433,0,0,0,10.0692307692308,0,0,0,0,-6.29646464646465,0,0,3.21428571428571,0,0,0,-21.947619047619,0,0,0,0,0,0,0,8.4327485380117,0,9.3,0,0,0,0,0,0,0,0,0,-4.25,0,8.48670212765957,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7169312169312,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,107.672727272727,0,40.4027777777778,0,0,0,0,10.8272727272727,0,0,0,22.5833333333333,23.4166666666667,0,0,0,0,0,0,0,0,0,-21.5416666666667,0.8,0,0,0,0,0,-2.97619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0
0,0,0,0,76.2292609351433,0,0,0,10.4366666666667,2.87445887445887,0,0,-7.62378048780488,1.26696832579186,0,0,0,11.2952941176471,0,0,0,16.5151515151515,0,0,0,0,0,0,0,5.17166666666667,15.6994047619048,0,0,0,0,0,0,-37.8888888888889,0,-8.68947368421053,0,0,0,0,0,0,3.18809523809524,0,0,0,0,0,0,0,0,0,0,-0.568627450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.25,0,0,0,0
0,0,0,40.4027777777778,0,64.6778093883357,0,0,0,0,8.36031746031746,0,0,0,18.6590909090909,-4.84491978609626,0,0,0,0,0,0,0,0,0,15.6448863636364,18.8680672268908,0,0,0,0,0,-5.88142292490119,0,0,0,0,0,0,0,0,0,-13.8904761904762,0,-12.8333333333333,0,0,15.2307692307692,38.9523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3333333333333,0,0,0,0,0,0
0,0,0,0,0,0,47.8064971751412,0,0,0,0,0,0,0,0,0,0,0,14.8987755102041,0,5.00627450980392,0,11.172268907563,0,16.7752489331437,0,0,6.9706498951782,65.1666666666667,0,0,0,0,0,0,10.6830065359477,14.3671096345515,0,-7,0,0.329230769230769,3.8,0,0,0,0,0,0,0,0,20.8333333333333,0,0,0,0,0,0,0,0,7.42307692307692,0,0,0,0,0,0,20.2,-6.03333333333333,-6.4,0,0,-9,5.26785714285714,0,0,0,0,0,0,0,17.375,0,0
-16.8025362318841,21.1439393939394,12.6601479915433,0,0,0,0,72.4933612858141,0,0,0,-1.198606271777,0,0,0,0,4.8130081300813,0,0,-0.826890756302521,0,0,0,19.6363636363636,0,0,0,0,0,0,0,26.7977941176471,0,4.79076923076923,0,0,0,0,0,0,0,0,0,-19.7857142857143,0,2.44769503546099,0,0,0,0,0,22.75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4259259259259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.4366666666667,0,0,0,100.139495798319,0,0,0,-11.0135467980296,6.03949579831933,0,0,0,-1.10168067226891,0,0,0,4.62105263157895,0,0,0,0,0,0,0,6.87956989247312,24.1016042780749,0,0,0,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,-4.91208791208791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0
0,0,0,0,2.87445887445887,0,0,0,0,144.911231884058,0,0,41.4342105263158,13.8079710144928,0,0,0,46.2233201581028,0,0,0,47.9595588235294,0,0,0,0,0,0,0,147.5,8.74891774891775,0,0,0,0,0,0,51.9285714285714,0,4.75,0,0,0,0,0,0,28.2321428571429,0,0,0,0,0,0,0,0,0,0,9.73076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5666666666667,0,0,0,0
