"Ryan Braun_MIL","Eric Thames_MIL","Keon Broxton_MIL","Starling Marte_PIT","Matt Kemp_ATL","Adam Frazier_PIT","Eduardo Nunez_SF","Travis Shaw_MIL","Freddie Freeman_ATL","Matt Adams_ATL","Andrew McCutchen_PIT","Jonathan Villar_MIL","Brandon Phillips_ATL","Ender Inciarte_ATL","Josh Harrison_PIT","Josh Bell_PIT","Domingo Santana_MIL","Nick Markakis_ATL","Joe Panik_SF","Hernan Perez_MIL","Buster Posey_SF","Tyler Flowers_ATL","Denard Span_SF","Eric Sogard_MIL","Hunter Pence_SF","David Freese_PIT","Jordy Mercer_PIT","Brandon Belt_SF","Austin Slater_SF","Adonis Garcia_ATL","Dansby Swanson_ATL","Jesus Aguilar_MIL","Gregory Polanco_PIT","Manny Pina_MIL","Brett Phillips_MIL","Nick Hundley_SF","Brandon Crawford_SF","Danny Santana_ATL","Jarrett Parker_SF","Jace Peterson_ATL","Christian Arroyo_SF","Orlando Calixte_SF","John Jaso_PIT","Nick Franklin_MIL","Jose Osuna_PIT","Orlando Arcia_MIL","Kurt Suzuki_ATL","Francisco Cervelli_PIT","Elias Diaz_PIT","Michael Reed_MIL","Kelby Tomlinson_SF","Kirk Nieuwenhuis_MIL","Danny Ortiz_PIT","Andrew Susac_MIL","Lewis Brinson_MIL","Kevin Newman_PIT","Micah Johnson_ATL","Rio Ruiz_ATL","Ryan Cordell_MIL","Gorkys Hernandez_SF","Travis Demeritte_ATL","Jacob Stallings_PIT","Jacob Nottingham_MIL","Phil Gosselin_PIT","Chris Bostick_PIT","Corey Ray_MIL","Conor Gillaspie_SF","Aaron Hill_SF","Justin Ruggiano_SF","Gift Ngoepe_PIT","Jett Bandy_MIL","Michael Morse_SF","Mac Williamson_SF","Max Moroff_PIT","Anthony Recker_ATL","Tim Federowicz_SF","Chris Stewart_PIT","John Bormann_PIT","Johan Camargo_ATL","Emilio Bonifacio_ATL","Chris Marrero_SF","Ronald Acuna_ATL","Lane Adams_ATL"
0,0,0,0,41,0,0,0,29,20,0,0,53,53,0,0,0,53,0,0,0,35,0,0,0,0,0,0,0,28,50,0,0,0,0,0,0,7,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
0,0,0,0,52,0,0,0,35,24,0,0,53,64,0,0,0,63,0,0,0,40,0,0,0,0,0,0,0,35,61,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0
0,0,0,9,0,33,0,0,0,0,57,0,0,0,59,51,0,0,0,0,0,0,0,0,0,40,55,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,21,0,20,0,0,38,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0
0,0,0,9,0,34,0,0,0,0,54,0,0,0,51,57,0,0,0,0,0,0,0,0,0,39,53,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,21,0,16,0,0,37,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0
22,43,45,0,0,0,0,42,0,0,0,42,0,0,0,0,54,0,0,37,0,0,0,17,0,0,0,0,0,0,0,19,0,26,2,0,0,0,0,0,0,0,0,4,0,46,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,51,0,0,0,35,23,0,0,53,63,0,0,0,63,0,0,0,39,0,0,0,0,0,0,0,34,60,0,0,0,0,0,0,10,0,28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,58,0,45,0,35,0,35,0,0,52,6,0,0,0,0,0,0,20,42,0,7,0,25,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,8,6,10,0,0,7,9,0,0,0,0,0,0,0,7,0,0
17,37,35,0,0,0,0,35,0,0,0,35,0,0,0,0,37,0,0,47,0,0,0,14,0,0,0,0,0,0,0,14,0,23,2,0,0,0,0,0,0,0,0,9,0,40,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,45,0,55,0,30,0,33,0,0,49,8,0,0,0,0,0,0,11,39,0,4,0,26,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,4,10,12,0,0,5,8,0,0,0,0,0,0,0,6,0,0
0,0,0,0,33,0,0,0,20,17,0,0,35,40,0,0,0,39,0,0,0,40,0,0,0,0,0,0,0,20,38,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,0,30,0,41,0,20,0,0,40,8,0,0,0,0,0,0,13,40,0,6,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,7,8,0,0,0,9,0,0,0,0,0,0,0,6,0,0
0,16,15,0,0,0,0,12,0,0,0,7,0,0,0,0,17,0,0,14,0,0,0,19,0,0,0,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,35,0,33,0,20,0,42,0,0,36,8,0,0,0,0,0,0,17,26,0,7,0,13,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,10,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0
0,0,0,9,0,33,0,0,0,0,42,0,0,0,40,39,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,13,0,11,0,0,28,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0
0,0,0,10,0,35,0,0,0,0,58,0,0,0,55,53,0,0,0,0,0,0,0,0,0,42,61,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,22,0,21,0,0,39,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,52,0,49,0,40,0,36,0,0,61,8,0,0,0,0,0,0,18,47,0,6,0,26,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,7,11,11,0,0,5,9,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,8,0,8,0,0,8,10,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,31,4,0,0,28,35,0,0,0,34,0,0,0,20,0,0,0,0,0,0,0,35,34,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,49,0,0,0,34,22,0,0,50,61,0,0,0,60,0,0,0,38,0,0,0,0,0,0,0,34,61,0,0,0,0,0,0,11,0,26,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
4,11,19,0,0,0,0,17,0,0,0,15,0,0,0,0,19,0,0,14,0,0,0,9,0,0,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,23,0,0,0,0,46,0,0,0,42,41,0,0,0,0,0,0,0,0,0,28,45,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,15,0,15,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0
15,26,25,0,0,0,0,26,0,0,0,25,0,0,0,0,26,0,0,23,0,0,0,9,0,0,0,0,0,0,0,14,0,33,2,0,0,0,0,0,0,0,0,4,0,31,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,0,11,0,13,0,17,0,0,18,4,0,0,0,0,0,0,23,16,0,2,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,6,3,0,0,2,2,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,42,0,39,0,40,0,26,0,0,47,8,0,0,0,0,0,0,16,49,0,6,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,9,10,0,0,0,9,0,0,0,0,0,0,0,8,0,0
0,0,0,0,9,0,0,0,3,8,0,0,7,11,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,6,0,7,0,0,6,0,0,0,0,0,0,0,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,0,0,19,4,0,0,19,28,0,0,0,28,0,0,0,15,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,12,0,13,0,0,26,0,0,0,0,0,0,0,7,14,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,11,0,0,6,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,0,0,0,0,23,0,0,0,21,21,0,0,0,0,0,0,0,0,0,13,22,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,25,0,4,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2,8,4,0,0,0,0,7,0,0,0,8,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,19,0,0,0,20,16,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,21,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0
25,48,48,0,0,0,0,48,0,0,0,43,0,0,0,0,46,0,0,40,0,0,0,15,0,0,0,0,0,0,0,20,0,31,2,0,0,0,0,0,0,0,0,6,0,58,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,14,8,0,0,19,25,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,9,0,27,0,0,0,0,41,0,0,0,38,37,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,16,0,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0,10,0,0,0,10,8,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18,0,0,0,0,14,0,0,14,18,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,24,0,26,0,5,0,19,0,0,23,4,0,0,0,0,0,0,9,12,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,7,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,7,0,0,7,0,0,0,0,0,0,0,3,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,7,0,10,0,0,11,7,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,8,0,0,0,0,11,0,0,0,0,0,0,0,3,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,2,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,29,28,0,0,0,0,28,0,0,0,26,0,0,0,0,28,0,0,24,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0
