Place_lo,Place_hi,Payout
1,1,100000
2,2,60000
3,3,40000
4,4,30000
5,5,20000
6,6,15000
7,7,10000
8,10,5000
11,15,2500
16,20,1500
21,30,1000
31,45,700
46,70,500
71,100,350
101,150,250
151,250,200
251,400,150
401,750,100
751,1500,80
1501,3250,65
3251,6905,50
1001,1500,125
1501,2500,100
2501,4000,75
4001,6000,60
6001,9485,50
9486,14985,45
14986,23435,40
