"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",13500,"ARI@LAD 10:10PM ET",22.625,"LAD","ARI",31.03,26.7,32.9035,27.1,33.75
"SP","Johnny Cueto",11600,"COL@SF 10:15PM ET",18.4,"SF","COL",22.06,18.8,20.5805,17.4,23.55
"SP","Noah Syndergaard",11400,"NYM@MIA 07:10PM ET",28.625,"NYM","MIA",24.5,22.5,20.163,19.8,15.9
"SP","Dallas Keuchel",9600,"HOU@OAK 10:05PM ET",22.35,"HOU","OAK",18.81,17.2,19.3555,16.2,28.15
"SP","Rick Porcello",9400,"TB@BOS 07:10PM ET",17.175,"BOS","TB",20.32,18.1,21.1225,16.6,-2.25
"SP","Masahiro Tanaka",9100,"STL@NYY 07:05PM ET",0.025,"NYY","STL",17.2,15.3,17.673,16.5,18.05
"SP","Danny Duffy",8900,"LAA@KC 08:15PM ET",19.525,"KC","LAA",21.05,16.1,14.848,14.3,26.75
"SP","Zack Greinke",8800,"ARI@LAD 10:10PM ET",18.825,"ARI","LAD",16.92,18.3,17.8115,14.6,1.45
"SP","Felix Hernandez",8600,"TEX@SEA 10:10PM ET",14.875,"SEA","TEX",19.89,17.8,19.779,15.2,20.3
"SP","Julio Teheran",8500,"SD@ATL 07:35PM ET",20.425,"ATL","SD",20.93,17.8,18.701,16.2,16.9
"SP","Chris Archer",8400,"TB@BOS 07:10PM ET",22.7,"TB","BOS",17.79,17,15.804,16.9,19.95
"SP","Aaron Sanchez",8200,"BAL@TOR 07:07PM ET",21.55,"TOR","BAL",18.13,16.3,18.6535,15.3,3.2
"SP","Tyler Anderson",7400,"COL@SF 10:15PM ET",9.6,"COL","SF",12.92,16.6,13.627,11.3,-0.6
"SP","Trevor Bauer",6800,"DET@CLE 07:10PM ET",14.55,"CLE","DET",16.99,14.5,18.368,13.9,5.25
"SP","Wade Miley",6700,"BAL@TOR 07:07PM ET",16.45,"BAL","TOR",11.57,10.4,11.577,9.2,23.9
"SP","Michael Wacha",6500,"STL@NYY 07:05PM ET",25.1,"STL","NYY",14.6,15,13.525,11.3,16.9
"SP","Kendall Graveman",6400,"HOU@OAK 10:05PM ET",24.325,"OAK","HOU",13.63,11.4,10.489,9.4,4.45
"SP","Edinson Volquez",6400,"NYM@MIA 07:10PM ET",17.475,"MIA","NYM",13.39,14.5,12.901,11.5,11.1
"SP","Martin Perez",6200,"TEX@SEA 10:10PM ET",16.05,"TEX","SEA",10.34,12,12.168,10.2,11.25
"SP","Scott Feldman",5800,"MIL@CIN 07:10PM ET",18.8,"CIN","MIL",15.55,17,15.197,10.2,7.85
"SP","Jhoulys Chacin",5700,"SD@ATL 07:35PM ET",6.75,"SD","ATL",14.44,13.7,12.459,9.7,2.05
"SP","Adalberto Mejia",5600,"CWS@MIN 08:10PM ET",-3.25,"MIN","CWS",9.29,14.1,16.989,13,13.05
"SP","Daniel Norris",5500,"DET@CLE 07:10PM ET",6.25,"DET","CLE",10.94,11.8,11.473,10.6,23.9
"SP","Tommy Milone",4900,"MIL@CIN 07:10PM ET",0.85,"MIL","CIN",9.17,13.1,10.649,9.9,11.65
"SP","JC Ramirez",4000,"LAA@KC 08:15PM ET",3.838,"LAA","KC",10.37,11.9,7.638,9.9,3.65
"SP","Dylan Covey",4000,"CWS@MIN 08:10PM ET",0,"CWS","MIN",8.62,10.1,8.224,10.7,7.2
