"Position","Name...ID","Name","ID","Salary","GameInfo","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"QB","Marcus Mariota (9359532)","Marcus Mariota",9359532,6800,"OAK@TEN 01:00PM ET","TEN","OAK",20.68,18.6,0,0,0,0,0,0
"QB","Derek Carr (9359092)","Derek Carr",9359092,6700,"OAK@TEN 01:00PM ET","OAK","TEN",18.96,19.3,0,0,0,0,0,0
"WR","Doug Baldwin (9358950)","Doug Baldwin",9358950,6700,"SEA@GB 04:25PM ET","SEA","GB",20.15,19,0,0,0,0,0,0
"QB","Jameis Winston (9359698)","Jameis Winston",9359698,6600,"POSTPONED","TB","POSTPONED",0,0,0,0,0,0,0,0
"RB","Melvin Gordon (9358682)","Melvin Gordon",9358682,6600,"LAC@DEN 10:20PM ET","LAC","DEN",15.64,15.7,0,0,0,0,0,0
"WR","Golden Tate (9358960)","Golden Tate",9358960,6500,"ARI@DET 01:00PM ET","DET","ARI",14.36,18,0,0,0,0,0,0
"RB","Jay Ajayi (9359367)","Jay Ajayi",9359367,6500,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"QB","Andrew Luck (9359023)","Andrew Luck",9359023,6500,"IND@LAR 04:05PM ET","IND","LAR",0,0,0,0,0,0,0,0
"QB","Kirk Cousins (9358981)","Kirk Cousins",9358981,6400,"PHI@WAS 01:00PM ET","WAS","PHI",19.5,21.7,0,0,0,0,0,0
"RB","Jordan Howard (9360049)","Jordan Howard",9360049,6300,"ATL@CHI 01:00PM ET","CHI","ATL",13.25,18.3,0,0,0,0,0,0
"QB","Dak Prescott (9359373)","Dak Prescott",9359373,6300,"NYG@DAL 08:30PM ET","DAL","NYG",18.75,19.7,0,0,0,0,0,0
"WR","Demaryius Thomas (9358427)","Demaryius Thomas",9358427,6300,"LAC@DEN 10:20PM ET","DEN","LAC",15.91,15.1,0,0,0,0,0,0
"QB","Tyrod Taylor (9358949)","Tyrod Taylor",9358949,6200,"NYJ@BUF 01:00PM ET","BUF","NYJ",16.69,17.3,0,0,0,0,0,0
"WR","Sammy Watkins (9359436)","Sammy Watkins",9359436,6200,"IND@LAR 04:05PM ET","LAR","IND",14.67,13.2,0,0,0,0,0,0
"TE","Greg Olsen (9358807)","Greg Olsen",9358807,6200,"CAR@SF 04:25PM ET","CAR","SF",14.04,11.1,0,0,0,0,0,0
"QB","Matthew Stafford (9358878)","Matthew Stafford",9358878,6100,"ARI@DET 01:00PM ET","DET","ARI",17.63,20.7,0,0,0,0,0,0
"WR","Terrelle Pryor Sr. (9359005)","Terrelle Pryor",9359005,6100,"PHI@WAS 01:00PM ET","WAS","PHI",14.1,17.8,0,0,0,0,0,0
"RB","Darren McFadden (9358846)","Darren McFadden",9358846,6100,"NYG@DAL 08:30PM ET","DAL","NYG",4.4,4.9,0,0,0,0,0,0
"WR","Keenan Allen (9358696)","Keenan Allen",9358696,6100,"LAC@DEN 10:20PM ET","LAC","DEN",14.36,11.3,0,0,0,0,0,0
"WR","Martavis Bryant (9359430)","Martavis Bryant",9359430,6000,"PIT@CLE 01:00PM ET","PIT","CLE",14.97,9.8,0,0,0,0,0,0
"QB","Carson Palmer (9358775)","Carson Palmer",9358775,6000,"ARI@DET 01:00PM ET","ARI","DET",20.91,17.8,0,0,0,0,0,0
"WR","Michael Crabtree (9358887)","Michael Crabtree",9358887,6000,"OAK@TEN 01:00PM ET","OAK","TEN",14.96,14.5,0,0,0,0,0,0
"RB","Todd Gurley (9359771)","Todd Gurley",9359771,6000,"IND@LAR 04:05PM ET","LAR","IND",15.99,17.9,0,0,0,0,0,0
"WR","Stefon Diggs (9358532)","Stefon Diggs",9358532,6000,"NO@MIN 07:10PM ET","MIN","NO",15.59,16.6,0,0,0,0,0,0
"WR","Larry Fitzgerald (9358814)","Larry Fitzgerald",9358814,5900,"ARI@DET 01:00PM ET","ARI","DET",15.23,16.9,0,0,0,0,0,0
"WR","DeAndre Hopkins (9359331)","DeAndre Hopkins",9359331,5900,"JAX@HOU 01:00PM ET","HOU","JAX",17.23,14.5,0,0,0,0,0,0
"TE","Jordan Reed (9359142)","Jordan Reed",9359142,5900,"PHI@WAS 01:00PM ET","WAS","PHI",13.82,10,0,0,0,0,0,0
"WR","Kelvin Benjamin (9359473)","Kelvin Benjamin",9359473,5900,"CAR@SF 04:25PM ET","CAR","SF",14.89,13.8,0,0,0,0,0,0
"QB","Sam Bradford (9358515)","Sam Bradford",9358515,5900,"NO@MIN 07:10PM ET","MIN","NO",18.03,17.9,0,0,0,0,0,0
"RB","Dalvin Cook (9358520)","Dalvin Cook",9358520,5900,"NO@MIN 07:10PM ET","MIN","NO",13.8,13,0,0,0,0,0,0
"RB","Kareem Hunt (9358466)","Kareem Hunt",9358466,5800,"KC@NE 08:30PM ET","KC","NE",13.56,12.4,0,0,0,0,0,0
"QB","Jimmy Garoppolo (9358570)","Jimmy Garoppolo",9358570,5800,"KC@NE 08:30PM ET","NE","KC",0,0,0,0,0,0,0,0
"WR","Alshon Jeffery (9359122)","Alshon Jeffery",9359122,5800,"PHI@WAS 01:00PM ET","PHI","WAS",13.86,12.1,0,0,0,0,0,0
"RB","Ty Montgomery (9359415)","Ty Montgomery",9359415,5800,"SEA@GB 04:25PM ET","GB","SEA",13.91,10.6,0,0,0,0,0,0
"QB","Philip Rivers (9358678)","Philip Rivers",9358678,5800,"LAC@DEN 10:20PM ET","LAC","DEN",15.67,16.5,0,0,0,0,0,0
"WR","Tyreek Hill (9358478)","Tyreek Hill",9358478,5700,"KC@NE 08:30PM ET","KC","NE",13.67,12.8,0,0,0,0,0,0
"QB","Andy Dalton (9358877)","Andy Dalton",9358877,5700,"BAL@CIN 01:00PM ET","CIN","BAL",17.73,16.1,0,0,0,0,0,0
"RB","Leonard Fournette (9360095)","Leonard Fournette",9360095,5700,"JAX@HOU 01:00PM ET","JAX","HOU",12.76,12.8,0,0,0,0,0,0
"TE","Travis Kelce (9358502)","Travis Kelce",9358502,5600,"KC@NE 08:30PM ET","KC","NE",17.66,15.1,0,0,0,0,0,0
"WR","Jamison Crowder (9359423)","Jamison Crowder",9359423,5600,"PHI@WAS 01:00PM ET","WAS","PHI",16.87,15.4,0,0,0,0,0,0
"QB","Eli Manning (9358813)","Eli Manning",9358813,5600,"NYG@DAL 08:30PM ET","NYG","DAL",17.54,16.7,0,0,0,0,0,0
"QB","Joe Flacco (9358790)","Joe Flacco",9358790,5500,"BAL@CIN 01:00PM ET","BAL","CIN",15.45,16.5,0,0,0,0,0,0
"RB","Joe Mixon (9360085)","Joe Mixon",9360085,5500,"BAL@CIN 01:00PM ET","CIN","BAL",10.99,12.2,0,0,0,0,0,0
"RB","Derrick Henry (9359901)","Derrick Henry",9359901,5500,"OAK@TEN 01:00PM ET","TEN","OAK",8.94,10.1,0,0,0,0,0,0
"QB","Derek Anderson (9358768)","Derek Anderson",9358768,5500,"CAR@SF 04:25PM ET","CAR","SF",0,0,0,0,0,0,0,0
"QB","Alex Smith (9358462)","Alex Smith",9358462,5400,"KC@NE 08:30PM ET","KC","NE",15.69,13.5,0,0,0,0,0,0
"RB","Tevin Coleman (9359799)","Tevin Coleman",9359799,5400,"ATL@CHI 01:00PM ET","ATL","CHI",11.72,9.1,0,0,0,0,0,0
"QB","Jay Cutler (9358767)","Jay Cutler",9358767,5400,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"WR","Jarvis Landry (9359354)","Jarvis Landry",9359354,5400,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"RB","Christian McCaffrey (9360106)","Christian McCaffrey",9360106,5400,"CAR@SF 04:25PM ET","CAR","SF",15.22,11.7,0,0,0,0,0,0
"RB","Isaiah Crowell (9359508)","Isaiah Crowell",9359508,5300,"PIT@CLE 01:00PM ET","CLE","PIT",13.74,13.7,0,0,0,0,0,0
"WR","DeVante Parker (9359438)","DeVante Parker",9359438,5300,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"RB","Marshawn Lynch (9358839)","Marshawn Lynch",9358839,5300,"OAK@TEN 01:00PM ET","OAK","TEN",11.57,12.3,0,0,0,0,0,0
"QB","Carson Wentz (9359579)","Carson Wentz",9359579,5300,"PHI@WAS 01:00PM ET","PHI","WAS",16.56,18.7,0,0,0,0,0,0
"WR","Randall Cobb (9359063)","Randall Cobb",9359063,5300,"SEA@GB 04:25PM ET","GB","SEA",13.65,13.1,0,0,0,0,0,0
"WR","Pierre Garcon (9358952)","Pierre Garcon",9358952,5300,"CAR@SF 04:25PM ET","SF","CAR",17.19,12,0,0,0,0,0,0
"RB","Danny Woodhead (9358912)","Danny Woodhead",9358912,5200,"BAL@CIN 01:00PM ET","BAL","CIN",11.79,10.1,0,0,0,0,0,0
"WR","Allen Robinson (9359555)","Allen Robinson",9359555,5200,"JAX@HOU 01:00PM ET","JAX","HOU",13.71,14.1,0,0,0,0,0,0
"QB","Colt McCoy (9358876)","Colt McCoy",9358876,5200,"PHI@WAS 01:00PM ET","WAS","PHI",0,0,0,0,0,0,0,0
"WR","Davante Adams (9359572)","Davante Adams",9359572,5200,"SEA@GB 04:25PM ET","GB","SEA",15.72,16.1,0,0,0,0,0,0
"WR","Emmanuel Sanders (9358429)","Emmanuel Sanders",9358429,5200,"LAC@DEN 10:20PM ET","DEN","LAC",14.87,11.7,0,0,0,0,0,0
"RB","Lamar Miller (9359144)","Lamar Miller",9359144,5100,"JAX@HOU 01:00PM ET","HOU","JAX",12.66,14.1,0,0,0,0,0,0
"TE","Jimmy Graham (9358854)","Jimmy Graham",9358854,5100,"SEA@GB 04:25PM ET","SEA","GB",14.9,11.1,0,0,0,0,0,0
"QB","Brian Hoyer (9358825)","Brian Hoyer",9358825,5100,"CAR@SF 04:25PM ET","SF","CAR",16.66,14.3,0,0,0,0,0,0
"WR","Brandon Marshall (9358773)","Brandon Marshall",9358773,5100,"NYG@DAL 08:30PM ET","NYG","DAL",13.61,11.4,0,0,0,0,0,0
"WR","Cameron Meredith (9359342)","Cameron Meredith",9359342,5000,"ATL@CHI 01:00PM ET","CHI","ATL",0,0,0,0,0,0,0,1
"WR","Jeremy Maclin (9358902)","Jeremy Maclin",9358902,5000,"BAL@CIN 01:00PM ET","BAL","CIN",14.77,13.9,0,0,0,0,0,1
"QB","Ryan Tannehill (9358918)","Ryan Tannehill",9358918,5000,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"WR","Eric Decker (9358866)","Eric Decker",9358866,5000,"OAK@TEN 01:00PM ET","TEN","OAK",14.3,12.5,0,0,0,0,0,1
"WR","Donte Moncrief (9359514)","Donte Moncrief",9359514,5000,"IND@LAR 04:05PM ET","IND","LAR",10.09,11.5,0,0,0,0,0,1
"RB","Eddie Lacy (9359137)","Eddie Lacy",9359137,5000,"SEA@GB 04:25PM ET","SEA","GB",6.45,7,0,0,0,0,0,0
"RB","Jonathan Stewart (9358858)","Jonathan Stewart",9358858,5000,"CAR@SF 04:25PM ET","CAR","SF",9.99,8.8,0,0,0,0,0,0
"QB","Trevor Siemian (9358407)","Trevor Siemian",9358407,5000,"LAC@DEN 10:20PM ET","DEN","LAC",15.8,15.5,0,0,0,0,0,0
"RB","Bilal Powell (9358976)","Bilal Powell",9358976,4900,"NYJ@BUF 01:00PM ET","NYJ","BUF",11.87,10.8,0,0,0,0,0,0
"QB","Mike Glennon (9359054)","Mike Glennon",9359054,4900,"ATL@CHI 01:00PM ET","CHI","ATL",13.32,10.9,0,0,0,0,0,0
"QB","Matt Moore (9358783)","Matt Moore",9358783,4900,"POSTPONED","MIA","POSTPONED",0,0,0,0,0,0,0,0
"WR","DeSean Jackson (9358870)","DeSean Jackson",9358870,4900,"POSTPONED","TB","POSTPONED",0,0,0,0,0,0,0,1
"RB","Jacquizz Rodgers (9359009)","Jacquizz Rodgers",9359009,4900,"POSTPONED","TB","POSTPONED",0,0,0,0,0,0,0,0
"WR","Willie Snead (9358647)","Willie Snead",9358647,4900,"NO@MIN 07:10PM ET","NO","MIN",0,0,0,0,0,0,0,1
"WR","Tyrell Williams (9358698)","Tyrell Williams",9358698,4900,"LAC@DEN 10:20PM ET","LAC","DEN",10.57,8.2,0,0,0,0,0,1
"RB","Mike Gillislee (9358572)","Mike Gillislee",9358572,4800,"KC@NE 08:30PM ET","NE","KC",10.78,9,0,0,0,0,0,0
"WR","Chris Hogan (9358592)","Chris Hogan",9358592,4800,"KC@NE 08:30PM ET","NE","KC",11.69,7,0,0,0,0,0,1
"RB","Matt Forte (9358829)","Matt Forte",9358829,4800,"NYJ@BUF 01:00PM ET","NYJ","BUF",10.19,9.1,0,0,0,0,0,0
"WR","Kenny Britt (9358910)","Kenny Britt",9358910,4800,"PIT@CLE 01:00PM ET","CLE","PIT",14.02,11.4,0,0,0,0,0,1
"QB","Cody Kessler (9359374)","Cody Kessler",9359374,4800,"PIT@CLE 01:00PM ET","CLE","PIT",0,1.7,0,0,0,0,0,0
"QB","DeShone Kizer (9360141)","DeShone Kizer",9360141,4800,"PIT@CLE 01:00PM ET","CLE","PIT",16.03,15.1,0,0,0,0,0,0
"WR","John Brown (9359075)","John Brown",9359075,4800,"ARI@DET 01:00PM ET","ARI","DET",9.59,11.1,0,0,0,0,0,1
"QB","Tom Savage (9359166)","Tom Savage",9359166,4800,"JAX@HOU 01:00PM ET","HOU","JAX",14.5,13.3,0,0,0,0,0,0
"QB","Blake Bortles (9359337)","Blake Bortles",9359337,4800,"JAX@HOU 01:00PM ET","JAX","HOU",13.55,13.3,0,0,0,0,0,0
"QB","Deshaun Watson (9360105)","Deshaun Watson",9360105,4800,"JAX@HOU 01:00PM ET","HOU","JAX",0,1.8,0,0,0,0,0,0
"QB","Ryan Fitzpatrick (9358769)","Ryan Fitzpatrick",9358769,4800,"POSTPONED","TB","POSTPONED",0,0,0,0,0,0,0,0
"RB","Doug Martin (9358924)","Doug Martin",9358924,4800,"POSTPONED","TB","POSTPONED",0,0,0,0,0,0,0,0
"QB","Jared Goff (9359862)","Jared Goff",9359862,4800,"IND@LAR 04:05PM ET","LAR","IND",15.33,14.2,0,0,0,0,0,0
"RB","Thomas Rawls (9359481)","Thomas Rawls",9359481,4800,"SEA@GB 04:25PM ET","SEA","GB",7.41,3.2,0,0,0,0,0,0
"QB","Geno Smith (9359180)","Geno Smith",9359180,4800,"NYG@DAL 08:30PM ET","NYG","DAL",0,0,0,0,0,0,0,0
"WR","Adam Thielen (9358534)","Adam Thielen",9358534,4800,"NO@MIN 07:10PM ET","MIN","NO",14.7,12.9,0,0,0,0,0,1
"RB","Mark Ingram (9358627)","Mark Ingram",9358627,4800,"NO@MIN 07:10PM ET","NO","MIN",11.56,10.6,0,0,0,0,0,0
"QB","Patrick Mahomes II (9358463)","Patrick Mahomes II",9358463,4700,"KC@NE 08:30PM ET","KC","NE",0,1.1,0,0,0,0,0,0
"QB","AJ McCarron (9359139)","AJ McCarron",9359139,4700,"BAL@CIN 01:00PM ET","CIN","BAL",0,0,0,0,0,0,0,0
"RB","Terrance West (9359404)","Terrance West",9359404,4700,"BAL@CIN 01:00PM ET","BAL","CIN",10.28,9.2,0,0,0,0,0,0
"QB","Landry Jones (9358995)","Landry Jones",9358995,4700,"PIT@CLE 01:00PM ET","PIT","CLE",0,0,0,0,0,0,0,0
"RB","Theo Riddick (9359148)","Theo Riddick",9359148,4700,"ARI@DET 01:00PM ET","DET","ARI",11.87,12.4,0,0,0,0,0,0
"QB","Brett Hundley (9359360)","Brett Hundley",9359360,4700,"SEA@GB 04:25PM ET","GB","SEA",0,0,0,0,0,0,0,0
"QB","Colin Kaepernick (9358879)","Colin Kaepernick",9358879,4700,"CAR@SF 04:25PM ET","SF","CAR",0,0,0,0,0,0,0,0
"WR","Cole Beasley (9359021)","Cole Beasley",9359021,4700,"NYG@DAL 08:30PM ET","DAL","NYG",12.88,11.1,0,0,0,0,0,1
"QB","Case Keenum (9358516)","Case Keenum",9358516,4700,"NO@MIN 07:10PM ET","MIN","NO",0,0,0,0,0,0,0,0
"TE","Kyle Rudolph (9358554)","Kyle Rudolph",9358554,4700,"NO@MIN 07:10PM ET","MIN","NO",9.91,10.7,0,0,0,0,0,0
"QB","Josh McCown (9358763)","Josh McCown",9358763,4600,"NYJ@BUF 01:00PM ET","NYJ","BUF",13.75,13.3,0,0,0,0,0,0
"QB","Mitchell Trubisky (9359883)","Mitchell Trubisky",9359883,4600,"ATL@CHI 01:00PM ET","CHI","ATL",0,3,0,0,0,0,0,0
"TE","Tyler Eifert (9359146)","Tyler Eifert",9359146,4600,"BAL@CIN 01:00PM ET","CIN","BAL",11.04,9.5,0,0,0,0,0,0
"RB","Duke Johnson Jr. (9359701)","Duke Johnson",9359701,4600,"PIT@CLE 01:00PM ET","CLE","PIT",11.35,11.4,0,0,0,0,0,0
"QB","Nick Foles (9358980)","Nick Foles",9358980,4600,"PHI@WAS 01:00PM ET","PHI","WAS",0,0,0,0,0,0,0,0
"RB","Carlos Hyde (9359217)","Carlos Hyde",9359217,4600,"CAR@SF 04:25PM ET","SF","CAR",14.57,13.6,0,0,0,0,0,0
"QB","Chase Daniel (9358624)","Chase Daniel",9358624,4600,"NO@MIN 07:10PM ET","NO","MIN",0,0,0,0,0,0,0,0
"QB","Paxton Lynch (9358408)","Paxton Lynch",9358408,4600,"LAC@DEN 10:20PM ET","DEN","LAC",0,0,0,0,0,0,0,0
"RB","C.J. Anderson (9358411)","CJ Anderson",9358411,4600,"LAC@DEN 10:20PM ET","DEN","LAC",12.9,12.2,0,0,0,0,0,0
"QB","Matt Schaub (9358819)","Matt Schaub",9358819,4500,"ATL@CHI 01:00PM ET","ATL","CHI",0,0,0,0,0,0,0,0
"WR","Mike Wallace (9358914)","Mike Wallace",9358914,4500,"BAL@CIN 01:00PM ET","BAL","CIN",12,11.2,0,0,0,0,0,1
"QB","Ryan Mallett (9358916)","Ryan Mallett",9358916,4500,"BAL@CIN 01:00PM ET","BAL","CIN",0,0,0,0,0,0,0,0
"RB","Giovani Bernard (9359221)","Giovani Bernard",9359221,4500,"BAL@CIN 01:00PM ET","CIN","BAL",6.67,7.9,0,0,0,0,0,0
"RB","James Conner (9359959)","James Conner",9359959,4500,"PIT@CLE 01:00PM ET","PIT","CLE",1.73,2.3,0,0,0,0,0,0
"QB","Blaine Gabbert (9359039)","Blaine Gabbert",9359039,4500,"ARI@DET 01:00PM ET","ARI","DET",0,0,0,0,0,0,0,0
"QB","Matt Cassel (9358764)","Matt Cassel",9358764,4500,"OAK@TEN 01:00PM ET","TEN","OAK",0,0,0,0,0,0,0,0
"QB","Connor Cook (9359495)","Connor Cook",9359495,4500,"OAK@TEN 01:00PM ET","OAK","TEN",0,0,0,0,0,0,0,0
"RB","LeGarrette Blount (9359000)","LeGarrette Blount",9359000,4500,"PHI@WAS 01:00PM ET","PHI","WAS",8.46,7,0,0,0,0,0,0
"QB","Scott Tolzien (9358895)","Scott Tolzien",9358895,4500,"IND@LAR 04:05PM ET","IND","LAR",12.7,16.6,0,0,0,0,0,0
"QB","Trevone Boykin (9359425)","Trevone Boykin",9359425,4500,"SEA@GB 04:25PM ET","SEA","GB",0,0,0,0,0,0,0,0
"RB","Adrian Peterson (9358629)","Adrian Peterson",9358629,4500,"NO@MIN 07:10PM ET","NO","MIN",8.88,6.1,0,0,0,0,0,0
"QB","Brock Osweiler (9359095)","Brock Osweiler",9359095,4500,"LAC@DEN 10:20PM ET","DEN","LAC",0,0,0,0,0,0,0,0
"RB","Rex Burkhead (9358574)","Rex Burkhead",9358574,4400,"KC@NE 08:30PM ET","NE","KC",6.21,5.3,0,0,0,0,0,0
"WR","Jordan Matthews (9359273)","Jordan Matthews",9359273,4400,"NYJ@BUF 01:00PM ET","BUF","NYJ",12.92,10.4,0,0,0,0,0,1
"QB","Christian Hackenberg (9360015)","Christian Hackenberg",9360015,4400,"NYJ@BUF 01:00PM ET","NYJ","BUF",0,1.1,0,0,0,0,0,0
"RB","Jeremy Hill (9359597)","Jeremy Hill",9359597,4400,"BAL@CIN 01:00PM ET","CIN","BAL",6.77,4,0,0,0,0,0,0
"WR","Corey Coleman (9359787)","Corey Coleman",9359787,4400,"PIT@CLE 01:00PM ET","CLE","PIT",11.78,10.6,0,0,0,0,0,1
"WR","Tyler Lockett (9359463)","Tyler Lockett",9359463,4400,"SEA@GB 04:25PM ET","SEA","GB",10.55,13,0,0,0,0,0,1
"QB","Kellen Moore (9358923)","Kellen Moore",9358923,4400,"NYG@DAL 08:30PM ET","DAL","NYG",0,0,0,0,0,0,0,0
"RB","Alfred Morris (9358926)","Alfred Morris",9358926,4400,"NYG@DAL 08:30PM ET","DAL","NYG",2.83,1.2,0,0,0,0,0,0
"QB","Cardale Jones (9358679)","Cardale Jones",9358679,4400,"LAC@DEN 10:20PM ET","LAC","DEN",0,0,0,0,0,0,0,0
"WR","Danny Amendola (9358594)","Danny Amendola",9358594,4300,"KC@NE 08:30PM ET","NE","KC",6.09,4.6,0,0,0,0,0,1
"QB","Mark Sanchez (9358865)","Mark Sanchez",9358865,4300,"ATL@CHI 01:00PM ET","CHI","ATL",0,0,0,0,0,0,0,0
"RB","Ameer Abdullah (9359363)","Ameer Abdullah",9359363,4300,"ARI@DET 01:00PM ET","DET","ARI",11,13,0,0,0,0,0,0
"QB","Chad Henne (9358826)","Chad Henne",9358826,4300,"JAX@HOU 01:00PM ET","JAX","HOU",0,1.3,0,0,0,0,0,0
"TE","Delanie Walker (9358795)","Delanie Walker",9358795,4300,"OAK@TEN 01:00PM ET","TEN","OAK",14.78,10,0,0,0,0,0,0
"RB","Rob Kelley (9359444)","Rob Kelley",9359444,4300,"PHI@WAS 01:00PM ET","WAS","PHI",0,10.1,0,0,0,0,0,0
"RB","Frank Gore (9358765)","Frank Gore",9358765,4300,"IND@LAR 04:05PM ET","IND","LAR",10.38,12.4,0,0,0,0,0,0
"QB","Sean Mannion (9359309)","Sean Mannion",9359309,4300,"IND@LAR 04:05PM ET","LAR","IND",0,0,0,0,0,0,0,0
"WR","Devin Funchess (9359804)","Devin Funchess",9359804,4300,"CAR@SF 04:25PM ET","CAR","SF",10.89,11.8,0,0,0,0,0,1
"RB","Paul Perkins (9359679)","Paul Perkins",9359679,4300,"NYG@DAL 08:30PM ET","NYG","DAL",9.11,11.1,0,0,0,0,0,0
"QB","T.J. Yates (9358882)","TJ Yates",9358882,4200,"NYJ@BUF 01:00PM ET","BUF","NYJ",0,0,0,0,0,0,0,0
"WR","Mohamed Sanu (9359081)","Mohamed Sanu",9359081,4200,"ATL@CHI 01:00PM ET","ATL","CHI",11.72,9.3,0,0,0,0,0,1
"WR","Kevin White (9359873)","Kevin White",9359873,4200,"ATL@CHI 01:00PM ET","CHI","ATL",9.64,8.8,0,0,0,0,0,1
"RB","Alfred Blue (9359183)","Alfred Blue",9359183,4200,"JAX@HOU 01:00PM ET","HOU","JAX",3.93,0,0,0,0,0,0,0
"WR","Rishard Matthews (9359303)","Rishard Matthews",9359303,4200,"OAK@TEN 01:00PM ET","TEN","OAK",11.97,10,0,0,0,0,0,1
"RB","Samaje Perine (9360087)","Samaje Perine",9360087,4200,"PHI@WAS 01:00PM ET","WAS","PHI",2.47,4,0,0,0,0,0,0
"RB","Latavius Murray (9358522)","Latavius Murray",9358522,4200,"NO@MIN 07:10PM ET","MIN","NO",7.08,3.9,0,0,0,0,0,0
"WR","Ted Ginn Jr. (9358649)","Ted Ginn",9358649,4200,"NO@MIN 07:10PM ET","NO","MIN",12.07,10.7,0,0,0,0,0,1
"RB","Jamaal Charles (9358413)","Jamaal Charles",9358413,4200,"LAC@DEN 10:20PM ET","DEN","LAC",8.12,8.8,0,0,0,0,0,0
