"Place_lo","Place_hi","Payout"
"1","1","400"
"2","2","300"
"3","3","250"
"4","4","200"
"5","5","150"
"6","6","100"
"7","8","80"
"9","13","60"
"14","23","40"
"24","38","30"
"39","62","23"
"63","103","18"
