"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Yu Darvish",9800,"KC@Tex 08:05PM ET",17.675,"Tex",NA,NA,NA,NA,NA
"SP","Carlos Martinez",9000,"StL@Mil 08:10PM ET",19.183,"StL",20.36,NA,20.623,17.3,9.8
"SP","Cole Hamels",8700,"KC@Tex 08:05PM ET",11.167,"Tex",NA,NA,NA,NA,NA
"SP","Danny Duffy",8200,"KC@Tex 08:05PM ET",21.933,"KC",21.94,NA,17.032,15.4,22.3
"SP","Tyson Ross",7300,"KC@Tex 08:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Junior Guerra",7000,"StL@Mil 08:10PM ET",9.55,"Mil",NA,NA,NA,NA,NA
"SP","Ian Kennedy",7000,"KC@Tex 08:05PM ET",19.583,"KC",NA,NA,NA,NA,NA
"SP","Adam Wainwright",6800,"StL@Mil 08:10PM ET",4.188,"StL",NA,NA,NA,NA,NA
"SP","Zach Davies",6700,"StL@Mil 08:10PM ET",2.95,"Mil",11.93,NA,14.578,11.9,12
"SP","Jimmy Nelson",6500,"StL@Mil 08:10PM ET",15.35,"Mil",NA,NA,NA,NA,NA
"SP","Jason Hammel",6400,"KC@Tex 08:05PM ET",7.217,"KC",NA,NA,NA,NA,NA
"SP","Josh Hader",6300,"StL@Mil 08:10PM ET",0,"Mil",NA,NA,NA,NA,NA
"SP","Michael Wacha",6100,"StL@Mil 08:10PM ET",20.467,"StL",NA,NA,NA,NA,NA
"SP","Nate Karns",6000,"KC@Tex 08:05PM ET",6.783,"KC",NA,NA,NA,NA,NA
"SP","Lance Lynn",5900,"StL@Mil 08:10PM ET",14.8,"StL",NA,NA,NA,NA,NA
"SP","Taylor Jungmann",5900,"StL@Mil 08:10PM ET",-0.9,"Mil",NA,NA,NA,NA,NA
"SP","Mike Leake",5800,"StL@Mil 08:10PM ET",23.067,"StL",NA,NA,NA,NA,NA
"SP","Jorge Lopez",5800,"StL@Mil 08:10PM ET",0,"Mil",NA,NA,NA,NA,NA
"SP","Chase Anderson",5600,"StL@Mil 08:10PM ET",21.233,"Mil",NA,NA,NA,NA,NA
