"Bryce Harper_WAS","Trea Turner_WAS","Nolan Arenado_COL","Daniel Murphy_WAS","Charlie Blackmon_COL","Ryan Zimmerman_WAS","Carlos Gonzalez_COL","Adam Eaton_WAS","Trevor Story_COL","DJ LeMahieu_COL","Anthony Rendon_WAS","Mark Reynolds_COL","Ian Desmond_COL","Jayson Werth_WAS","David Dahl_COL","Matt Wieters_WAS","Adam Lind_WAS","Gerardo Parra_COL","Michael Taylor_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Stephen Drew_WAS","Corey Seager_LAD","Buster Posey_SF","Hunter Pence_SF","Tom Murphy_COL","Wilmer Difo_WAS","Chris Heisey_WAS","Brandon Belt_SF","Eduardo Nunez_SF","Pat Valaika_COL","Denard Span_SF","Tony Wolters_COL","Joe Panik_SF","Jose Lobaton_WAS","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Brandon Crawford_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Justin Turner_LAD","Cristhian Adames_COL","Christian Arroyo_SF","Jarrett Parker_SF","Alexi Amarista_COL","Nick Hundley_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Mac Williamson_SF","Grant Green_WAS","Cody Bellinger_LAD","Kelby Tomlinson_SF","Chris Taylor_LAD","Austin Barnes_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Rob Segedin_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Drew Stubbs_SF","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
164.367647058824,0,0,-1.22143614086762,0,68.2614348202742,0,57.4229986126136,0,0,29.2708720738153,0,0,6.34585061591127,0,6.27035002496659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71.3552631578947,0,-2.77022657395512,0,-7.47478398379279,0,8.61378982594487,-9.63464717711417,0,9.89405652719051,0,0,0,0,0,7.55305587888204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3019779751157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.22143614086762,0,0,113.404411764706,0,-2.06360507232062,0,-18.2483022782768,0,0,-13.3127748535707,0,0,17.3111356325658,0,27.2742586781332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.77022657395512,0,62.1157894736842,0,27.2271176051403,0,13.2823107219845,-0.921995369820017,0,20.6122781577662,0,0,0,0,0,15.2836681276018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0728375705609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.2614348202742,0,0,-2.06360507232062,0,79.9714285714286,0,22.8993236782046,0,0,-9.81459233788073,0,0,1.48976277126404,0,-3.8607201376572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-7.47478398379279,0,27.2271176051403,0,23.4795321637427,0,3.02485009383756,-4.41021807175621,0,0.933261853617819,0,0,0,0,0,14.0852065283692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9803600604953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.4229986126136,0,0,-18.2483022782768,0,22.8993236782046,0,45.6911764705882,0,0,6.55323573380228,0,0,-0.232940750715552,0,4.74121656086736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8.61378982594487,0,13.2823107219845,0,3.02485009383756,0,39.0350877192982,-0.410267188403079,0,16.3132839671844,0,0,0,0,0,11.6174446214764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.02538471055674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.63464717711417,0,-0.921995369820017,0,-4.41021807175621,0,-0.410267188403079,44.1345029239766,0,10.2938936115377,0,0,0,0,0,-13.098877411744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44257611203074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.2708720738153,0,0,-13.3127748535707,0,-9.81459233788073,0,6.55323573380228,0,0,18.6958333333333,0,0,-3.66498357012864,0,-7.29823326782092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
