"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"P","Jose De Leon",8100,"Tor@TB 07:10PM ET",8.713,"TB",NA,NA,NA,NA,NA
"1B","Paul Goldschmidt",5200,"SF@Ari 09:40PM ET",9.88,"Ari",8.64,8.7,10.33,NA,19
"2B","Jose Altuve",4900,"Sea@Hou 08:10PM ET",10.043,"Hou",9.78,9.3,9.91,NA,3
"SS","Carlos Correa",4800,"Sea@Hou 08:10PM ET",8.301,"Hou",8.52,8.3,9.12,NA,2
"3B","Josh Donaldson",4600,"Tor@TB 07:10PM ET",10.03,"Tor",8.52,9.8,9.28,NA,4
"OF","Nelson Cruz",4500,"Sea@Hou 08:10PM ET",9.109,"Sea",7.26,8.4,8.81,NA,2
"OF","George Springer",4500,"Sea@Hou 08:10PM ET",8.821,"Hou",9.45,9.6,9.05,NA,16
"2B","Robinson Cano",4400,"Sea@Hou 08:10PM ET",9.093,"Sea",8.31,9.1,8.48,NA,3
"2B/SS","Jean Segura",4400,"Sea@Hou 08:10PM ET",9.575,"Sea",6.61,8.4,8.11,NA,13
"OF","Jose Bautista",4300,"Tor@TB 07:10PM ET",8.272,"Tor",7.22,8.6,8.69,NA,6
"1B","Freddie Freeman",4300,"Atl@NYM 07:10PM ET",9.506,"Atl",6.71,7.8,8.13,NA,0
"OF","Yoenis Cespedes",4300,"Atl@NYM 07:10PM ET",8.366,"NYM",8.43,7,8.42,NA,9
"OF","Hunter Pence",4300,"SF@Ari 09:40PM ET",7.33,"SF",7.03,9.7,8.36,NA,4
"1B/C","Buster Posey",4200,"SF@Ari 09:40PM ET",7.605,"SF",8.57,10.2,8.55,NA,12
"OF","AJ. Pollock",4200,"SF@Ari 09:40PM ET",8.333,"Ari",8.51,8.6,NA,NA,11
"3B","Evan Longoria",4100,"Tor@TB 07:10PM ET",8.256,"TB",6.4,6.8,7.75,NA,7
"3B","Kyle Seager",4100,"Sea@Hou 08:10PM ET",8.481,"Sea",7.44,8.7,7.52,NA,5
"1B","Brandon Belt",4100,"SF@Ari 09:40PM ET",7.714,"SF",5.57,9.2,8.7,NA,9
"3B","Jake Lamb",4100,"SF@Ari 09:40PM ET",8,"Ari",8.15,8.7,8.2,NA,20
"3B/SS","Eduardo Nunez",4100,"SF@Ari 09:40PM ET",8.368,"SF",6.62,8.4,8.06,NA,2
"3B","Alex Bregman",4000,"Sea@Hou 08:10PM ET",8.694,"Hou",7.6,0,7.45,NA,NA
"OF","Denard Span",4000,"SF@Ari 09:40PM ET",7.134,"SF",NA,0,1.67,NA,NA
"OF","Yasmany Tomas",4000,"SF@Ari 09:40PM ET",7.678,"Ari",5.95,0,7.74,NA,NA
"3B/SS","Jose Reyes",3900,"Atl@NYM 07:10PM ET",8.77,"NYM",6.83,6.9,7.05,NA,5
"OF","Matt Kemp",3900,"Atl@NYM 07:10PM ET",8.261,"Atl",5.79,5.9,7.16,NA,28
"C","Evan Gattis",3900,"Sea@Hou 08:10PM ET",7.516,"Hou",6.35,0,8.15,NA,NA
"2B","Joe Panik",3900,"SF@Ari 09:40PM ET",6.886,"SF",4.68,0,6.06,NA,NA
"OF","Mallex Smith",3800,"Tor@TB 07:10PM ET",5.75,"TB",4.71,6.8,6.42,NA,0
"OF","Curtis Granderson",3800,"Atl@NYM 07:10PM ET",7.616,"NYM",4.99,6,7.48,NA,3
"OF","Carlos Beltran",3800,"Sea@Hou 08:10PM ET",7.606,"Hou",6.97,7.1,8.28,NA,3
"SS","Brandon Crawford",3800,"SF@Ari 09:40PM ET",7.163,"SF",5.67,7.9,7.66,NA,7
"OF","David Peralta",3800,"SF@Ari 09:40PM ET",6.286,"Ari",7.58,9.1,8.68,NA,25
"SS","Troy Tulowitzki",3700,"Tor@TB 07:10PM ET",7.2,"Tor",6.14,8.2,7.08,NA,0
"SS","Brad Miller",3700,"Tor@TB 07:10PM ET",7.467,"TB",6.54,7.6,7.11,NA,7
"1B","Kendrys Morales",3600,"Tor@TB 07:10PM ET",7.305,"Tor",6.41,8,7.9,NA,20
"2B","Devon Travis",3600,"Tor@TB 07:10PM ET",7.448,"Tor",6.41,0,8.21,NA,NA
"OF","Steven Souza",3600,"Tor@TB 07:10PM ET",6.642,"TB",NA,6.3,6.85,NA,13
"3B","David Wright",3600,"Atl@NYM 07:10PM ET",7.605,"NYM",NA,0,NA,NA,NA
"SS","Asdrubal Cabrera",3600,"Atl@NYM 07:10PM ET",7.259,"NYM",6.54,6.2,7.68,NA,5
"OF","Ender Inciarte",3600,"Atl@NYM 07:10PM ET",7.374,"Atl",5.87,6.6,6.74,NA,3
"OF","Josh Reddick",3600,"Sea@Hou 08:10PM ET",6.286,"Hou",4.46,0,1.84,NA,NA
"OF","Mitch Haniger",3600,"Sea@Hou 08:10PM ET",5.794,"Sea",5.73,7.9,7.48,NA,21
"2B/OF","Brandon Drury",3600,"SF@Ari 09:40PM ET",6.463,"Ari",5.21,0,6.74,NA,NA
"OF/SS","Chris Owings",3600,"SF@Ari 09:40PM ET",7.21,"Ari",5.4,6.8,6.57,NA,0
"C","Wilson Ramos",3500,"Tor@TB 07:10PM ET",7.618,"TB",NA,0,NA,NA,NA
"OF","Kevin Kiermaier",3500,"Tor@TB 07:10PM ET",7.495,"TB",6.32,7.9,8.09,NA,2
"1B","Lucas Duda",3500,"Atl@NYM 07:10PM ET",6,"NYM",3.81,0,1.63,NA,NA
"2B","Neil Walker",3500,"Atl@NYM 07:10PM ET",7.584,"NYM",6.89,5.9,6.98,NA,10
"OF","Jay Bruce",3500,"Atl@NYM 07:10PM ET",7.867,"NYM",5.74,5.8,6.8,NA,4
"OF","Michael Conforto",3500,"Atl@NYM 07:10PM ET",5.358,"NYM",NA,0,1.72,NA,NA
"OF","Norichika Aoki",3500,"Sea@Hou 08:10PM ET",6.381,"Hou",NA,NA,1.68,NA,5
"C","Russell Martin",3400,"Tor@TB 07:10PM ET",6.429,"Tor",5.56,6.6,6.57,NA,4
"OF","Colby Rasmus",3400,"Tor@TB 07:10PM ET",6.009,"TB",NA,0,NA,NA,NA
"OF","Corey Dickerson",3400,"Tor@TB 07:10PM ET",6.446,"TB",5.99,8,7.81,NA,8
"OF","Nick Markakis",3400,"Atl@NYM 07:10PM ET",7.051,"Atl",5.01,5.9,5.82,NA,3
"C","Brian McCann",3400,"Sea@Hou 08:10PM ET",6.408,"Hou",4.58,6.4,1.64,NA,3
"3B/OF","Danny Valencia",3400,"Sea@Hou 08:10PM ET",6.962,"Sea",5.72,6.6,6.6,NA,2
"OF","Jeremy Hazelbaker",3400,"SF@Ari 09:40PM ET",3.868,"Ari",NA,0,1.86,NA,NA
"OF","Jarrett Parker",3400,"SF@Ari 09:40PM ET",4,"SF",3.91,0,1.72,NA,NA
"1B","Logan Morrison",3300,"Tor@TB 07:10PM ET",6.29,"TB",5.59,6.9,6.27,NA,5
"2B/3B","Matt Duffy",3300,"Tor@TB 07:10PM ET",6.12,"TB",NA,0,NA,NA,NA
"2B","Brandon Phillips",3300,"Atl@NYM 07:10PM ET",7.09,"Atl",4.89,5.2,5.91,NA,0
"3B","Yuli Gurriel",3300,"Sea@Hou 08:10PM ET",5.833,"Hou",NA,NA,NA,NA,NA
"3B/SS","Taylor Motter",3300,"Sea@Hou 08:10PM ET",3.794,"Sea",NA,0,1.56,NA,NA
"OF","Leonys Martin",3300,"Sea@Hou 08:10PM ET",6.923,"Sea",5.58,6.7,6.16,NA,0
"OF","Derek Fisher",3300,"Sea@Hou 08:10PM ET",0,"Hou",NA,0,NA,NA,NA
"C","Nick Hundley",3300,"SF@Ari 09:40PM ET",6.524,"SF",NA,0,1.56,NA,NA
"C/OF","Chris Herrmann",3300,"SF@Ari 09:40PM ET",6.214,"Ari",NA,6.6,1.61,NA,10
"1B/2B","Steve Pearce",3200,"Tor@TB 07:10PM ET",6.635,"Tor",6.03,8.7,7.01,NA,0
"OF","Kevin Pillar",3200,"Tor@TB 07:10PM ET",6.115,"Tor",5.46,6.6,6.43,NA,3
"2B/3B","Wilmer Flores",3200,"Atl@NYM 07:10PM ET",5.971,"NYM",5.73,6.8,5.86,NA,16
"3B/OF","Adonis Garcia",3200,"Atl@NYM 07:10PM ET",6.91,"Atl",4.79,4.7,5.43,NA,3
"OF","Socrates Brito",3200,"SF@Ari 09:40PM ET",3.7,"Ari",NA,0,NA,NA,NA
"OF","Mac Williamson",3200,"SF@Ari 09:40PM ET",3.907,"SF",NA,0,NA,NA,NA
"SS","Dansby Swanson",3100,"Atl@NYM 07:10PM ET",7.158,"Atl",5.42,5.8,6.74,NA,0
"1B/3B","Marwin Gonzalez",3100,"Sea@Hou 08:10PM ET",6.05,"Hou",NA,7.5,6.66,NA,16
"OF","Jarrod Dyson",3100,"Sea@Hou 08:10PM ET",6.299,"Sea",5.07,7.5,6.35,NA,5
"2B/SS","Kelby Tomlinson",3100,"SF@Ari 09:40PM ET",3.455,"SF",NA,0,NA,NA,NA
"1B","Jake Bauers",3000,"Tor@TB 07:10PM ET",0,"TB",NA,0,NA,NA,NA
"2B/SS","Tim Beckham",3000,"Tor@TB 07:10PM ET",5.516,"TB",4.45,5.1,5.69,NA,0
"C","Travis d'Arnaud",3000,"Atl@NYM 07:10PM ET",4.747,"NYM",5.63,5.4,5.41,NA,9
"C","Mike Zunino",3000,"Sea@Hou 08:10PM ET",6.214,"Sea",4.9,0,5.68,NA,NA
"OF","Ben Gamel",3000,"Sea@Hou 08:10PM ET",2.364,"Sea",NA,0,NA,NA,NA
"C","Jarrod Saltalamacchia",2900,"Tor@TB 07:10PM ET",4.815,"Tor",NA,0,1.53,NA,NA
"1B","Justin Smoak",2900,"Tor@TB 07:10PM ET",4.123,"Tor",4.44,6.1,1.47,NA,3
"1B","Rowdy Tellez",2900,"Tor@TB 07:10PM ET",0,"Tor",NA,0,NA,NA,NA
"OF","Dalton Pompey",2900,"Tor@TB 07:10PM ET",1.778,"Tor",NA,0,NA,NA,NA
"2B/3B","Jace Peterson",2900,"Atl@NYM 07:10PM ET",5.448,"Atl",NA,0,1.41,NA,NA
"2B/3B","TJ. Rivera",2900,"Atl@NYM 07:10PM ET",6,"NYM",NA,0,1.51,NA,NA
"OF","Brandon Nimmo",2900,"Atl@NYM 07:10PM ET",3.719,"NYM",NA,0,NA,NA,NA
"3B","Aaron Hill",2900,"SF@Ari 09:40PM ET",5.315,"SF",NA,7.4,1.54,NA,16
"OF","Gorkys Hernandez",2900,"SF@Ari 09:40PM ET",3.345,"SF",5.87,8.8,7.66,NA,0
"C","Tyler Flowers",2800,"Atl@NYM 07:10PM ET",6.458,"Atl",3.64,4.5,4.78,NA,3
"OF","Jake Marisnick",2800,"Sea@Hou 08:10PM ET",3.949,"Hou",4.62,6.7,NA,NA,0
"OF","Guillermo Heredia",2800,"Sea@Hou 08:10PM ET",3.622,"Sea",NA,0,1.33,NA,NA
"C","Chris Iannetta",2800,"SF@Ari 09:40PM ET",4.649,"Ari",NA,0,1.58,NA,NA
"1B/OF","Chris Marrero",2800,"SF@Ari 09:40PM ET",0,"SF",5.81,7.9,5.87,NA,0
"3B","Conor Gillaspie",2800,"SF@Ari 09:40PM ET",3.877,"SF",NA,0,1.63,NA,NA
"OF","Ezequiel Carrera",2700,"Tor@TB 07:10PM ET",4.849,"Tor",NA,0,5.8,NA,NA
"2B","Micah Johnson",2700,"Atl@NYM 07:10PM ET",0.714,"Atl",NA,0,NA,NA,NA
"3B/SS","Chase d'Arnaud",2700,"Atl@NYM 07:10PM ET",4.798,"Atl",NA,0,1.41,NA,NA
"OF","Juan Lagares",2700,"Atl@NYM 07:10PM ET",3.013,"NYM",NA,0,NA,NA,NA
"2B/SS","Shawn O'Malley",2700,"Sea@Hou 08:10PM ET",3.82,"Sea",NA,0,NA,NA,NA
"2B/SS","Daniel Descalso",2700,"SF@Ari 09:40PM ET",5.303,"Ari",NA,6.5,1.66,NA,3
"C","Curt Casali",2600,"Tor@TB 07:10PM ET",4.19,"TB",NA,0,NA,NA,NA
"3B","Rio Ruiz",2600,"Atl@NYM 07:10PM ET",4.4,"Atl",NA,0,NA,NA,NA
"C","Carlos Ruiz",2600,"Sea@Hou 08:10PM ET",5.493,"Sea",NA,5.4,1.34,NA,4
"SS","Nick Ahmed",2600,"SF@Ari 09:40PM ET",4.356,"Ari",NA,0,1.61,NA,NA
"C","Derek Norris",2500,"Tor@TB 07:10PM ET",5.376,"TB",4.73,0,1.56,NA,NA
"SS","Daniel Robertson",2500,"Tor@TB 07:10PM ET",0,"TB",NA,0,NA,NA,NA
"OF","Emilio Bonifacio",2500,"Atl@NYM 07:10PM ET",2.208,"Atl",NA,0,1.5,NA,NA
"C","Luke Maile",2400,"Tor@TB 07:10PM ET",4.143,"TB",NA,0,NA,NA,NA
"2B/SS","Darwin Barney",2400,"Tor@TB 07:10PM ET",4.144,"Tor",NA,5.9,1.4,NA,10
"OF","Peter Bourjos",2400,"Tor@TB 07:10PM ET",4.675,"TB",NA,0,1.55,NA,NA
"C","Kurt Suzuki",2400,"Atl@NYM 07:10PM ET",5.547,"Atl",3.96,0,1.26,NA,NA
"3B/OF","Ty Kelly",2400,"Atl@NYM 07:10PM ET",2.825,"NYM",4.62,0,1.36,NA,NA
"C","Rene Rivera",2300,"Atl@NYM 07:10PM ET",4.265,"NYM",NA,0,1.33,NA,NA
"C","Jeff Mathis",2300,"SF@Ari 09:40PM ET",4.415,"Ari",4.24,4.8,4.85,NA,4
"C","Jesus Sucre",2200,"Tor@TB 07:10PM ET",8.111,"TB",NA,4,4,NA,0
"2B/SS","Ryan Goins",2200,"Tor@TB 07:10PM ET",2.938,"Tor",NA,0,1.37,NA,NA
"OF","Rickie Weeks",2200,"Tor@TB 07:10PM ET",3.704,"TB",NA,0,1.47,NA,NA
"C","Anthony Recker",2200,"Atl@NYM 07:10PM ET",5.697,"Atl",NA,0,1.44,NA,NA
