"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual"
"DST","Seahawks  (7976470)","Seahawks ",7976470,3700,"Ari@Sea 04:25PM ET","SEA","Seahawks",NA,"Ari",9.38,8.7,0
"DST","Patriots  (7976455)","Patriots ",7976455,3600,"NYJ@NE 01:00PM ET","NE","Patriots",NA,"NYJ",11.32,13.7,0
"DST","Rams  (7976471)","Rams ",7976471,3500,"SF@LA 04:25PM ET","LA","Rams",NA,"SF",9.1,9.2,0
"DST","Titans  (7976457)","Titans ",7976457,3400,"Ten@Jax 01:00PM ET","TEN","Titans",NA,"Jax",8.58,9.1,0
"DST","Chargers  (7976462)","Chargers ",7976462,3400,"SD@Cle 01:00PM ET","SD","Chargers",NA,"Cle",11.4,10.6,0
"DST","Packers  (7976459)","Packers ",7976459,3300,"Min@GB 01:00PM ET","GB","Packers",NA,"Min",8.9,8.4,0
"DST","Redskins  (7976464)","Redskins ",7976464,3200,"Was@Chi 01:00PM ET","WAS","Redskins",NA,"Chi",7.36,9.4,0
"DST","Bengals  (7976474)","Bengals ",7976474,3200,"Cin@Hou 08:25PM ET","CIN","Bengals",NA,"Hou",7.83,7.5,0
"DST","Bills  (7976451)","Bills ",7976451,3100,"Mia@Buf 01:00PM ET","BUF","Bills",NA,"Mia",8.98,7.9,0
"DST","Texans  (7976473)","Texans ",7976473,3100,"Cin@Hou 08:25PM ET","HOU","Texans",NA,"Cin",7.12,7.8,0
"DST","Dolphins  (7976452)","Dolphins ",7976452,3000,"Mia@Buf 01:00PM ET","MIA","Dolphins",NA,"Buf",8.07,10,0
"DST","Jaguars  (7976458)","Jaguars ",7976458,2900,"Ten@Jax 01:00PM ET","JAX","Jaguars",NA,"Ten",5.74,5.7,0
"DST","Vikings  (7976460)","Vikings ",7976460,2900,"Min@GB 01:00PM ET","MIN","Vikings",NA,"GB",7.24,7.8,0
"DST","Raiders  (7976468)","Raiders ",7976468,2800,"Ind@Oak 04:05PM ET","OAK","Raiders",NA,"Ind",7.16,9.3,0
"DST","49ers  (7976472)","49ers ",7976472,2800,"SF@LA 04:25PM ET","SF","49ers",NA,"LA",5.59,7.3,0
"DST","Falcons  (7976465)","Falcons ",7976465,2700,"Atl@Car 01:00PM ET","ATL","Falcons",NA,"Car",7.4,7.5,0
"DST","Buccaneers  (7976454)","Buccaneers ",7976454,2600,"TB@NO 04:25PM ET","TB","Buccaneers",NA,"NO",4.69,9,0
"DST","Cardinals  (7976469)","Cardinals ",7976469,2600,"Ari@Sea 04:25PM ET","ARI","Cardinals",NA,"Sea",8.18,7.8,0
"DST","Panthers  (7976466)","Panthers ",7976466,2500,"Atl@Car 01:00PM ET","CAR","Panthers",NA,"Atl",7.62,6.2,0
"DST","Colts  (7976467)","Colts ",7976467,2500,"Ind@Oak 04:05PM ET","IND","Colts",NA,"Oak",6.12,5.4,0
"DST","Saints  (7976453)","Saints ",7976453,2400,"TB@NO 04:25PM ET","NO","Saints",NA,"TB",5.4,8.8,0
"DST","Jets  (7976456)","Jets ",7976456,2300,"NYJ@NE 01:00PM ET","NYJ","Jets",NA,"NE",3.04,6,0
"DST","Bears  (7976463)","Bears ",7976463,2300,"Was@Chi 01:00PM ET","CHI","Bears",NA,"Was",5.82,4.7,0
"DST","Browns  (7976461)","Browns ",7976461,2200,"SD@Cle 01:00PM ET","CLE","Browns",NA,"SD",4.84,5.5,0
