"Matt Kemp_ATL","Eric Thames_MIL","Travis Shaw_MIL","Ryan Braun_MIL","Eduardo Nunez_SF","Domingo Santana_MIL","Freddie Freeman_ATL","Hunter Pence_SF","Adonis Garcia_ATL","Brandon Belt_SF","Buster Posey_SF","Ender Inciarte_ATL","Denard Span_SF","Hernan Perez_MIL","Keon Broxton_MIL","Joe Panik_SF","Tyler Flowers_ATL","Aaron Altherr_PHI","Matt Adams_ATL","Brandon Crawford_SF","Howie Kendrick_PHI","Jonathan Villar_MIL","Cesar Hernandez_PHI","Andrew Knapp_PHI","Nick Hundley_SF","Jesus Aguilar_MIL","Jarrett Parker_SF","Brandon Phillips_ATL","Daniel Nava_PHI","Tommy Joseph_PHI","Rhys Hoskins_PHI","Jace Peterson_ATL","Nick Franklin_MIL","Mac Williamson_SF","Maikel Franco_PHI","Eric Sogard_MIL","Kelby Tomlinson_SF","Nick Markakis_ATL","Kurt Suzuki_ATL","Danny Santana_ATL","Jett Bandy_MIL","Micah Johnson_ATL","Dansby Swanson_ATL","Aaron Hill_SF","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","Michael Saunders_PHI","Odubel Herrera_PHI","Brock Stassi_PHI","Gorkys Hernandez_SF","Conor Gillaspie_SF","Christian Arroyo_SF","Andres Blanco_PHI","Rio Ruiz_ATL","Justin Ruggiano_SF","Freddy Galvis_PHI","Cameron Rupp_PHI","Michael Morse_SF","Austin Slater_SF","Orlando Calixte_SF","Tim Federowicz_SF","Ty Kelly_PHI","Chris Marrero_SF","Anthony Recker_ATL","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
85.3565621370499,0,0,0,0,0,10.4366666666667,0,3.08695652173913,0,0,2.05226480836237,0,0,0,0,11.8723076923077,0,-25.8636363636364,0,0,0,0,0,0,0,0,-9.43333333333333,0,0,0,-8.68947368421053,0,0,0,0,0,13.725,-0.647058823529412,-62.8095238095238,0,0,22.4358974358974,0,0,0,0,0,0,0,0,0,0,0,0,1.34090909090909,0,0,0,0,0,0,0,0,0,0,0,0,-110
0,90.6781183932347,18.5519568151147,24.875,0,-3.73295454545455,0,0,0,0,0,0,0,40.462962962963,3.12436974789916,0,0,0,0,0,0,1.41565452091768,0,0,0,1.89285714285714,0,0,0,0,0,0,-23.0714285714286,0,0,11.1,0,0,0,0,-3.21739130434783,0,0,0,20.2078947368421,15.65,0,4.917004048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.5519568151147,74.995652173913,-16.8025362318841,0,3.53949579831933,0,0,0,0,0,0,0,-0.935960591133005,10.1492063492063,0,0,0,0,0,0,1.63461538461538,0,0,0,26.043956043956,0,0,0,0,0,0,-19.7857142857143,0,0,11.9,0,0,0,0,-18.2083333333333,0,0,0,1.13571428571429,22.75,0,4.98658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.875,-16.8025362318841,67.4444444444444,0,8.83766233766234,0,0,0,0,0,0,0,-0.294117647058824,-25.7761904761905,0,0,0,0,0,0,-24.9076923076923,0,0,0,-5,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,44.2435897435897,0,0,0,16.7857142857143,-12.0833333333333,0,13.4683333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,44.0501960784314,0,0,10.8827586206897,0,8.09371980676329,0.0514950166112957,0,10.4401709401709,0,0,12.3363636363636,0,0,0,19.3924369747899,0,0,0,0,6.29166666666667,0,-7,0,0,0,0,0,0,5.26785714285714,0,0,-20,0,0,0,0,0,0,-17.4666666666667,0,0,0,0,0,0,0,4.2445652173913,20.2,0.329230769230769,0,0,-6.4,0,0,-9,0,4,0,0,17.375,0,0,0,0
0,-3.73295454545455,3.53949579831933,8.83766233766234,0,54.2717770034843,0,0,0,0,0,0,0,-8.89316239316239,2.92380952380952,0,0,0,0,0,0,-9.66145092460882,0,0,0,8.11538461538461,0,0,0,0,0,0,-5,0,0,6.26190476190476,0,0,0,0,-7.89723320158103,0,0,0,10.6111111111111,-38.5,0,-2.09761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4366666666667,0,0,0,0,0,100.139495798319,0,6.87956989247312,0,0,6.03949579831933,0,0,0,0,4.62105263157895,0,0,0,0,0,0,0,0,0,0,-11.0135467980296,0,0,0,-0.792397660818713,0,0,0,0,0,-1.10168067226891,-4.91208791208791,0,0,0,24.1016042780749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0
0,0,0,0,10.8827586206897,0,0,27.8618951612903,0,3.13359788359788,13.2119565217391,0,-2.63636363636364,0,0,8.12807881773399,0,0,0,15.9542483660131,0,0,0,0,14.6538461538462,0,2.97619047619048,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,-22.1666666666667,0,0,0,0,0,0,0,4.17279411764706,2.78571428571429,-7.46794871794872,0,0,0,0,0,2.66666666666667,0,0,0,0,14.8392857142857,0,0,0,0
3.08695652173913,0,0,0,0,0,6.87956989247312,0,45.6827094474153,0,0,-10.9786096256684,0,0,0,0,-12.5263157894737,0,160.333333333333,0,0,0,0,0,0,0,0,-0.00284900284900285,0,0,0,5.14285714285714,0,0,0,0,0,1.36363636363636,-8.67307692307692,-52.5,0,0,9.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0
0,0,0,0,8.09371980676329,0,0,3.13359788359788,0,40.6807843137255,0.68109756097561,0,10.0413793103448,0,0,14.3333333333333,0,0,0,-3.85810810810811,0,0,0,0,7.8625,0,-10.8,0,0,0,0,0,0,5.95833333333333,0,0,-6,0,0,0,0,0,0,8.26666666666667,0,0,0,0,0,0,0,7.41904761904762,13.7380952380952,-2.12307692307692,0,0,31.4636363636364,0,0,-2.3,0,5,0,0,-0.583333333333333,0,0,0,0
0,0,0,0,0.0514950166112957,0,0,13.2119565217391,0,0.68109756097561,30.9494949494949,0,-2.9004329004329,0,0,-1.71997300944669,0,0,0,5.50537634408602,0,0,0,0,8.13888888888889,0,-6.41666666666667,0,0,0,0,0,0,2,0,0,-24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-6.04940711462451,-36.6666666666667,8.67076923076923,0,0,3.16666666666667,0,0,7.75,0,-8,0,0,2.8,0,0,0,0
2.05226480836237,0,0,0,0,0,6.03949579831933,0,-10.9786096256684,0,0,67.5878582202112,0,0,0,0,15.6516129032258,0,22.2045454545455,0,0,0,0,0,0,0,0,2.48780487804878,0,0,0,-3.66666666666667,0,0,0,0,0,5.85176470588235,26.1809523809524,137.238095238095,0,0,2.88163265306122,0,0,0,0,0,0,0,0,0,0,0,0,-4.13636363636364,0,0,0,0,0,0,0,0,0,0,6,0,110
0,0,0,0,10.4401709401709,0,0,-2.63636363636364,0,10.0413793103448,-2.9004329004329,0,45.6322580645161,0,0,-3.1957671957672,0,0,0,8.38505747126437,0,0,0,0,0.4,0,23.8,0,0,0,0,0,0,16.8194444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9.16666666666667,-7.90151515151515,0,0,-7.05357142857143,0,0,0,0,25,0,0,19.6,0,0,0,0
0,40.462962962963,-0.935960591133005,-0.294117647058824,0,-8.89316239316239,0,0,0,0,0,0,0,85.265873015873,8.49145299145299,0,0,0,0,0,0,7.33366935483871,0,0,0,39.9333333333333,0,0,0,0,0,0,3.71428571428571,0,0,6.6,0,0,0,0,-0.310526315789474,0,0,0,23.625,-10.8333333333333,0,9.86896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.12436974789916,10.1492063492063,-25.7761904761905,0,2.92380952380952,0,0,0,0,0,0,0,8.49145299145299,74.4728682170543,0,0,0,0,0,0,12.1152204836415,0,0,0,-7.11428571428571,0,0,0,0,0,0,-4.25,0,0,5.19047619047619,0,0,0,0,-18.201581027668,0,0,0,5.49473684210526,0,0,6.50404858299595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12.3363636363636,0,0,8.12807881773399,0,14.3333333333333,-1.71997300944669,0,-3.1957671957672,0,0,35.9167346938776,0,0,0,-2.71428571428571,0,0,0,0,-0.257352941176471,0,2.21428571428571,0,0,0,0,0,0,-0.972222222222222,0,0,-14,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,24.7785714285714,1.17857142857143,-9.19666666666667,0,0,38.4777777777778,0,0,7.66666666666667,0,6.5,0,0,-33.4761904761905,0,0,0,0
