"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14000,"Col@LAD 10:10PM ET",26.333,"LAD",NA,NA,NA,NA,NA
"SP","Yu Darvish",10700,"Tex@Oak 10:05PM ET",20.567,"Tex",0,21.2,22.8475,18.3,9
"SP","Rich Hill",10400,"Col@LAD 10:10PM ET",11.4,"LAD",NA,NA,NA,NA,NA
"SP","Cole Hamels",9800,"Tex@Oak 10:05PM ET",11.167,"Tex",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9600,"Mia@Sea 10:10PM ET",16.683,"Sea",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9500,"Col@LAD 10:10PM ET",10.033,"LAD",NA,NA,NA,NA,NA
"SP","Jon Gray",9300,"Col@LAD 10:10PM ET",7.65,"Col",NA,NA,NA,NA,NA
"SP","Zack Greinke",8700,"Ari@SD 10:10PM ET",13.033,"Ari",NA,NA,NA,NA,NA
"SP","Robbie Ray",8700,"Ari@SD 10:10PM ET",22.375,"Ari",NA,NA,NA,NA,NA
"SP","Dan Straily",8400,"Mia@Sea 10:10PM ET",9.783,"Mia",NA,NA,NA,NA,NA
"SP","Julio Urias",8400,"Col@LAD 10:10PM ET",0,"LAD",NA,NA,NA,NA,NA
"SP","James Paxton",8300,"Mia@Sea 10:10PM ET",30.683,"Sea",NA,NA,NA,NA,NA
"SP","Taijuan Walker",8300,"Ari@SD 10:10PM ET",16.067,"Ari",NA,NA,NA,NA,NA
"SP","Tyson Ross",8200,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Drew Smyly",8000,"Mia@Sea 10:10PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Hyun-Jin Ryu",8000,"Col@LAD 10:10PM ET",9.7,"LAD",0,15.1,17.393,10.3,14.1
"SP","Hisashi Iwakuma",7900,"Mia@Sea 10:10PM ET",5.25,"Sea",NA,NA,NA,NA,NA
"SP","Jharel Cotton",7800,"Tex@Oak 10:05PM ET",15.25,"Oak",NA,NA,NA,NA,NA
"SP","Sean Manaea",7700,"Tex@Oak 10:05PM ET",14.717,"Oak",NA,NA,NA,NA,NA
"SP","Wei-Yin Chen",7700,"Mia@Sea 10:10PM ET",8.625,"Mia",0,14.9,15.005,12,21.95
"SP","Shelby Miller",7500,"Ari@SD 10:10PM ET",14.9,"Ari",0,15.7,13.966,10.7,24.9
"SP","Sonny Gray",7400,"Tex@Oak 10:05PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","Alex Wood",7400,"Col@LAD 10:10PM ET",10.95,"LAD",NA,NA,NA,NA,NA
"SP","Archie Bradley",7400,"Ari@SD 10:10PM ET",9.55,"Ari",NA,NA,0.953,NA,NA
"SP","Brandon McCarthy",7300,"Col@LAD 10:10PM ET",15.183,"LAD",NA,NA,NA,NA,NA
"SP","Chad Bettis",7300,"Col@LAD 10:10PM ET",0,"Col",NA,NA,NA,NA,NA
"SP","Scott Kazmir",7200,"Col@LAD 10:10PM ET",0,"LAD",NA,NA,NA,NA,NA
"SP","Tyler Anderson",7200,"Col@LAD 10:10PM ET",6.2,"Col",NA,NA,NA,NA,NA
"SP","Tyler Chatwood",7100,"Col@LAD 10:10PM ET",19.383,"Col",NA,NA,NA,NA,NA
"SP","Edinson Volquez",7000,"Mia@Sea 10:10PM ET",15.35,"Mia",NA,NA,NA,NA,NA
"SP","Adam Conley",6800,"Mia@Sea 10:10PM ET",10.6,"Mia",NA,NA,NA,NA,NA
"SP","Chase De Jong",6800,"Mia@Sea 10:10PM ET",-6.3,"Sea",NA,NA,NA,NA,NA
"SP","Tom Koehler",6700,"Mia@Sea 10:10PM ET",9.175,"Mia",NA,NA,NA,NA,NA
"SP","Anthony Banda",6600,"Ari@SD 10:10PM ET",0,"Ari",NA,NA,NA,NA,NA
"SP","Daniel Mengden",6400,"Tex@Oak 10:05PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","AJ. Griffin",6300,"Tex@Oak 10:05PM ET",9.9,"Tex",NA,NA,NA,NA,NA
"SP","Yovani Gallardo",6200,"Mia@Sea 10:10PM ET",3.95,"Sea",0,12.3,11.65,9.4,6.1
"SP","Jered Weaver",6200,"Ari@SD 10:10PM ET",9.775,"SD",NA,NA,NA,NA,NA
"SP","Ariel Miranda",6100,"Mia@Sea 10:10PM ET",9.6,"Sea",NA,NA,NA,NA,NA
"SP","Martin Perez",5900,"Tex@Oak 10:05PM ET",14.45,"Tex",NA,NA,NA,NA,NA
"SP","Chris Heston",5900,"Mia@Sea 10:10PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Andrew Cashner",5800,"Tex@Oak 10:05PM ET",5.2,"Tex",NA,NA,NA,NA,NA
"SP","Kendall Graveman",5800,"Tex@Oak 10:05PM ET",17.7,"Oak",NA,NA,NA,NA,NA
"SP","Tyler Wagner",5700,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","German Marquez",5600,"Col@LAD 10:10PM ET",0,"Col",NA,NA,NA,NA,NA
"SP","Zach Lee",5600,"Ari@SD 10:10PM ET",5.3,"SD",NA,NA,NA,NA,NA
"SP","Jhoulys Chacin",5500,"Ari@SD 10:10PM ET",5.183,"SD",NA,NA,NA,NA,NA
"SP","Rob Whalen",5400,"Mia@Sea 10:10PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Kyle Freeland",5400,"Col@LAD 10:10PM ET",9.9,"Col",0,12.8,9.621,6.6,7
"SP","Patrick Corbin",5300,"Ari@SD 10:10PM ET",9.067,"Ari",NA,NA,NA,NA,NA
"SP","Jeff Locke",5200,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,NA,NA
"SP","Clayton Richard",5200,"Ari@SD 10:10PM ET",12.467,"SD",NA,NA,NA,NA,NA
"SP","Chi Chi Gonzalez",5100,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Ross Stripling",5100,"Col@LAD 10:10PM ET",7.74,"LAD",NA,NA,0.72,NA,NA
"SP","Luis Perdomo",5100,"Ari@SD 10:10PM ET",3.2,"SD",NA,NA,NA,NA,NA
"SP","Andrew Triggs",5000,"Tex@Oak 10:05PM ET",17.525,"Oak",0,11.9,14.68,12.3,25.7
"SP","Brock Stewart",5000,"Col@LAD 10:10PM ET",0,"LAD",NA,NA,NA,NA,NA
"SP","Antonio Senzatela",5000,"Col@LAD 10:10PM ET",19.117,"Col",NA,NA,NA,NA,NA
"SP","Robbie Erlin",4900,"Ari@SD 10:10PM ET",0,"SD",NA,NA,NA,NA,NA
"SP","Jesse Hahn",4800,"Tex@Oak 10:05PM ET",13.7,"Oak",NA,NA,NA,NA,NA
"SP","Dillon Overton",4800,"Mia@Sea 10:10PM ET",-0.7,"Sea",NA,NA,NA,NA,NA
"SP","Chris Rusin",4800,"Col@LAD 10:10PM ET",9.2,"Col",NA,NA,NA,NA,NA
"SP","Justin Nicolino",4700,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,NA,NA
"SP","Christian Friedrich",4700,"Ari@SD 10:10PM ET",0,"SD",NA,NA,NA,NA,NA
"RP","Jarlin Garcia",4600,"Mia@Sea 10:10PM ET",3.575,"Mia",NA,NA,0.356,NA,NA
"RP","Yohander Mendez",4500,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Jose Urena",4500,"Mia@Sea 10:10PM ET",5.6,"Mia",NA,NA,0.4985,NA,NA
"RP","David Phelps",4500,"Mia@Sea 10:10PM ET",3.943,"Mia",NA,NA,0.78,NA,NA
"SP","Jarred Cosart",4500,"Ari@SD 10:10PM ET",2.25,"SD",0,10,12.444,7.1,7.85
"SP","Jake Esch",4500,"Ari@SD 10:10PM ET",-1.2,"SD",NA,NA,NA,NA,NA
"RP","Dustin McGowan",4400,"Mia@Sea 10:10PM ET",3.542,"Mia",NA,NA,0.567,NA,NA
"RP","Brad Ziegler",4400,"Mia@Sea 10:10PM ET",3.164,"Mia",NA,NA,0.897,NA,NA
"RP","Junichi Tazawa",4400,"Mia@Sea 10:10PM ET",1.175,"Mia",NA,NA,1.085,NA,NA
"RP","AJ Ramos",4400,"Mia@Sea 10:10PM ET",4.317,"Mia",NA,NA,1.412,NA,NA
"RP","Severino Gonzalez",4400,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,NA,NA
"RP","Kyle Barraclough",4400,"Mia@Sea 10:10PM ET",3.85,"Mia",NA,NA,1.666,NA,NA
"RP","Nick Wittgren",4400,"Mia@Sea 10:10PM ET",6.933,"Mia",NA,NA,NA,NA,NA
"RP","Odrisamer Despaigne",4400,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,NA,NA
"SP","Jordan Lyles",4400,"Col@LAD 10:10PM ET",2.867,"Col",NA,NA,NA,NA,NA
"RP","Chad Qualls",4400,"Col@LAD 10:10PM ET",0,"Col",NA,NA,NA,NA,NA
"RP","Jason Motte",4400,"Col@LAD 10:10PM ET",0,"Col",NA,NA,NA,NA,NA
"RP","Jake McGee",4400,"Col@LAD 10:10PM ET",2.93,"Col",NA,NA,1.069,NA,NA
"RP","Mike Dunn",4400,"Col@LAD 10:10PM ET",5.671,"Col",NA,NA,0.7565,NA,NA
"RP","Adam Ottavino",4400,"Col@LAD 10:10PM ET",4.093,"Col",NA,NA,1.244,NA,NA
"RP","Greg Holland",4400,"Col@LAD 10:10PM ET",4.393,"Col",NA,NA,1.51,NA,NA
"RP","Jairo Diaz",4400,"Col@LAD 10:10PM ET",0,"Col",NA,NA,NA,NA,NA
"RP","Scott Oberg",4400,"Col@LAD 10:10PM ET",3.692,"Col",NA,NA,0.468,NA,NA
"RP","Carlos Estevez",4400,"Col@LAD 10:10PM ET",2.533,"Col",NA,NA,0.915,NA,NA
"RP","Shane Carle",4400,"Col@LAD 10:10PM ET",4.25,"Col",NA,NA,NA,NA,NA
"SP","Nick Martinez",4300,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Raul Alcantara",4200,"Tex@Oak 10:05PM ET",-4.2,"Oak",NA,NA,0.388,NA,NA
