"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Justin Verlander",11300,"DET@LAA 03:37PM ET",16.55,"DET","LAA",24.75,19.1,18.3305,NA,12.9
"SP","Gio Gonzalez",9600,"PHI@WAS 07:05PM ET",17.393,"WAS","PHI",21.28,17.9,17.478,NA,18.8
"SP","Jeff Samardzija",9200,"CIN@SF 04:05PM ET",15.431,"SF","CIN",20.62,18,16.753,NA,23.6
"SP","Luis Severino",9200,"HOU@NYY 07:38PM ET",22.608,"NYY","HOU",22.36,14.8,13.427,NA,-2.75
"SP","AJ Griffin",8900,"OAK@TEX 03:05PM ET",21.88,"TEX","OAK",16.62,13.7,13.739,NA,3.25
"SP","Robbie Ray",8800,"PIT@ARI 04:10PM ET",20.486,"ARI","PIT",20.45,19.8,16.841,NA,-1
"SP","Jeremy Hellickson",8300,"PHI@WAS 07:05PM ET",11.429,"PHI","WAS",15.75,10,12.319,NA,3.65
"SP","Ivan Nova",7500,"PIT@ARI 04:10PM ET",19.15,"PIT","ARI",19.13,14.2,12.62,NA,8.9
"SP","Kendall Graveman",7300,"OAK@TEX 03:05PM ET",13.575,"OAK","TEX",12.89,9.9,11.283,NA,5
"SP","Antonio Senzatela",7100,"LAD@COL 03:10PM ET",13.625,"COL","LAD",13.4,9.4,9.771,NA,11.25
"SP","Tim Adleman",7000,"CIN@SF 04:05PM ET",14.81,"CIN","SF",13.89,13.8,9.546,NA,NA
"SP","Julio Urias",6800,"LAD@COL 03:10PM ET",14.283,"LAD","COL",12.75,13.4,11.948,NA,-6.4
"SP","Mike Fiers",6600,"HOU@NYY 07:38PM ET",8.293,"HOU","NYY",NA,10.9,12.932,NA,15.15
"SP","Alex Meyer",6300,"DET@LAA 03:37PM ET",7.683,"LAA","DET",15.64,14.5,15.843,NA,27.25
