P,P,C,1B,2B,3B,SS,OF,OF,OF
Max Scherzer,Robbie Ray,Stephen Vogt,Yonder Alonso,Jed Lowrie,Mike Moustakas,Carlos Correa,Mike Trout,Khris Davis,Jaff Decker
Max Scherzer,Jameson Taillon,Stephen Vogt,Albert Pujols,Tyler Saladino,Yunel Escobar,Andrelton Simmons,Mike Trout,Kole Calhoun,Jaff Decker
Max Scherzer,Jameson Taillon,Salvador Perez,Eric Hosmer,Whit Merrifield,Mike Moustakas,Carlos Correa,Mike Trout,Lorenzo Cain,Jaff Decker
Max Scherzer,Jameson Taillon,Evan Gattis,Albert Pujols,Jose Altuve,Mike Moustakas,Carlos Correa,Carlos Beltran,Josh Reddick,Jaff Decker
Max Scherzer,Blake Snell,Evan Gattis,Albert Pujols,Danny Espinosa,Mike Moustakas,Andrelton Simmons,Mike Trout,Cameron Maybin,Jaff Decker
Max Scherzer,Adam Conley,Stephen Vogt,CJ Cron,Cory Spangenberg,Mike Moustakas,Andrelton Simmons,Mike Trout,Cameron Maybin,Kole Calhoun
Max Scherzer,Robbie Ray,Chris Iannetta,CJ Cron,Jed Lowrie,Yunel Escobar,Andrelton Simmons,Mike Trout,Cameron Maybin,Jaff Decker
Max Scherzer,Robbie Ray,Chris Iannetta,Paul Goldschmidt,Daniel Descalso,Mike Moustakas,Chris Owings,Mike Trout,AJ Pollock,Jaff Decker
Max Scherzer,Carlos Carrasco,Stephen Vogt,Ryon Healy,Jed Lowrie,Yunel Escobar,Tim Anderson,Mike Trout,Matt Joyce,Jaff Decker
Max Scherzer,Adam Conley,Evan Gattis,Yuli Gurriel,Cory Spangenberg,Mike Moustakas,Carlos Correa,Mike Trout,George Springer,Josh Reddick
Max Scherzer,Robbie Ray,Martin Maldonado,Albert Pujols,Jed Lowrie,Mike Moustakas,Andrelton Simmons,Mike Trout,Kole Calhoun,Joey Rickard
Max Scherzer,Chase Anderson,Evan Gattis,CJ Cron,Danny Espinosa,Yunel Escobar,Tim Anderson,Mike Trout,Kole Calhoun,Jaff Decker
Max Scherzer,Blake Snell,Chris Iannetta,Albert Pujols,Cory Spangenberg,Yunel Escobar,Jordy Mercer,Mike Trout,Cameron Maybin,Kole Calhoun
Max Scherzer,Robbie Ray,Evan Gattis,Eric Hosmer,Tyler Saladino,Alex Bregman,Carlos Correa,George Springer,Josh Reddick,Jaff Decker
Carlos Carrasco,Robbie Ray,Evan Gattis,Albert Pujols,Tyler Saladino,Yunel Escobar,Andrelton Simmons,Mike Trout,Cameron Maybin,Josh Reddick
Max Scherzer,Robbie Ray,Geovany Soto,Freddie Freeman,Tyler Saladino,Todd Frazier,Tim Anderson,Mike Trout,Avisail Garcia,Jaff Decker
Max Scherzer,Jameson Taillon,Evan Gattis,Yuli Gurriel,Tyler Saladino,Alex Bregman,Tim Anderson,Mike Trout,Carlos Beltran,Josh Reddick
Max Scherzer,Blake Snell,Stephen Vogt,CJ Cron,Danny Espinosa,Yunel Escobar,Andrelton Simmons,Mike Trout,Josh Reddick,Matt Joyce
Robbie Ray,Blake Snell,Evan Gattis,Freddie Freeman,Jose Altuve,Yunel Escobar,Carlos Correa,Mike Trout,Carlos Beltran,Josh Reddick
Max Scherzer,Robbie Ray,Salvador Perez,Eric Hosmer,Tyler Saladino,Mike Moustakas,Andrelton Simmons,Mike Trout,Brandon Moss,Jorge Bonifacio
Max Scherzer,Robbie Ray,Martin Maldonado,Albert Pujols,Danny Espinosa,Yunel Escobar,Carlos Correa,Mike Trout,Matt Joyce,Jaff Decker
Max Scherzer,Adam Conley,Stephen Vogt,Yuli Gurriel,Jose Altuve,Alex Bregman,Carlos Correa,Mike Trout,Carlos Beltran,Jaff Decker
Max Scherzer,Adam Conley,Yasmani Grandal,Albert Pujols,Whit Merrifield,Yunel Escobar,Andrelton Simmons,Mike Trout,Cameron Maybin,Kevin Pillar
Carlos Carrasco,Robbie Ray,Stephen Vogt,Albert Pujols,Danny Espinosa,Mike Moustakas,Tim Anderson,Mike Trout,Cameron Maybin,Kole Calhoun
Max Scherzer,Carlos Carrasco,Stephen Vogt,Yonder Alonso,Tyler Saladino,Manny Machado,Corey Seager,Khris Davis,Matt Joyce,Jaff Decker
Max Scherzer,Carlos Carrasco,Stephen Vogt,Albert Pujols,Jed Lowrie,Trevor Plouffe,Andrelton Simmons,Khris Davis,Josh Reddick,Jaff Decker
Max Scherzer,Carlos Carrasco,Francisco Cervelli,Jose Osuna,Josh Harrison,Mike Moustakas,Jordy Mercer,Mike Trout,Andrew McCutchen,Jaff Decker
Robbie Ray,Jameson Taillon,Stephen Vogt,CJ Cron,Jose Altuve,Yunel Escobar,Carlos Correa,Mike Trout,Cameron Maybin,Kole Calhoun
Max Scherzer,Jacob deGrom,Stephen Vogt,Ryon Healy,Jose Altuve,Mike Moustakas,Andrelton Simmons,Khris Davis,Matt Joyce,Jaff Decker
Max Scherzer,Adam Conley,Chris Iannetta,Freddie Freeman,Danny Espinosa,Yunel Escobar,Andrelton Simmons,Mike Trout,Kole Calhoun,Joey Rickard
