"Charlie Blackmon_COL","Nolan Arenado_COL","Ian Desmond_COL","Jose Abreu_CWS","Jonathan Schoop_BAL","Miguel Sano_MIN","Max Kepler_MIN","Melky Cabrera_CWS","Todd Frazier_CWS","Chris Davis_BAL","Adrian Beltre_TEX","Mike Napoli_TEX","Mike Trout_LAA","David Dahl_COL","Shin-Soo Choo_TEX","Carlos Gomez_TEX","Andrelton Simmons_LAA","Rougned Odor_TEX","Mark Reynolds_COL","Eddie Rosario_MIN","Nomar Mazara_TEX","Raimel Tapia_COL","Joe Mauer_MIN","Brian Dozier_MIN","Cameron Maybin_LAA","Curtis Granderson_NYM","Gerardo Parra_COL","DJ LeMahieu_COL","Mark Trumbo_BAL","Elvis Andrus_TEX","Delino DeShields_TEX","Joey Gallo_TEX","Carlos Gonzalez_COL","Trevor Story_COL","Eduardo Escobar_MIN","Manny Machado_BAL","Daniel Palka_MIN","Lucas Duda_NYM","Michael Conforto_NYM","CJ Cron_LAA","Avisail Garcia_CWS","Yolmer Sanchez_CWS","Stephen Cardullo_COL","Pat Valaika_COL","Adam Engel_CWS","Yoan Moncada_CWS","Trey Mancini_BAL","Tommy Pham_STL","Matt Davidson_CWS","Willy Garcia_CWS","Robbie Grossman_MIN","Byron Buxton_MIN","Jay Bruce_NYM","Yoenis Cespedes_NYM","Albert Pujols_LAA","Robinson Chirinos_TEX","Eric Young_LAA","Jefry Marte_LAA","Leury Garcia_CWS","Tyler Saladino_CWS","Jacob May_CWS","Kennys Vargas_MIN","Dexter Fowler_STL","Jedd Gyorko_STL","Yunel Escobar_LAA","Kole Calhoun_LAA","Dustin Garneau_COL","Alen Hanson_CWS","Jordan Patterson_COL","Tim Anderson_CWS","Joey Rickard_BAL","Matt Carpenter_STL","Aledmys Diaz_STL","Nick Franklin_LAA","Mike Tauchman_COL","Seth Smith_BAL","Caleb Joseph_BAL","David Wright_NYM","Asdrubal Cabrera_NYM","TJ Rivera_NYM","Charlie Tilson_CWS","Craig Gentry_BAL","Jorge Polanco_MIN","Neil Walker_NYM","Travis d'Arnaud_NYM","Wilmer Flores_NYM","Paul DeJong_STL","Jonathan Lucroy_TEX","Ben Revere_LAA","Jurickson Profar_TEX","JJ Hardy_BAL","Adam Jones_BAL","Jose Reyes_NYM","Stephen Piscotty_STL","Luis Valbuena_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Omar Narvaez_CWS","Tom Murphy_COL","Chris Gimenez_MIN","Jason Castro_MIN","Yadier Molina_STL","Chad Huffman_STL","Martin Maldonado_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Welington Castillo_BAL","Jose Martinez_STL","Ryan Hanigan_COL","Kevan Smith_CWS","Shane Robinson_LAA","David Fletcher_LAA","Geovany Soto_CWS","Cody Asche_CWS","Tony Wolters_COL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Kolten Wong_STL","Amed Rosario_NYM","Kaleb Cowart_LAA","Hanser Alberto_TEX","Nolan Fontana_LAA","Grant Green_CWS","Zack Collins_CWS","Paul Janish_BAL","Ehire Adrianza_MIN","Rene Rivera_NYM","Luke Voit_STL","Greg Garcia_STL","Brandon Nimmo_NYM","Harrison Bader_STL","Drew Stubbs_TEX","Randal Grichuk_STL","Alex Mejia_STL","Cliff Pennington_LAA","Carlos Perez_LAA","Ronald Guzman_TEX","Juan Lagares_NYM","Gavin Cecchini_NYM","Juan Graterol_LAA","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Magneuris Sierra_STL","Drew Robinson_TEX","Carson Kelly_STL","Eric Fryer_STL","Danny Espinosa_LAA"
70.2935748462064,10.7465753424658,8.50724637681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2659846547315,0,0,28.5588235294118,0,0,0,0,13.5862068965517,9.46790890269151,0,0,0,0,6.53497267759563,1.91320864991233,0,0,0,0,0,0,0,0,5.4,9.18095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7375,0,0,0,4.25555555555556,0,0,0,0,0,18.5719806763285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7465753424658,67.3677375256323,20.7548566142461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0882352941176,0,0,7.58455882352941,0,0,0,0,-1.6633064516129,10.9507246376812,0,0,0,0,1.46101694915254,10.4839685420448,0,0,0,0,0,0,0,0,14.05,38.5192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,0,0,0,17.1636363636364,0,0,0,0,0,-1.55505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50724637681159,20.7548566142461,53.4489795918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85191637630662,0,0,28.7424242424242,0,0,0,0,-20.0681818181818,7.94449583718779,0,0,0,0,4.60336134453781,1.57575757575758,0,0,0,0,0,0,0,0,0,-25.9469696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,0,10.6555555555556,0,0,0,0,0,-5.80153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,57.2605633802817,0,0,0,21.7998244073749,1.40877842411423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5868055555556,7.98933143669986,0,0,-12.4640522875817,0,0,0,18.4589985486212,-0.484210526315789,0,0,0,0,0,0,0,0,-10.2682926829268,6.625,1.98214285714286,0,0,0,0,0,0,24.9642857142857,0,4.10497091485986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09655172413793,0,0,-12.8055555555556,16.8076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,56.3544788544789,0,0,0,0,5.23993506493507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237262737262737,0,0,0,0,0,0,4.91077378748612,0,0,0,0,0,0,0,0,0,0,14.5291353383459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68333333333333,0,0,0,0,3.67021276595745,-0.836693548387097,0,0,0,0,2.48076923076923,0,0,0,0,0,0,0,0,12.4609800362976,12.8072434607646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485198889916744,0,0,0,0,0,0,0,0,-187.5,-9.66666666666667,0,0,0,0,0,0,0,0,0,2.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3106060606061,0,0,0,0,0,0,0,0,0
0,0,0,0,0,78.7053571428571,30.3291404612159,0,0,0,0,0,0,0,0,0,0,0,0,-3.54825834542816,0,0,20.1806966618287,-0.455232909860859,0,0,0,0,0,0,0,0,0,0,20.8566066066066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0602836879433,13.7487468671679,0,0,0,0,0,0,0,0,0,7.38405797101449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1069387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27142857142857,4.08615221987315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,30.3291404612159,60.0819672131148,0,0,0,0,0,0,0,0,0,0,0,0,15.562074829932,0,0,19.3039832285115,19.1319865319865,0,0,0,0,0,0,0,0,0,0,17.5098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4341085271318,6.26,0,0,0,0,0,0,0,0,0,10.4437229437229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3108233117484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0625,6.72777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.7998244073749,0,0,0,44.0745950554135,4.61864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20409836065574,5.61593172119488,0,0,7.06862745098039,0,0,0,14.9047058823529,11.3921568627451,0,0,0,0,0,0,0,0,-7.01012145748988,0.575098814229249,-2.8,0,0,0,0,0,0,74.0178571428571,0,2.64726775956284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84126984126984,0,0,-7.88888888888889,9.65909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.40877842411423,0,0,0,4.61864406779661,59.6774193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8535353535354,0.49047619047619,0,0,12.2757352941176,0,0,0,5.82070707070707,1.35294117647059,0,0,0,0,0,0,0,0,-0.351260504201681,4.40058479532164,6.56666666666667,0,0,0,0,0,0,-8.16666666666667,0,20.6737373737374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09605911330049,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44586894586895,0,0,14.7083333333333,7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.23993506493507,0,0,0,0,70.8477443609023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6372180451128,0,0,0,0,0,0,-2.28882438316401,0,0,0,0,0,0,0,0,0,0,10.0761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0661764705882,0,0,0,0,7.66382575757576,7.52307692307692,0,0,0,0,3.80952380952381,0,0,0,0,0,0,0,0,13.39592760181,20.1121568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8870967741935,0,0,0,0,0,0,0,0,50,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.3333333333333,0,0,0,0,0,0,0,0,0
