"Mike Trout_LAA","Ryan Braun_MIL","Robinson Cano_SEA","Eric Thames_MIL","Jean Segura_SEA","Jose Abreu_CWS","Corey Seager_LAD","Nelson Cruz_SEA","Wil Myers_SD","Jonathan Villar_MIL","Cody Bellinger_LAD","Yonder Alonso_OAK","Keon Broxton_MIL","Travis Shaw_MIL","Buster Posey_SF","Ben Gamel_SEA","Justin Turner_LAD","Todd Frazier_CWS","Avisail Garcia_CWS","Hernan Perez_MIL","Domingo Santana_MIL","Joc Pederson_LAD","Yasiel Puig_LAD","Albert Pujols_LAA","Yunel Escobar_LAA","Rajai Davis_OAK","Kyle Seager_SEA","Hunter Pence_SF","Trevor Plouffe_OAK","Matt Joyce_OAK","Khris Davis_OAK","Ryon Healy_OAK","Manuel Margot_SD","Adrian Gonzalez_LAD","Eduardo Nunez_SF","Brandon Belt_SF","Yasmani Grandal_LAD","Luis Valbuena_LAA","Cameron Maybin_LAA","Jed Lowrie_OAK","Mitch Haniger_SEA","Marcus Semien_OAK","Logan Forsythe_LAD","Melky Cabrera_CWS","CJ Cron_LAA","Danny Valencia_SEA","Taylor Motter_SEA","Ryan Schimpf_SD","Denard Span_SF","Jefry Marte_LAA","Leury Garcia_CWS","Leonys Martin_SEA","Nick Franklin_MIL","Alex Dickerson_SD","Chase Utley_LAD","Ben Revere_LAA","Matt Davidson_CWS","Kole Calhoun_LAA","Tim Anderson_CWS","Jarrod Dyson_SEA","Jesus Aguilar_MIL","Jett Bandy_MIL","Orlando Arcia_MIL","Cory Spangenberg_SD","Franklin Gutierrez_LAD","Scott Van Slyke_LAD","Brandon Crawford_SF","Joe Panik_SF","Christian Arroyo_SF","Yangervis Solarte_SD","Hunter Renfroe_SD","Andre Ethier_LAD","Chris Taylor_LAD","Tyler Saladino_CWS","Mike Zunino_SEA","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Travis Jankowski_SD","Trayce Thompson_LAD","Jarrett Parker_SF","Austin Barnes_LAD","Charlie Tilson_CWS","Stephen Vogt_OAK","Josh Phegley_OAK","Mark Canha_OAK","Guillermo Heredia_SEA","Matt Szczur_SD","Eric Sogard_MIL","Austin Hedges_SD","Kike Hernandez_LAD","Andrew Toles_LAD","Andrelton Simmons_LAA","Aaron Hill_SF","Nick Hundley_SF","Rob Segedin_LAD","Mac Williamson_SF","Danny Espinosa_LAA","Shawn O'Malley_SEA","Erick Aybar_SD","Christian Bethancourt_SD","Kelby Tomlinson_SF","Jacob May_CWS","Carlos Ruiz_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Boog Powell_SEA","Yolmer Sanchez_CWS","Cody Asche_CWS","Adam Rosales_OAK","Tuffy Gosewisch_SEA","Bruce Maxwell_OAK","Chad Pinder_OAK","Luis Sardinas_SD","Allen Cordoba_SD","Brett Eibner_LAD","Geovany Soto_CWS","Martin Maldonado_LAA","Juan Graterol_LAA","Omar Narvaez_CWS","Willy Garcia_CWS","Jabari Blash_SD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Carlos Perez_LAA","Jaff Decker_OAK","Mike Freeman_SEA","Daniel Vogelbach_SEA","Hector Sanchez_SD","Justin Ruggiano_SF","Drew Stubbs_SF","Kevan Smith_CWS","Michael Morse_SF","Cliff Pennington_LAA","Tim Federowicz_SF","Zack Collins_CWS","Matt Olson_OAK","Luis Torrens_SD","Chris Marrero_SF"
43.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66.4266666666667,0,25.8996212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.3185483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.8996212121212,0,91.7903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,60.2559139784946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1153143274853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,52.5383244206774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,62.9919786096257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65.2417417417417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,64.3647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
