"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","RankTargets","RollingTargetPctg"
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6500,"GB@Atl 00:00PM ET","Atl","Devonta","Freeman","GB",18.88,18.7,22,28,1,3,5,3,0.113821138211382
"TE","Greg Olsen (0000000)","Greg Olsen",0,6500,"Ari@Car 00:00PM ET","Car","Greg","Olsen","Ari",17.72,12,39,62,2,1,2,1,0.26271186440678
"WR","Randall Cobb (0000000)","Randall Cobb",0,6400,"GB@Atl 00:00PM ET","GB","Randall","Cobb","Atl",0,0,41,58,3,1,3,1,0.23015873015873
"RB","Matt Forte (0000000)","Matt Forte",0,6400,"NYJ@Cle 00:00PM ET","NYJ","Matt","Forte","Cle",16.6,15.8,19,26,1,4,4,4,0.104
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,6400,"Det@Hou 00:00PM ET","Det","Matthew","Stafford","Hou",19.05,18,NA,NA,NA,NA,NA,NA,NA
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,6300,"Was@Cin 00:00PM ET","Was","Kirk","Cousins","Cin",17.11,18.7,NA,NA,NA,NA,NA,NA,NA
"RB","Lamar Miller (0000000)","Lamar Miller",0,6300,"Det@Hou 00:00PM ET","Hou","Lamar","Miller","Det",15.56,13.5,21,26,1,3,4,5,0.0977443609022556
"WR","Julian Edelman (0000000)","Julian Edelman",0,6300,"NE@Buf 00:00PM ET","NE","Julian","Edelman","Buf",16.68,13.5,39,58,0,1,6,1,0.25
"QB","Andy Dalton (0000000)","Andy Dalton",0,6200,"Was@Cin 00:00PM ET","Cin","Andy","Dalton","Was",18.33,19.3,NA,NA,NA,NA,NA,NA,NA
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,6200,"NYJ@Cle 00:00PM ET","NYJ","Ryan","Fitzpatrick","Cle",17.12,20.2,NA,NA,NA,NA,NA,NA,NA
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6200,"SD@Den 00:00PM ET","Den","Demaryius","Thomas","SD",14.78,15.9,39,65,4,2,1,2,0.273109243697479
"QB","Blake Bortles (0000000)","Blake Bortles",0,6100,"Jax@Ten 00:00PM ET","Jax","Blake","Bortles","Ten",18.07,17.1,NA,NA,NA,NA,NA,NA,NA
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,6100,"NYJ@Cle 00:00PM ET","Cle","Terrelle","Pryor","NYJ",17.1,15.9,37,66,3,1,1,1,0.264
"QB","Philip Rivers (0000000)","Philip Rivers",0,6100,"SD@Den 00:00PM ET","SD","Philip","Rivers","Den",15.01,15.9,NA,NA,NA,NA,NA,NA,NA
"RB","Doug Martin (0000000)","Doug Martin",0,6100,"Oak@TB 00:00PM ET","TB","Doug","Martin","Oak",0,0,5,5,0,8,6,9,0.0213675213675214
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,6100,"Sea@NO 00:00PM ET","Sea","Jimmy","Graham","NO",17.8,11.9,27,41,1,2,2,2,0.192488262910798
"WR","Will Fuller (0000000)","Will Fuller",0,6000,"Det@Hou 00:00PM ET","Hou","Will","Fuller","Det",16.3,13.4,24,47,2,2,2,2,0.176691729323308
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6000,"KC@Ind 00:00PM ET","KC","Jeremy","Maclin","Ind",13.59,15.2,27,45,1,1,3,1,0.212264150943396
"QB","Carson Palmer (0000000)","Carson Palmer",0,6000,"Ari@Car 00:00PM ET","Ari","Carson","Palmer","Car",18.19,19.5,NA,NA,NA,NA,NA,NA,NA
"QB","Derek Carr (0000000)","Derek Carr",0,5900,"Oak@TB 00:00PM ET","Oak","Derek","Carr","TB",18.78,19,NA,NA,NA,NA,NA,NA,NA
"RB","C.J. Anderson (0000000)","C.J. Anderson",0,5900,"SD@Den 00:00PM ET","Den","C.J.","Anderson","SD",0,0,17,25,2,3,3,3,0.105042016806723
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,5900,"Jax@Ten 00:00PM ET","Ten","Marcus","Mariota","Jax",18.34,16.5,NA,NA,NA,NA,NA,NA,NA
"TE","Jordan Reed (0000000)","Jordan Reed",0,5900,"Was@Cin 00:00PM ET","Was","Jordan","Reed","Cin",14.47,13.4,35,46,2,1,2,3,0.167883211678832
"WR","Alshon Jeffery (0000000)","Alshon Jeffery",0,5900,"Min@Chi 00:00PM ET","Chi","Alshon","Jeffery","Min",13.58,16.4,32,57,0,2,5,1,0.215094339622642
"QB","Dak Prescott (0000000)","Dak Prescott",0,5800,"Phi@Dal 00:00PM ET","Dal","Dak","Prescott","Phi",17.34,16.7,NA,NA,NA,NA,NA,NA,NA
"WR","Willie Snead (0000000)","Willie Snead",0,5800,"Sea@NO 00:00PM ET","NO","Willie","Snead","Sea",14.34,13.6,28,35,2,3,3,4,0.130111524163569
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers",0,5800,"Oak@TB 00:00PM ET","TB","Jacquizz","Rodgers","Oak",14.91,15,9,12,0,6,6,6,0.0512820512820513
"QB","Alex Smith (0000000)","Alex Smith",0,5800,"KC@Ind 00:00PM ET","KC","Alex","Smith","Ind",16.33,19.5,0,1,0,14,5,14,0.00471698113207547
"QB","Jameis Winston (0000000)","Jameis Winston",0,5700,"Oak@TB 00:00PM ET","TB","Jameis","Winston","Oak",18.79,21.8,NA,NA,NA,NA,NA,NA,NA
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,5700,"SD@Den 00:00PM ET","SD","Melvin","Gordon","Den",17.29,13.9,20,27,2,3,2,6,0.108
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,5700,"Phi@Dal 00:00PM ET","Phi","Jordan","Matthews","Dal",11.42,15.1,25,41,2,1,1,1,0.232954545454545
"QB","Geno Smith (0000000)","Geno Smith",0,5700,"NYJ@Cle 00:00PM ET","NYJ","Geno","Smith","Cle",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tony Romo (0000000)","Tony Romo",0,5600,"Phi@Dal 00:00PM ET","Dal","Tony","Romo","Phi",0,0,NA,NA,NA,NA,NA,NA,NA
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,5600,"Min@Chi 00:00PM ET","Min","Stefon","Diggs","Chi",14.23,13.7,27,40,1,1,3,2,0.196078431372549
"RB","Jamaal Charles (0000000)","Jamaal Charles",0,5500,"KC@Ind 00:00PM ET","KC","Jamaal","Charles","Ind",0,0,2,3,0,10,5,11,0.0141509433962264
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5400,"Det@Hou 00:00PM ET","Hou","Brock","Osweiler","Det",16.79,17.6,NA,NA,NA,NA,NA,NA,NA
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,5400,"KC@Ind 00:00PM ET","Ind","Donte","Moncrief","KC",10.2,13.4,7,10,1,9,5,9,0.0347222222222222
"WR","Ty Montgomery (0000000)","Ty Montgomery",0,5300,"GB@Atl 00:00PM ET","GB","Ty","Montgomery","Atl",15.91,15.3,21,27,0,4,5,4,0.107142857142857
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,5300,"NE@Buf 00:00PM ET","NE","LeGarrette","Blount","Buf",13.17,11.2,6,6,0,7,6,8,0.0258620689655172
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,5300,"Was@Cin 00:00PM ET","Was","DeSean","Jackson","Cin",11.3,12.7,27,55,1,4,3,1,0.200729927007299
"QB","Kevin Hogan (0000000)","Kevin Hogan",0,5300,"NYJ@Cle 00:00PM ET","Cle","Kevin","Hogan","NYJ",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,5200,"NE@Buf 00:00PM ET","Buf","Tyrod","Taylor","NE",18.83,16.1,NA,NA,NA,NA,NA,NA,NA
"QB","Josh McCown (0000000)","Josh McCown",0,5200,"NYJ@Cle 00:00PM ET","Cle","Josh","McCown","NYJ",14.45,17.3,NA,NA,NA,NA,NA,NA,NA
"RB","Giovani Bernard (0000000)","Giovani Bernard",0,5200,"Was@Cin 00:00PM ET","Cin","Giovani","Bernard","Was",14.31,12.3,34,41,1,2,3,3,0.163346613545817
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,5200,"SD@Den 00:00PM ET","SD","Travis","Benjamin","Den",10.33,10.1,35,52,2,1,2,1,0.208
"WR","Golden Tate (0000000)","Golden Tate",0,5100,"Det@Hou 00:00PM ET","Det","Golden","Tate","Hou",12.75,12.8,31,57,2,3,4,2,0.228915662650602
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,5100,"GB@Atl 00:00PM ET","Atl","Tevin","Coleman","GB",0,0,19,24,1,5,5,5,0.0975609756097561
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5100,"SD@Den 00:00PM ET","Den","Trevor","Siemian","SD",15.03,16.7,NA,NA,NA,NA,NA,NA,NA
"QB","Carson Wentz (0000000)","Carson Wentz",0,5100,"Phi@Dal 00:00PM ET","Phi","Carson","Wentz","Dal",16.52,16.7,NA,NA,NA,NA,NA,NA,NA
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Jax@Ten 00:00PM ET","Jax","Chad","Henne","Ten",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Jax@Ten 00:00PM ET","Jax","Brandon","Allen","Ten",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Was@Cin 00:00PM ET","Was","Colt","McCoy","Cin",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Was@Cin 00:00PM ET","Cin","AJ","McCarron","Was",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Was@Cin 00:00PM ET","Cin","Jeff","Driskel","Was",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Was@Cin 00:00PM ET","Was","Nate","Sudfeld","Cin",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"KC@Ind 00:00PM ET","Ind","Scott","Tolzien","KC",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"KC@Ind 00:00PM ET","KC","Nick","Foles","Ind",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"KC@Ind 00:00PM ET","KC","Tyler","Bray","Ind",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"Oak@TB 00:00PM ET","TB","Mike","Glennon","Oak",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"Oak@TB 00:00PM ET","TB","Ryan","Griffin","Oak",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@TB 00:00PM ET","Oak","Matt","McGloin","TB",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@TB 00:00PM ET","Oak","Connor","Cook","TB",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"Sea@NO 00:00PM ET","NO","Luke","McCown","Sea",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Sea@NO 00:00PM ET","Sea","Trevone","Boykin","NO",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","Mark Ingram (0000000)","Mark Ingram",0,5000,"Sea@NO 00:00PM ET","NO","Mark","Ingram","Sea",13.51,13.2,21,25,2,4,3,6,0.0929368029739777
"WR","Michael Thomas (0000000)","Michael Thomas",0,5000,"Sea@NO 00:00PM ET","NO","Michael","Thomas","Sea",13.62,12.3,38,50,3,1,2,1,0.185873605947955
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Det@Hou 00:00PM ET","Det","Dan","Orlovsky","Hou",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Det@Hou 00:00PM ET","Hou","Brandon","Weeden","Det",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Det@Hou 00:00PM ET","Hou","Tom","Savage","Det",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","Theo Riddick (0000000)","Theo Riddick",0,5000,"Det@Hou 00:00PM ET","Det","Theo","Riddick","Hou",11.51,13.8,27,33,3,4,3,4,0.132530120481928
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"NYJ@Cle 00:00PM ET","NYJ","Bryce","Petty","Cle",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"NYJ@Cle 00:00PM ET","Cle","Cody","Kessler","NYJ",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"NYJ@Cle 00:00PM ET","NYJ","Christian","Hackenberg","Cle",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"GB@Atl 00:00PM ET","Atl","Matt","Schaub","GB",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"GB@Atl 00:00PM ET","GB","Brett","Hundley","Atl",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"NE@Buf 00:00PM ET","Buf","EJ","Manuel","NE",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5000,"NE@Buf 00:00PM ET","NE","Jimmy","Garoppolo","Buf",0,0,1,1,0,10,6,11,0.00431034482758621
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"NE@Buf 00:00PM ET","Buf","Cardale","Jones","NE",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"SD@Den 00:00PM ET","SD","Kellen","Clemens","Den",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Jax@Ten 00:00PM ET","Ten","Matt","Cassel","Jax",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"SD@Den 00:00PM ET","Den","Paxton","Lynch","SD",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"Ari@Car 00:00PM ET","Car","Derek","Anderson","Ari",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"Ari@Car 00:00PM ET","Ari","Drew","Stanton","Car",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Ari@Car 00:00PM ET","Car","Joe","Webb","Ari",0,0,1,1,0,10,8,10,0.00423728813559322
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Phi@Dal 00:00PM ET","Dal","Mark","Sanchez","Phi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Phi@Dal 00:00PM ET","Phi","Chase","Daniel","Dal",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jay Cutler (0000000)","Jay Cutler",0,5000,"Min@Chi 00:00PM ET","Chi","Jay","Cutler","Min",14.96,16.8,NA,NA,NA,NA,NA,NA,NA
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Min@Chi 00:00PM ET","Min","Shaun","Hill","Chi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5000,"Min@Chi 00:00PM ET","Chi","Brian","Hoyer","Min",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Sam Bradford (0000000)","Sam Bradford",0,5000,"Min@Chi 00:00PM ET","Min","Sam","Bradford","Chi",15.51,15.7,0,0,0,13,5,14,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"Min@Chi 00:00PM ET","Chi","Matt","Barkley","Min",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"SD@Den 00:00PM ET","Den","Austin","Davis","SD",0,0,NA,NA,NA,NA,NA,NA,NA
"TE","Travis Kelce (0000000)","Travis Kelce",0,4900,"KC@Ind 00:00PM ET","KC","Travis","Kelce","Ind",12.78,13.3,27,35,2,1,2,2,0.165094339622642
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,4900,"Ari@Car 00:00PM ET","Car","Jonathan","Stewart","Ari",12.05,10.9,3,5,0,9,8,9,0.0211864406779661
"WR","Davante Adams (0000000)","Davante Adams",0,4900,"GB@Atl 00:00PM ET","GB","Davante","Adams","Atl",16.41,12.7,30,48,5,2,1,3,0.19047619047619
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4800,"NYJ@Cle 00:00PM ET","NYJ","Quincy","Enunwa","Cle",10.48,10,32,49,2,1,1,2,0.196
"RB","James White (0000000)","James White",0,4800,"NE@Buf 00:00PM ET","NE","James","White","Buf",10.68,12.4,28,41,3,2,2,2,0.176724137931034
"WR","Cameron Meredith (0000000)","Cameron Meredith",0,4800,"Min@Chi 00:00PM ET","Chi","Cameron","Meredith","Min",10.82,13.2,28,41,1,4,3,3,0.154716981132075
"WR","Allen Hurns (0000000)","Allen Hurns",0,4800,"Jax@Ten 00:00PM ET","Jax","Allen","Hurns","Ten",10.68,11.3,24,45,1,3,3,2,0.184426229508197
"WR","Cole Beasley (0000000)","Cole Beasley",0,4800,"Phi@Dal 00:00PM ET","Dal","Cole","Beasley","Phi",9.83,9.2,33,42,3,1,1,2,0.223404255319149
"WR","Tyrell Williams (0000000)","Tyrell Williams",0,4700,"SD@Den 00:00PM ET","SD","Tyrell","Williams","Den",11.33,11,31,46,2,2,2,2,0.184
"WR","John Brown (0000000)","John Brown",0,4700,"Ari@Car 00:00PM ET","Ari","John","Brown","Car",12.82,12.5,24,47,0,3,4,2,0.164335664335664
"TE","Delanie Walker (0000000)","Delanie Walker",0,4700,"Jax@Ten 00:00PM ET","Ten","Delanie","Walker","Jax",13.34,10.4,25,39,3,2,1,2,0.165254237288136
"RB","Frank Gore (0000000)","Frank Gore",0,4700,"KC@Ind 00:00PM ET","Ind","Frank","Gore","KC",14,11,22,28,2,3,3,4,0.0972222222222222
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,4600,"Was@Cin 00:00PM ET","Was","Jamison","Crowder","Cin",10.36,11.6,31,43,3,2,1,4,0.156934306569343
"WR","Corey Coleman (0000000)","Corey Coleman",0,4500,"NYJ@Cle 00:00PM ET","Cle","Corey","Coleman","NYJ",0,0,7,12,2,7,2,7,0.048
"RB","Latavius Murray (0000000)","Latavius Murray",0,4500,"Oak@TB 00:00PM ET","Oak","Latavius","Murray","TB",12.28,10.2,12,17,0,6,6,6,0.0625
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,4500,"Was@Cin 00:00PM ET","Cin","Jeremy","Hill","Was",9.96,10.8,7,11,0,7,4,6,0.0438247011952191
"WR","Chris Hogan (0000000)","Chris Hogan",0,4400,"NE@Buf 00:00PM ET","NE","Chris","Hogan","Buf",8.48,7.2,15,26,1,5,5,4,0.112068965517241
"RB","Jordan Howard (0000000)","Jordan Howard",0,4400,"Min@Chi 00:00PM ET","Chi","Jordan","Howard","Min",11.22,9.6,15,22,1,6,3,6,0.0830188679245283
"RB","James Starks (0000000)","James Starks",0,4300,"GB@Atl 00:00PM ET","GB","James","Starks","Atl",0,0,6,10,0,6,5,7,0.0396825396825397
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,4300,"Was@Cin 00:00PM ET","Cin","Brandon","LaFell","Was",9.78,8.2,27,44,4,3,1,2,0.175298804780877
"RB","Matt Jones (0000000)","Matt Jones",0,4200,"Was@Cin 00:00PM ET","Was","Matt","Jones","Cin",0,0,9,11,0,7,8,7,0.0401459854014599
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4200,"Det@Hou 00:00PM ET","Det","Anquan","Boldin","Hou",10.26,9.6,34,43,5,1,1,3,0.172690763052209
"WR","Michael Floyd (0000000)","Michael Floyd",0,4100,"Ari@Car 00:00PM ET","Ari","Michael","Floyd","Car",7.11,9.6,20,43,3,4,2,4,0.15034965034965
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4100,"Was@Cin 00:00PM ET","Cin","Tyler","Eifert","Was",12.68,9.1,1,2,0,9,4,9,0.00796812749003984
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,4100,"GB@Atl 00:00PM ET","Atl","Mohamed","Sanu","GB",9.63,13.2,24,42,2,2,3,2,0.170731707317073
"WR","Robert Woods (0000000)","Robert Woods",0,4000,"NE@Buf 00:00PM ET","Buf","Robert","Woods","NE",10.73,12.2,25,39,1,2,3,2,0.198979591836735
"TE","Martellus Bennett (0000000)","Martellus Bennett",0,4000,"NE@Buf 00:00PM ET","NE","Martellus","Bennett","Buf",9.58,0,28,40,4,2,1,3,0.172413793103448
"RB","Jerick McKinnon (0000000)","Jerick McKinnon",0,4000,"Min@Chi 00:00PM ET","Min","Jerick","McKinnon","Chi",0,0,8,14,0,6,5,7,0.0686274509803922
"WR","Kendall Wright (0000000)","Kendall Wright",0,4000,"Jax@Ten 00:00PM ET","Ten","Kendall","Wright","Jax",7.42,7.1,13,17,1,5,5,6,0.0720338983050847
