"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","30000"
"3","3","15000"
"4","4","10000"
"5","5","5000"
"6","6","3000"
"7","7","2000"
"8","8","1000"
"9","10","700"
"11","15","500"
"16","20","350"
"21","30","250"
"31","50","150"
"51","75","100"
"76","125","70"
"126","225","50"
"226","500","35"
"501","1250","25"
"1251","2995","20"
"2996","6520","15"
"6521","14495","12"
