"Place_lo","Place_hi","Payout"
"1","1","2000"
"2","2","1500"
"3","3","1000"
"4","4","750"
"5","5","500"
"6","6","400"
"7","8","300"
"9","10","200"
"11","12","150"
"13","15","125"
"16","20","100"
"21","25","80"
"26","35","60"
"36","50","40"
"51","75","30"
"76","100","25"
"101","150","20"
"151","250","15"
"251","500","12"
"501","900","10"
"901","1450","8"
"1451","2250","6"
