"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"3B","Jake Lamb",5600,"MIL@ARI 10:10PM ET",10.458,"ARI","MIL",10.2,8.8,9.7,NA,"4","4",3
"1B","Paul Goldschmidt",5500,"MIL@ARI 10:10PM ET",11.111,"ARI","MIL",10.92,9.5,11.46,NA,"3","3",4
"OF","Aaron Judge",5400,"BAL@NYY 07:15PM ET",11.179,"NYY","BAL",8.54,9.9,10.13,NA,"3","3",32
"SS","Francisco Lindor",5100,"CWS@CLE 07:15PM ET",8.474,"CLE","CWS",10.77,9.5,11.55,NA,"2","2",2
"3B","Travis Shaw",5000,"MIL@ARI 10:10PM ET",9.453,"MIL","ARI",NA,0,NA,NA,"x","x",NA
"OF","Andrew Benintendi",4900,"DET@BOS 07:15PM ET",8.053,"BOS","DET",6.79,9.1,8.87,NA,"2","5",11
"C","Gary Sanchez",4900,"BAL@NYY 07:15PM ET",8.667,"NYY","BAL",7.37,9.3,10.65,NA,"6","6",32
"3B","Josh Donaldson",4900,"TOR@SEA 10:10PM ET",9.714,"TOR","SEA",9.36,8.1,2.18,NA,"2","2",2
"1B/OF","Eric Thames",4900,"MIL@ARI 10:10PM ET",9.8,"MIL","ARI",9.59,10.5,8.04,NA,"2","3",0
"OF","Brett Gardner",4800,"BAL@NYY 07:15PM ET",9.5,"NYY","BAL",7.79,9.1,9.45,NA,"1","1",5
"OF","Nelson Cruz",4800,"TOR@SEA 10:10PM ET",8.644,"SEA","TOR",8.04,7.4,8.84,NA,"4","4",5
"1B","Justin Smoak",4800,"TOR@SEA 10:10PM ET",8.467,"TOR","SEA",7.1,6.2,8.49,NA,"5","5",17
"OF","Domingo Santana",4800,"MIL@ARI 10:10PM ET",8.534,"MIL","ARI",7.73,9.1,7,NA,"3","2",4
"1B","Joey Votto",4800,"CIN@LAD 10:10PM ET",10.55,"CIN","LAD",6.42,7.7,7.22,NA,"3","3",6
"1B/OF","Cody Bellinger",4800,"CIN@LAD 10:10PM ET",9.023,"LAD","CIN",7.8,7.2,7.68,NA,"6","5",14
"1B","Matt Holliday",4700,"BAL@NYY 07:15PM ET",8.053,"NYY","BAL",7.15,8.6,9.88,NA,"4","4",30
"OF","Ryan Braun",4700,"MIL@ARI 10:10PM ET",8.581,"MIL","ARI",NA,0,NA,NA,"x","x",NA
