"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Anthony Rizzo",5600,"CHC@COL 08:40PM ET",8.625,"CHC","COL",9.62,12.5,11.13,NA,"3","3",0
"OF","Charlie Blackmon",5500,"CHC@COL 08:40PM ET",10.212,"COL","CHC",NA,NA,NA,NA,"1","x",NA
"3B","Kris Bryant",5500,"CHC@COL 08:40PM ET",10.094,"CHC","COL",11.29,13.9,11.09,NA,"2","2",21
"OF","Bryce Harper",5400,"WAS@BAL 07:05PM ET",13.448,"WAS","BAL",11.57,10.7,10.69,NA,"3","3",2
"3B","Nolan Arenado",5300,"CHC@COL 08:40PM ET",9.156,"COL","CHC",10.09,9.6,9.34,NA,"3","3",5
"SS","Trea Turner",5200,"WAS@BAL 07:05PM ET",9.5,"WAS","BAL",9.89,9.5,10.4,NA,"1","1",3
"OF","Mookie Betts",5200,"BOS@MIL 07:40PM ET",8.214,"BOS","MIL",9.07,9.1,10.55,NA,"1","1",37
"OF","Mike Trout",5100,"LAA@OAK 10:05PM ET",11,"LAA","OAK",NA,NA,NA,NA,"3","x",NA
"2B","Daniel Murphy",5000,"WAS@BAL 07:05PM ET",9.656,"WAS","BAL",9.69,8.3,8.55,NA,"5","5",16
"1B","Ryan Zimmerman",4900,"WAS@BAL 07:05PM ET",13,"WAS","BAL",9.34,7.3,8.27,NA,"4","4",5
"OF","Ryan Braun",4900,"BOS@MIL 07:40PM ET",9.538,"MIL","BOS",8.33,7.8,9.19,NA,"3","3",7
"2B","Jose Altuve",4900,"ATL@HOU 08:10PM ET",9.323,"HOU","ATL",10,9.4,10.38,NA,"3","3",7
"1B/OF","Hanley Ramirez",4800,"BOS@MIL 07:40PM ET",7.852,"BOS","MIL",NA,NA,NA,NA,"5","x",NA
"C","Gary Sanchez",4800,"NYY@CIN 07:10PM ET",7.111,"NYY","CIN",7.79,8.6,9.22,NA,"4","2",14
"SS","Carlos Correa",4800,"ATL@HOU 08:10PM ET",7.276,"HOU","ATL",8.55,9.1,8.65,NA,"4","4",18
"2B/OF","Ben Zobrist",4800,"CHC@COL 08:40PM ET",6.448,"CHC","COL",8.75,11,9.1,NA,"4","1",2
"OF","Ian Desmond",4800,"CHC@COL 08:40PM ET",8.714,"COL","CHC",8.65,8.4,7.79,NA,"5","5",8
"OF","Adam Eaton",4700,"WAS@BAL 07:05PM ET",10.13,"WAS","BAL",NA,0,NA,NA,"x","x",NA
"3B","Manny Machado",4700,"WAS@BAL 07:05PM ET",8.677,"BAL","WAS",6.48,7.3,7.9,NA,"3","3",3
"SS","Xander Bogaerts",4700,"BOS@MIL 07:40PM ET",7.63,"BOS","MIL",7.66,7.1,8.59,NA,"3","3",7
"1B","Joey Votto",4700,"NYY@CIN 07:10PM ET",10.781,"CIN","NYY",8.4,7.5,9.83,NA,"3","3",11
"1B","Paul Goldschmidt",4700,"DET@ARI 09:40PM ET",11.121,"ARI","DET",8.19,8.9,9.89,NA,"3","3",9
"OF","Kyle Schwarber",4700,"CHC@COL 08:40PM ET",6.903,"CHC","COL",NA,NA,NA,NA,"1","x",NA
"2B","Javier Baez",4700,"CHC@COL 08:40PM ET",6.714,"CHC","COL",8.52,10.8,7.62,NA,"7","6",16
"2B","Brian Dozier",4600,"MIN@CWS 08:10PM ET",8.462,"MIN","CWS",NA,NA,NA,NA,"1","x",NA
"3B","Anthony Rendon",4600,"WAS@BAL 07:05PM ET",8.267,"WAS","BAL",7.72,7.1,7.2,NA,"6","6",10
"1B","Eric Thames",4600,"BOS@MIL 07:40PM ET",11.833,"MIL","BOS",6.42,7.8,8.55,NA,"2","2",19
"OF","Aaron Judge",4600,"NYY@CIN 07:10PM ET",12.571,"NYY","CIN",8.75,8.1,7.69,NA,"6","5",5
"1B","Freddie Freeman",4600,"ATL@HOU 08:10PM ET",12.655,"ATL","HOU",8.41,10.8,8.59,NA,"3","3",0
"1B","Miguel Cabrera",4600,"DET@ARI 09:40PM ET",7.571,"DET","ARI",8.46,9.4,9.32,NA,"3","3",11
"OF","David Dahl",4600,"CHC@COL 08:40PM ET",0,"COL","CHC",NA,0,NA,NA,"x","x",NA
"SS","Trevor Story",4600,"CHC@COL 08:40PM ET",6.469,"COL","CHC",8.15,7.7,7.37,NA,"7","6",0
"1B","Jose Abreu",4500,"MIN@CWS 08:10PM ET",7.931,"CWS","MIN",7.97,7.6,8.71,NA,"3","3",7
"3B","Josh Donaldson",4500,"CLE@TOR 07:07PM ET",8.333,"TOR","CLE",NA,0,NA,NA,"x","x",NA
"SS","Francisco Lindor",4500,"CLE@TOR 07:07PM ET",9.645,"CLE","TOR",8.52,8.7,9.27,NA,"2","2",7
"OF","Jackie Bradley",4500,"BOS@MIL 07:40PM ET",4.938,"BOS","MIL",NA,NA,NA,NA,"7","x",NA
"OF","George Springer",4500,"ATL@HOU 08:10PM ET",8.536,"HOU","ATL",8.9,9.2,9.67,NA,"1","1",7
"OF","Nelson Cruz",4500,"SEA@PHI 07:05PM ET",9.406,"SEA","PHI",NA,NA,NA,NA,"4","x",NA
"OF","JD Martinez",4500,"DET@ARI 09:40PM ET",0,"DET","ARI",NA,0,NA,NA,"x","x",NA
"OF","Giancarlo Stanton",4500,"STL@MIA 07:10PM ET",9.613,"MIA","STL",9.33,7.9,8.58,NA,"4","4",6
"2B","DJ LeMahieu",4500,"CHC@COL 08:40PM ET",6.121,"COL","CHC",8.25,8.3,7.99,NA,"2","2",0
"OF","Carlos Gonzalez",4500,"CHC@COL 08:40PM ET",4.759,"COL","CHC",NA,NA,NA,NA,"4","x",NA
"OF","Jason Heyward",4500,"CHC@COL 08:40PM ET",6.643,"CHC","COL",NA,0,NA,NA,"x","x",NA
"OF","Andrew Benintendi",4400,"BOS@MIL 07:40PM ET",9.567,"BOS","MIL",9.47,9.6,9.03,NA,"4","4",17
"1B/OF","Jay Bruce",4400,"SF@NYM 07:10PM ET",9.933,"NYM","SF",8.66,7.1,7.32,NA,"3","3",7
"2B","Ian Kinsler",4400,"DET@ARI 09:40PM ET",7.269,"DET","ARI",NA,NA,NA,NA,"1","x",NA
"C","Willson Contreras",4400,"CHC@COL 08:40PM ET",5.222,"CHC","COL",8.28,10.4,2.03,NA,"6","7",7
"SS","Addison Russell",4400,"CHC@COL 08:40PM ET",7.333,"CHC","COL",8.61,10.7,1.94,NA,"5","5",6
"3B","Miguel Sano",4300,"MIN@CWS 08:10PM ET",10.828,"MIN","CWS",NA,NA,NA,NA,"3","x",NA
"2B","Robinson Cano",4300,"SEA@PHI 07:05PM ET",8.375,"SEA","PHI",8.44,8.1,8.8,NA,"3","3",21
"SS","Corey Seager",4300,"PIT@LAD 10:10PM ET",8.625,"LAD","PIT",8.28,8.5,8.41,NA,"2","2",7
"OF","Albert Almora",4300,"CHC@COL 08:40PM ET",4.75,"CHC","COL",7.41,9,7.08,NA,"9","9",7
"1B","Mark Reynolds",4300,"CHC@COL 08:40PM ET",9.719,"COL","CHC",8.46,8.4,7.73,NA,"6","4",6
"3B","Todd Frazier",4200,"MIN@CWS 08:10PM ET",6.5,"CWS","MIN",7.97,7.5,8.57,NA,"4","5",2
