"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"1B","Paul Goldschmidt",5100,"Ari@SD 09:10PM ET",8.938,"Ari",8.66,9.9,9.37,10,5
"1B","Wil Myers",4700,"Ari@SD 09:10PM ET",9.625,"SD",8.39,8.4,8.39,8,17
"OF","Nelson Cruz",4500,"Sea@Oak 10:05PM ET",6.625,"Sea",8.25,7.7,9.14,7.4,7
"2B","Robinson Cano",4400,"Sea@Oak 10:05PM ET",7.438,"Sea",8.56,8.1,8.71,8.2,5
"SS","Jean Segura",4400,"Sea@Oak 10:05PM ET",9.25,"Sea",NA,0,NA,0,NA
"3B","Kyle Seager",4100,"Sea@Oak 10:05PM ET",6.188,"Sea",7.96,7.6,7.8,8,0
"OF","AJ. Pollock",4100,"Ari@SD 09:10PM ET",8.333,"Ari",8.26,8.7,NA,9.5,5
"3B","Jake Lamb",4000,"Ari@SD 09:10PM ET",10.4,"Ari",5.85,5.6,7.22,6.4,3
"OF","Khris Davis",3900,"Sea@Oak 10:05PM ET",10.867,"Oak",7.2,6.9,7.64,7.8,11
"OF","Yasmany Tomas",3900,"Ari@SD 09:10PM ET",7.923,"Ari",6.98,8.3,7.09,8.1,3
"3B","Ryan Schimpf",3800,"Ari@SD 09:10PM ET",6,"SD",5.62,5.8,6.95,5,0
"OF","Rajai Davis",3700,"Sea@Oak 10:05PM ET",6.214,"Oak",7.04,7.5,8.82,7.5,12
"2B","Yangervis Solarte",3700,"Ari@SD 09:10PM ET",6.188,"SD",6.66,6.7,7.53,6.4,7
"OF","David Peralta",3700,"Ari@SD 09:10PM ET",7.214,"Ari",5.86,5.2,6.36,5.3,NA
"OF","Mitch Haniger",3600,"Sea@Oak 10:05PM ET",12,"Sea",6.76,7.8,7.8,6.3,2
"OF","Manuel Margot",3600,"Ari@SD 09:10PM ET",7.5,"SD",6.11,8.2,7.72,7.4,0
"3B","Trevor Plouffe",3500,"Sea@Oak 10:05PM ET",5.2,"Oak",5.16,6.4,6.13,6,18
"2B","Brandon Drury",3500,"Ari@SD 09:10PM ET",5.643,"Ari",5.78,6.5,6.09,6.6,3
"OF/SS","Chris Owings",3500,"Ari@SD 09:10PM ET",7.786,"Ari",5.88,7.3,7.13,7.1,3
"OF","Alex Dickerson",3500,"Ari@SD 09:10PM ET",0,"SD",NA,0,NA,0,NA
"OF","Hunter Renfroe",3500,"Ari@SD 09:10PM ET",5.813,"SD",6.75,7,7.3,6.6,0
"1B","Danny Valencia",3400,"Sea@Oak 10:05PM ET",3.533,"Sea",5.46,5.9,6.74,6.4,9
"1B/3B","Ryon Healy",3400,"Sea@Oak 10:05PM ET",5.467,"Oak",6.26,6,6.75,6.9,19
"SS","Marcus Semien",3400,"Sea@Oak 10:05PM ET",6.909,"Oak",NA,0,NA,0,NA
"2B/3B","Cory Spangenberg",3400,"Ari@SD 09:10PM ET",0,"SD",NA,0,NA,0,NA
"SS","Taylor Motter",3300,"Sea@Oak 10:05PM ET",7.5,"Sea",6.22,6.7,6.69,2.5,23
"OF","Leonys Martin",3300,"Sea@Oak 10:05PM ET",3.857,"Sea",6.08,6.4,6.39,6,4
"OF","Jeremy Hazelbaker",3300,"Ari@SD 09:10PM ET",3.833,"Ari",NA,0,1.66,0.8,NA
"C","Stephen Vogt",3200,"Sea@Oak 10:05PM ET",5.364,"Oak",3.96,0,1.61,4.9,NA
"C/OF","Chris Herrmann",3200,"Ari@SD 09:10PM ET",1.75,"Ari",NA,0,1.45,0.8,NA
"OF","Travis Jankowski",3200,"Ari@SD 09:10PM ET",4.357,"SD",5.74,4.8,5.93,5.2,NA
"OF","Jarrod Dyson",3100,"Sea@Oak 10:05PM ET",6.133,"Sea",6.38,8.5,8.93,7.7,12
"OF","Socrates Brito",3100,"Ari@SD 09:10PM ET",0,"Ari",NA,0,NA,0,NA
"C","Josh Phegley",3000,"Sea@Oak 10:05PM ET",3.4,"Oak",5.88,5.6,5.47,0.6,7
"C","Mike Zunino",3000,"Sea@Oak 10:05PM ET",3.231,"Sea",5.7,5.7,5.68,3.8,9
"1B/OF","Mark Canha",3000,"Sea@Oak 10:05PM ET",1.667,"Oak",NA,0,NA,0,NA
"OF","Ben Gamel",3000,"Sea@Oak 10:05PM ET",0,"Sea",NA,0,NA,0,NA
"1B","Yonder Alonso",2900,"Sea@Oak 10:05PM ET",7.462,"Oak",4.08,5.2,1.51,1.4,NA
"C","Christian Bethancourt",2900,"Ari@SD 09:10PM ET",0.429,"SD",NA,0,1.5,NA,NA
"C","Austin Hedges",2900,"Ari@SD 09:10PM ET",3.867,"SD",5.13,6.5,5.8,3.9,19
"2B","Jed Lowrie",2800,"Sea@Oak 10:05PM ET",5.929,"Oak",5.29,0,6.59,5.3,10
"OF","Guillermo Heredia",2800,"Sea@Oak 10:05PM ET",5.8,"Sea",NA,0,1.42,1.1,NA
"SS","Erick Aybar",2800,"Ari@SD 09:10PM ET",3.4,"SD",4.79,4.8,1.46,3.5,9
"2B/SS","Shawn O'Malley",2700,"Sea@Oak 10:05PM ET",0,"Sea",NA,0,NA,0,NA
"OF","Jake Smolinski",2700,"Sea@Oak 10:05PM ET",0,"Oak",NA,0,NA,0,NA
"C","Chris Iannetta",2700,"Ari@SD 09:10PM ET",6.125,"Ari",5.6,6.9,1.4,3.3,10
"3B/SS","Luis Sardinas",2700,"Ari@SD 09:10PM ET",1.364,"SD",3.9,0,5.22,0.4,NA
"OF/SS","Allen Cordoba",2700,"Ari@SD 09:10PM ET",3.083,"SD",NA,0,1.66,1.5,0
"C","Carlos Ruiz",2600,"Sea@Oak 10:05PM ET",4,"Sea",4.07,0,1.5,0.8,NA
"2B/OF","Daniel Descalso",2600,"Ari@SD 09:10PM ET",2.833,"Ari",NA,0,1.38,0,NA
"OF","Jabari Blash",2600,"Ari@SD 09:10PM ET",1,"SD",NA,0,NA,1.3,NA
"OF","Matt Joyce",2500,"Sea@Oak 10:05PM ET",3.615,"Oak",NA,0,6.65,1.1,NA
"C","Hector Sanchez",2500,"Ari@SD 09:10PM ET",0,"SD",NA,0,1.42,1.3,NA
