"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5600,"COL@PHI 07:05PM ET",10.83,"COL","PHI",8.86,8,9.09,NA,"1","1",9
"OF","Mike Trout",5500,"LAA@TB 07:10PM ET",12.273,"LAA","TB",11.29,10.7,10.96,NA,"2","2",12
"OF","Bryce Harper",5400,"SEA@WAS 07:05PM ET",12.171,"WAS","SEA",11.28,9.6,10.58,NA,"3","3",4
"3B","Nolan Arenado",5200,"COL@PHI 07:05PM ET",9.319,"COL","PHI",8.51,8.2,9.27,NA,"3","3",7
"3B","Kris Bryant",5100,"SF@CHC 08:05PM ET",9.977,"CHC","SF",10.25,7.8,8.82,NA,"3","3",2
"OF","Mookie Betts",5100,"TEX@BOS 07:10PM ET",9.707,"BOS","TEX",9.95,10.2,10.75,NA,"1","1",14
"2B","Jose Altuve",5100,"DET@HOU 08:10PM ET",9.178,"HOU","DET",10.04,9.5,10.69,NA,"3","3",5
"OF","Aaron Judge",5000,"KC@NYY 07:05PM ET",11.39,"NYY","KC",9.3,7.7,8.95,NA,"5","5",5
"2B","Daniel Murphy",5000,"SEA@WAS 07:05PM ET",9.605,"WAS","SEA",9.85,7.9,8.71,NA,"4","5",7
"1B","Anthony Rizzo",4900,"SF@CHC 08:05PM ET",8.5,"CHC","SF",7.33,6.9,8.24,NA,"4","4",33
"OF","Michael Conforto",4900,"SD@NYM 07:10PM ET",10.5,"NYM","SD",10.39,8.2,8.79,NA,"1","1",14
"1B","Freddie Freeman",4900,"PIT@ATL 07:35PM ET",12.514,"ATL","PIT",NA,0,NA,NA,"x","x",NA
"OF","JD Martinez",4800,"DET@HOU 08:10PM ET",13.091,"DET","HOU",NA,0,1.89,NA,"x","x",NA
"OF","Matt Kemp",4800,"PIT@ATL 07:35PM ET",10.152,"ATL","PIT",8.22,7.6,8.47,NA,"4","4",10
"SS","Trea Turner",4800,"SEA@WAS 07:05PM ET",9.118,"WAS","SEA",9.07,9.3,10.4,NA,"1","1",17
"SS","Xander Bogaerts",4700,"TEX@BOS 07:10PM ET",8.6,"BOS","TEX",8.2,9,9.14,NA,"3","3",10
"OF","Nomar Mazara",4700,"TEX@BOS 07:10PM ET",8.238,"TEX","BOS",NA,0,1.37,NA,"x","x",NA
"OF","Brett Gardner",4700,"KC@NYY 07:05PM ET",9.641,"NYY","KC",9.05,8.1,8.28,NA,"1","1",5
"OF","Corey Dickerson",4700,"LAA@TB 07:10PM ET",9.644,"TB","LAA",8.09,8.7,9.07,NA,"1","1",7
"2B","DJ LeMahieu",4700,"COL@PHI 07:05PM ET",6.896,"COL","PHI",6.46,6.9,7.75,NA,"2","2",7
"SS","Corey Seager",4700,"STL@LAD 10:10PM ET",8.609,"LAD","STL",8.06,7.9,7.92,NA,"2","2",7
"1B","Hanley Ramirez",4600,"TEX@BOS 07:10PM ET",7.417,"BOS","TEX",8.54,9.6,8.81,NA,"4","4",2
"OF","Jackie Bradley",4600,"TEX@BOS 07:10PM ET",6.179,"BOS","TEX",NA,0,1.84,NA,"x","x",NA
"OF","Cameron Maybin",4600,"LAA@TB 07:10PM ET",8.275,"LAA","TB",6.77,7.7,8.26,NA,"1","1",2
"1B/OF","Jay Bruce",4600,"SD@NYM 07:10PM ET",8.902,"NYM","SD",NA,0,1.95,NA,"x","x",NA
"1B","Miguel Cabrera",4600,"DET@HOU 08:10PM ET",7.091,"DET","HOU",7.66,8.4,8.87,NA,"3","3",5
"1B","Ryan Zimmerman",4600,"SEA@WAS 07:05PM ET",10.744,"WAS","SEA",8.12,7.3,8.65,NA,"5","4",5
"C","Gary Sanchez",4500,"KC@NYY 07:05PM ET",7.6,"NYY","KC",8.14,8.2,9.79,NA,"2","2",10
"OF","Yoenis Cespedes",4500,"SD@NYM 07:10PM ET",9.278,"NYM","SD",NA,0,NA,NA,"x","x",NA
"SS","Carlos Correa",4500,"DET@HOU 08:10PM ET",8.268,"HOU","DET",NA,0,1.98,NA,"x","x",NA
"OF","Carlos Gonzalez",4500,"COL@PHI 07:05PM ET",6.023,"COL","PHI",6.49,7.3,8.02,NA,"4","4",24
"1B","Mark Reynolds",4500,"COL@PHI 07:05PM ET",9.511,"COL","PHI",NA,0,1.87,NA,"x","x",NA
"SS","Trevor Story",4500,"COL@PHI 07:05PM ET",6.441,"COL","PHI",5.91,6.6,7.54,NA,"7","7",11
"OF","Starling Marte",4500,"PIT@ATL 07:35PM ET",7.769,"PIT","ATL",NA,0,NA,NA,"x","x",NA
"2B","Robinson Cano",4500,"SEA@WAS 07:05PM ET",8.649,"SEA","WAS",8.36,8.2,8.79,NA,"3","3",13
"1B/OF","Cody Bellinger",4400,"STL@LAD 10:10PM ET",10.407,"LAD","STL",8.28,7.7,7.34,NA,"3","4",5
"2B","Brandon Phillips",4400,"PIT@ATL 07:35PM ET",7.487,"ATL","PIT",6.25,6.8,7.98,NA,"2","2",8
"OF","Nelson Cruz",4400,"SEA@WAS 07:05PM ET",8.63,"SEA","WAS",NA,0,2.03,NA,"x","x",NA
"OF","Ender Inciarte",4300,"PIT@ATL 07:35PM ET",8.86,"ATL","PIT",7.56,7.6,8.56,NA,"1","1",6
"OF","Gregory Polanco",4300,"PIT@ATL 07:35PM ET",6.486,"PIT","ATL",NA,0,NA,NA,"x","x",NA
"2B/OF","Ben Zobrist",4200,"SF@CHC 08:05PM ET",6.575,"CHC","SF",NA,0,1.62,NA,"x","x",NA
"OF","Andrew Benintendi",4200,"TEX@BOS 07:10PM ET",8.667,"BOS","TEX",7.32,7.2,8.15,NA,"6","6",7
"OF","George Springer",4200,"DET@HOU 08:10PM ET",8.122,"HOU","DET",9.42,9.4,9.44,NA,"1","1",5
"OF","David Dahl",4200,"COL@PHI 07:05PM ET",0,"COL","PHI",NA,0,NA,NA,"x","x",NA
"SS","Jean Segura",4200,"SEA@WAS 07:05PM ET",9.735,"SEA","WAS",7.8,7.8,8.8,NA,"1","1",0
"OF","Adam Eaton",4200,"SEA@WAS 07:05PM ET",10.13,"WAS","SEA",NA,0,NA,NA,"x","x",NA
"2B","Ian Happ",4100,"SF@CHC 08:05PM ET",10.333,"CHC","SF",6.35,6,7.1,NA,"5","5",2
"3B","Adrian Beltre",4100,"TEX@BOS 07:10PM ET",0,"TEX","BOS",NA,0,NA,NA,"x","x",NA
"1B","Mike Napoli",4100,"TEX@BOS 07:10PM ET",6.605,"TEX","BOS",5.02,6.5,5.94,NA,"5","6",17
"1B","Mitch Moreland",4100,"TEX@BOS 07:10PM ET",7.558,"BOS","TEX",NA,0,1.7,NA,"x","x",NA
"1B","Logan Morrison",4100,"LAA@TB 07:10PM ET",7.933,"TB","LAA",7.17,7.8,7.9,NA,"4","4",11
"1B/OF","Ian Desmond",4100,"COL@PHI 07:05PM ET",7.381,"COL","PHI",6.48,7.1,7.99,NA,"6","5",10
"OF","Aaron Altherr",4100,"COL@PHI 07:05PM ET",9.194,"PHI","COL",7.07,7.2,8.42,NA,"3","3",2
"OF","Dexter Fowler",4100,"STL@LAD 10:10PM ET",7.474,"STL","LAD",6.49,6.3,6.88,NA,"1","1",2
"1B/OF","Brandon Belt",4000,"SF@CHC 08:05PM ET",7.822,"SF","CHC",7.29,6.4,6.83,NA,"3","3",8
"OF","Shin-Soo Choo",4000,"TEX@BOS 07:10PM ET",7.375,"TEX","BOS",3.79,5.8,6.9,NA,"8","2",5
"3B","Joey Gallo",4000,"TEX@BOS 07:10PM ET",8.6,"TEX","BOS",4.07,4.9,5.57,NA,"x","8",5
"1B","Matt Holliday",4000,"KC@NYY 07:05PM ET",7.571,"NYY","KC",7.88,7.1,8.96,NA,"3","3",5
"OF","Aaron Hicks",4000,"KC@NYY 07:05PM ET",9.667,"NYY","KC",NA,0,1.86,NA,"x","x",NA
"3B","Evan Longoria",4000,"LAA@TB 07:10PM ET",7.109,"TB","LAA",7.07,7.7,8.57,NA,"3","3",5
"1B/C","Buster Posey",3900,"SF@CHC 08:05PM ET",8.351,"SF","CHC",6.93,6.2,6.77,NA,"4","4",2
"2B/SS","Javier Baez",3900,"SF@CHC 08:05PM ET",6.775,"CHC","SF",6.81,7.2,7.59,NA,"9","1",5
"OF","Kyle Schwarber",3900,"SF@CHC 08:05PM ET",6.762,"CHC","SF",NA,0,1.77,NA,"x","x",NA
"OF","Carlos Gomez",3900,"TEX@BOS 07:10PM ET",7.553,"TEX","BOS",NA,0,NA,NA,"x","x",NA
"2B","Dustin Pedroia",3900,"TEX@BOS 07:10PM ET",6.9,"BOS","TEX",7.8,8.2,8.66,NA,"2","2",11
"C","Jonathan Lucroy",3900,"TEX@BOS 07:10PM ET",5.97,"TEX","BOS",4.55,6,6.68,NA,"4","4",0
