"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Texans  (0000000)","Texans ",0,3800,"Hou@Jax 00:00PM ET","Hou","Texans","","Jax",8.42,6.9
"DST","Ravens  (0000000)","Ravens ",0,3700,"Cle@Bal 00:00PM ET","Bal","Ravens","","Cle",10.58,8.7
"DST","Cardinals  (0000000)","Cardinals ",0,3700,"SF@Ari 00:00PM ET","Ari","Cardinals","","SF",12.16,10.4
"DST","Vikings  (0000000)","Vikings ",0,3600,"Min@Was 00:00PM ET","Min","Vikings","","Was",11.48,9.3
"DST","Chiefs  (0000000)","Chiefs ",0,3500,"KC@Car 00:00PM ET","KC","Chiefs","","Car",7.54,8.2
"DST","Patriots  (0000000)","Patriots ",0,3300,"Sea@NE 00:00PM ET","NE","Patriots","","Sea",6.78,9.3
"DST","Panthers  (0000000)","Panthers ",0,3200,"KC@Car 00:00PM ET","Car","Panthers","","KC",7.32,7.3
"DST","Broncos  (0000000)","Broncos ",0,3100,"Den@NO 00:00PM ET","Den","Broncos","","NO",8.66,5.9
"DST","Redskins  (0000000)","Redskins ",0,3000,"Min@Was 00:00PM ET","Was","Redskins","","Min",7.25,7.5
"DST","Packers  (0000000)","Packers ",0,3000,"GB@Ten 00:00PM ET","GB","Packers","","Ten",7,6.6
"DST","Seahawks  (0000000)","Seahawks ",0,3000,"Sea@NE 00:00PM ET","Sea","Seahawks","","NE",7.99,4.8
"DST","Chargers  (0000000)","Chargers ",0,2900,"Mia@SD 00:00PM ET","SD","Chargers","","Mia",9.28,8.6
"DST","Bengals  (0000000)","Bengals ",0,2900,"Cin@NYG 00:00PM ET","Cin","Bengals","","NYG",7.94,6.9
"DST","Giants  (0000000)","Giants ",0,2900,"Cin@NYG 00:00PM ET","NYG","Giants","","Cin",6.3,7.5
"DST","Rams  (0000000)","Rams ",0,2900,"LA@NYJ 00:00PM ET","LA","Rams","","NYJ",9.78,10.5
"DST","Jets  (0000000)","Jets ",0,2800,"LA@NYJ 00:00PM ET","NYJ","Jets","","LA",8.16,8.5
"DST","Buccaneers  (0000000)","Buccaneers ",0,2700,"Chi@TB 00:00PM ET","TB","Buccaneers","","Chi",5.54,7.2
"DST","Cowboys  (0000000)","Cowboys ",0,2700,"Dal@Pit 00:00PM ET","Dal","Cowboys","","Pit",6.74,8.8
"DST","Falcons  (0000000)","Falcons ",0,2600,"Atl@Phi 00:00PM ET","Atl","Falcons","","Phi",6.24,6.7
"DST","Eagles  (0000000)","Eagles ",0,2600,"Atl@Phi 00:00PM ET","Phi","Eagles","","Atl",7.93,8.6
"DST","Steelers  (0000000)","Steelers ",0,2600,"Dal@Pit 00:00PM ET","Pit","Steelers","","Dal",5.55,5.3
"DST","Bears  (0000000)","Bears ",0,2500,"Chi@TB 00:00PM ET","Chi","Bears","","TB",5.39,7.4
"DST","Browns  (0000000)","Browns ",0,2400,"Cle@Bal 00:00PM ET","Cle","Browns","","Bal",5.23,5.5
"DST","Titans  (0000000)","Titans ",0,2400,"GB@Ten 00:00PM ET","Ten","Titans","","GB",6.52,6.1
"DST","Dolphins  (0000000)","Dolphins ",0,2400,"Mia@SD 00:00PM ET","Mia","Dolphins","","SD",7.12,7.4
"DST","Jaguars  (0000000)","Jaguars ",0,2300,"Hou@Jax 00:00PM ET","Jax","Jaguars","","Hou",5.74,7.8
"DST","Saints  (0000000)","Saints ",0,2200,"Den@NO 00:00PM ET","NO","Saints","","Den",4.4,7.7
"DST","49ers  (0000000)","49ers ",0,2100,"SF@Ari 00:00PM ET","SF","49ers","","Ari",4.28,4.8
