"Bryce Harper_Was","Daniel Murphy_Was","Nolan Arenado_Col","Adam Eaton_Was","Charlie Blackmon_Col","Trea Turner_Was","Paul Goldschmidt_Ari","Ryan Zimmerman_Was","Anthony Rendon_Was","Trevor Story_Col","Wil Myers_SD","Carlos Gonzalez_Col","Jayson Werth_Was","Ian Desmond_Col","DJ LeMahieu_Col","David Dahl_Col","Michael Taylor_Was","Matt Wieters_Was","Adam Lind_Was","Mark Reynolds_Col","AJ Pollock_Ari","Jake Lamb_Ari","Yasmany Tomas_Ari","Gerardo Parra_Col","Ryan Schimpf_SD","Yangervis Solarte_SD","David Peralta_Ari","Stephen Drew_Was","Manuel Margot_SD","Wilmer Difo_Was","Stephen Cardullo_Col","Raimel Tapia_Col","Brandon Drury_Ari","Chris Owings_Ari","Alex Dickerson_SD","Hunter Renfroe_SD","Dustin Garneau_Col","Chris Heisey_Was","Cory Spangenberg_SD","Tom Murphy_Col","Jeremy Hazelbaker_Ari","Chris Herrmann_Ari","Travis Jankowski_SD","Jose Lobaton_Was","Socrates Brito_Ari","Pat Valaika_Col","Tony Wolters_Col","Christian Bethancourt_SD","Austin Hedges_SD","Cristhian Adames_Col","Chris Iannetta_Ari","Erick Aybar_SD","Alexi Amarista_Col","Daniel Descalso_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Grant Green_Was","Nick Ahmed_Ari","Jabari Blash_SD","Hector Sanchez_SD","Jeff Mathis_Ari","Luis Torrens_SD"
184.409523809524,-8.18681318681319,0,57.9505494505495,0,0,0,70.9393939393939,38.3461538461538,0,0,0,6.53636363636364,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.18681318681319,99.2857142857143,0,-20.1318681318681,0,0,0,-19.2272727272727,-7.83333333333333,0,0,0,23.5454545454545,0,0,0,0,28.5545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.7941176470588,0,-4.5,0,0,0,0,3.94852941176471,0,-6.54411764705882,0,0,-9.48529411764706,0,0,0,0,4.88235294117647,0,0,0,6.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9505494505495,-20.1318681318681,0,50.8380952380952,0,0,0,20.5454545454545,8.58333333333333,0,0,0,0.75,0,0,0,0,11.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.5,0,55.7941176470588,0,0,0,0,6.83455882352941,0,18.0845588235294,0,0,-9.96691176470588,0,0,0,0,7.77573529411765,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,37.1447368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9632352941176,17.8070175438597,10.3190476190476,0,0,0,17.5845588235294,0,0,0,0,0,20.0772058823529,1.23333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.888888888888889,0
70.9393939393939,-19.2272727272727,0,20.5454545454545,0,0,0,78.9230769230769,2.23636363636364,0,0,0,-5.28888888888889,0,0,0,0,-1.74545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.3461538461538,-7.83333333333333,0,8.58333333333333,0,0,0,2.23636363636364,19.3846153846154,0,0,0,2.87777777777778,0,0,0,0,-10.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.94852941176471,0,6.83455882352941,0,0,0,0,39.5294117647059,0,6.34166666666667,0,0,-2.6625,0,0,0,0,13.6125,0,0,0,15.2818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,73.9239766081871,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.75,16.5029239766082,0,0,-1.28104575163399,0,0,0,0,0,0,8.78362573099415,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,8.9125,0,0,-5.325,0,0,0,0,0,0,0,0,0,0
0,0,-6.54411764705882,0,18.0845588235294,0,0,0,0,6.34166666666667,0,18.9852941176471,0,0,-6.49583333333333,0,0,0,0,-2.26666666666667,0,0,0,6.46363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.53636363636364,23.5454545454545,0,0.75,0,0,0,-5.28888888888889,2.87777777777778,0,0,0,24.0227272727273,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.48529411764706,0,-9.96691176470588,0,0,0,0,-2.6625,0,-6.49583333333333,0,0,39.3088235294118,0,0,0,0,7.25416666666667,0,0,0,-13.5818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,28.5545454545455,0,11.5454545454545,0,0,0,-1.74545454545455,-10.1111111111111,0,0,0,26,0,0,0,0,54.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.88235294117647,0,7.77573529411765,0,0,0,0,13.6125,0,-2.26666666666667,0,0,7.25416666666667,0,0,0,0,88.5661764705882,0,0,0,-2.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13.9632352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6045751633987,-1.00367647058824,-4.61428571428571,0,0,0,10.2952380952381,0,0,0,0,0,14.6904761904762,-4.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7888888888889,0
0,0,0,0,0,0,17.8070175438597,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00367647058824,48.1552631578947,4.41904761904762,0,0,0,20.1699346405229,0,0,0,0,0,4.81985294117647,-31.9916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.4222222222222,0
0,0,0,0,0,0,10.3190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.61428571428571,4.41904761904762,87.3958333333333,0,0,0,41.7179487179487,0,0,0,0,0,21.5714285714286,9.59523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47222222222222,0
0,0,6.90909090909091,0,18,0,0,0,0,15.2818181818182,0,6.46363636363636,0,0,-13.5818181818182,0,0,0,0,-2.63636363636364,0,0,0,56.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.31944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,48.125,1.625,0,0,-2.67916666666667,0,0,0,0,0,0,-8,0,0,0,0,0,0,-2.08333333333333,0,0,0,0,0,-19.5952380952381,0,0,-6.78095238095238,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16.5029239766082,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,40.0233918128655,0,0,8.9640522875817,0,0,0,0,0,0,-10.6198830409357,0,0,0,0,0,0,0.83974358974359,0,0,0,0,0,3.65833333333333,0,0,11.125,0,0,0,0,0,0,0,0,0,0
