"Bryce Harper_WAS","Daniel Murphy_WAS","Nolan Arenado_COL","Adam Eaton_WAS","Charlie Blackmon_COL","Trea Turner_WAS","Paul Goldschmidt_ARI","Ryan Zimmerman_WAS","Anthony Rendon_WAS","Trevor Story_COL","Wil Myers_SD","Carlos Gonzalez_COL","Jayson Werth_WAS","Ian Desmond_COL","DJ LeMahieu_COL","David Dahl_COL","Michael Taylor_WAS","Matt Wieters_WAS","Adam Lind_WAS","Mark Reynolds_COL","AJ Pollock_ARI","Jake Lamb_ARI","Yasmany Tomas_ARI","Gerardo Parra_COL","Ryan Schimpf_SD","Yangervis Solarte_SD","David Peralta_ARI","Stephen Drew_WAS","Manuel Margot_SD","Wilmer Difo_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Brandon Drury_ARI","Chris Owings_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Dustin Garneau_COL","Chris Heisey_WAS","Cory Spangenberg_SD","Tom Murphy_COL","Jeremy Hazelbaker_ARI","Chris Herrmann_ARI","Travis Jankowski_SD","Jose Lobaton_WAS","Socrates Brito_ARI","Pat Valaika_COL","Tony Wolters_COL","Christian Bethancourt_SD","Austin Hedges_SD","Cristhian Adames_COL","Chris Iannetta_ARI","Erick Aybar_SD","Alexi Amarista_COL","Daniel Descalso_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Grant Green_WAS","Nick Ahmed_ARI","Jabari Blash_SD","Hector Sanchez_SD","Jeff Mathis_ARI","Luis Torrens_SD"
15,14,0,14,0,5,0,12,13,0,0,0,11,0,0,0,3,12,3,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,0,14,0,6,0,12,13,0,0,0,12,0,0,0,3,11,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,18,0,0,0,0,17,0,17,0,0,17,0,0,0,0,17,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
14,14,0,15,0,6,0,12,13,0,0,0,12,0,0,0,3,12,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,18,0,0,0,0,17,0,17,0,0,17,0,0,0,0,17,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5,6,0,6,0,6,0,6,5,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,15,0,0,0,17,0,0,0,0,0,17,16,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,10,0
12,12,0,12,0,6,0,13,11,0,0,0,10,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,13,0,5,0,11,14,0,0,0,10,0,0,0,4,10,3,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,17,0,0,0,0,17,0,16,0,0,16,0,0,0,0,16,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
