P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Archer,Aaron Nola,Gary Sanchez,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Josh Reddick,Mark Trumbo,Jason Heyward
Chris Archer,Aaron Nola,Miguel Montero,Anthony Rizzo,Jose Altuve,Kris Bryant,Addison Russell,Seth Smith,Christian Yelich,Jon Jay
Chris Archer,Aaron Nola,Welington Castillo,Chris Davis,Jonathan Schoop,Kris Bryant,Addison Russell,Josh Reddick,Seth Smith,Adam Jones
Chris Archer,Aaron Nola,Evan Gattis,Chris Davis,Javier Baez,Kris Bryant,Addison Russell,Aaron Judge,Jason Heyward,Jon Jay
Chris Archer,Chad Green,Gary Sanchez,Anthony Rizzo,Javier Baez,Kris Bryant,Addison Russell,Andrew McCutchen,Mallex Smith,Jon Jay
Chris Archer,Aaron Nola,Miguel Montero,Anthony Rizzo,Javier Baez,Kris Bryant,Francisco Lindor,Kole Calhoun,Mallex Smith,Jason Heyward
Chris Archer,Chad Green,Miguel Montero,Anthony Rizzo,Ben Zobrist,Kris Bryant,Francisco Lindor,Aaron Judge,Josh Reddick,Jon Jay
Jaime Garcia,Aaron Nola,Gary Sanchez,Matt Holliday,Starlin Castro,Kris Bryant,Addison Russell,Aaron Judge,Brett Gardner,Josh Reddick
Chris Archer,Jaime Garcia,Welington Castillo,Anthony Rizzo,Javier Baez,Kris Bryant,Addison Russell,Seth Smith,Jason Heyward,Daniel Nava
Chris Archer,Jaime Garcia,Miguel Montero,Matt Carpenter,Ben Zobrist,Kris Bryant,Addison Russell,Aaron Judge,Christian Yelich,Jason Heyward
Chris Archer,Aaron Nola,Evan Gattis,Anthony Rizzo,Jose Altuve,Alex Bregman,Addison Russell,Carlos Beltran,Josh Reddick,Mallex Smith
Chris Archer,Jaime Garcia,Evan Gattis,Anthony Rizzo,Ben Zobrist,Kris Bryant,Trevor Story,Mallex Smith,Jason Heyward,Jon Jay
Adam Wainwright,Jaime Garcia,Gary Sanchez,Anthony Rizzo,Jose Altuve,Kris Bryant,Addison Russell,Aaron Judge,Jason Heyward,Jon Jay
Chris Archer,Aaron Nola,Gary Sanchez,Chris Carter,Starlin Castro,Ronald Torreyes,Addison Russell,Aaron Judge,Seth Smith,Mark Trumbo
Chris Archer,Jaime Garcia,Miguel Montero,Mark Reynolds,Javier Baez,Kris Bryant,Addison Russell,Josh Reddick,Mark Trumbo,Jon Jay
Chris Archer,Chad Green,Miguel Montero,Anthony Rizzo,Starlin Castro,Kris Bryant,Addison Russell,Charlie Blackmon,Michael Brantley,Jason Heyward
Chris Archer,Aaron Nola,Gary Sanchez,Trey Mancini,Jonathan Schoop,Kris Bryant,JJ Hardy,Seth Smith,Christian Yelich,Mark Trumbo
Carlos Carrasco,Aaron Nola,Gary Sanchez,Anthony Rizzo,Javier Baez,Kris Bryant,Trevor Story,Christian Yelich,Jason Heyward,Jon Jay
Chris Archer,Ivan Nova,Tyler Flowers,Anthony Rizzo,Jonathan Schoop,Kris Bryant,Addison Russell,Carlos Gonzalez,Jason Heyward,Jon Jay
Aaron Nola,Chad Green,Gary Sanchez,Anthony Rizzo,Jose Altuve,Kris Bryant,Didi Gregorius,Aaron Judge,Brett Gardner,Aaron Hicks
Chris Archer,Ivan Nova,Miguel Montero,Anthony Rizzo,Javier Baez,Kris Bryant,Addison Russell,Aaron Judge,Carlos Beltran,Michael Saunders
Chris Archer,Aaron Nola,Roberto Perez,Edwin Encarnacion,Jose Ramirez,Kris Bryant,Francisco Lindor,Josh Reddick,Michael Brantley,Jason Heyward
Chris Archer,Adam Wainwright,Miguel Montero,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Adam Jones,Carlos Gonzalez,Mallex Smith
Chris Archer,Jaime Garcia,Welington Castillo,Chris Davis,Jose Altuve,Kris Bryant,JJ Hardy,Seth Smith,Mark Trumbo,Mallex Smith
Chris Archer,Adam Wainwright,Roberto Perez,Anthony Rizzo,Javier Baez,Kris Bryant,Aledmys Diaz,Josh Reddick,Jason Heyward,Jon Jay
Chris Archer,Ivan Nova,Miguel Montero,Chris Davis,Ben Zobrist,Kris Bryant,Addison Russell,Charlie Blackmon,Andrew McCutchen,Jon Jay
Carlos Carrasco,Aaron Nola,Welington Castillo,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Aaron Judge,Andrew McCutchen,Jon Jay
Chris Archer,Ivan Nova,Miguel Montero,Anthony Rizzo,Ben Zobrist,Kris Bryant,Aledmys Diaz,Brett Gardner,Seth Smith,Jason Heyward
Chris Archer,Aaron Nola,Gary Sanchez,Albert Pujols,Danny Espinosa,Kris Bryant,Addison Russell,Cameron Maybin,Kole Calhoun,Eric Young
Chris Archer,Aaron Nola,Tony Wolters,Mark Reynolds,Ben Zobrist,Kris Bryant,Trevor Story,Charlie Blackmon,Josh Reddick,Carlos Gonzalez
Chris Archer,Jake Arrieta,Roberto Perez,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Kole Calhoun,Jon Jay,Daniel Nava
Chris Archer,Jaime Garcia,Miguel Montero,Anthony Rizzo,Josh Harrison,Jedd Gyorko,Addison Russell,Andrew McCutchen,Jason Heyward,Jon Jay
Chris Archer,Chad Green,Gary Sanchez,Matt Holliday,Starlin Castro,Maikel Franco,Addison Russell,Aaron Judge,Aaron Hicks,Jason Heyward
Chris Archer,Adam Wainwright,JT Realmuto,Mark Reynolds,Ben Zobrist,Kris Bryant,Addison Russell,Seth Smith,Jason Heyward,Jon Jay
Chris Archer,Aaron Nola,Evan Gattis,Yuli Gurriel,Jose Altuve,Kris Bryant,Trevor Story,Josh Reddick,Christian Yelich,Norichika Aoki
Chris Archer,Aaron Nola,Elias Diaz,Josh Bell,Josh Harrison,Kris Bryant,Addison Russell,Andrew McCutchen,Adam Frazier,Josh Reddick
Carlos Carrasco,Aaron Nola,Miguel Montero,Anthony Rizzo,Javier Baez,Kris Bryant,Addison Russell,Brett Gardner,Josh Reddick,Adam Jones
Chris Archer,Jake Arrieta,Miguel Montero,Anthony Rizzo,Javier Baez,Alex Bregman,Addison Russell,Josh Reddick,Christian Yelich,Jason Heyward
Chris Archer,Aaron Nola,Gary Sanchez,Chris Davis,Jose Altuve,Ruben Tejada,Trevor Story,Seth Smith,Adam Jones,Mark Trumbo
Chris Archer,Aaron Nola,Gary Sanchez,Matt Holliday,Ben Zobrist,Ronald Torreyes,Trevor Story,Aaron Judge,Aaron Hicks,Jon Jay
