"Place_lo","Place_hi","Payout"
"1","1","60"
"2","2","24"
"3","3","12"
"4","4","10"
"5","5","8"
"6","6","5"
"7","7","4"
"8","8","3"
"9","9","2.4"
"10",NA,"2"
"11","20","1.6"
"21","30","1.2"
"31","50","1.08"
"51","100","0.88"
"101","200","0.72"
"201","300","0.6"
"301","400","0.44"
