"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Anthony Rizzo",5500,"NYY@CHC 02:20PM ET",9.556,"CHC","NYY",0,8,9.58,NA,"3","3",3
"3B","Kris Bryant",5400,"NYY@CHC 02:20PM ET",10.444,"CHC","NYY",0,7.7,9.72,NA,"2","2",16
"1B","Joey Votto",5300,"SF@CIN 06:40PM ET",10.037,"CIN","SF",0,8.3,9.67,NA,"3","3",14
"OF","Kyle Schwarber",4900,"NYY@CHC 02:20PM ET",6.889,"CHC","NYY",0,7.4,8.94,NA,"1","1",14
"OF","Aaron Judge",4800,"NYY@CHC 02:20PM ET",13.36,"NYY","CHC",0,6.9,6.87,NA,"4","5",8
"C","Gary Sanchez",4700,"NYY@CHC 02:20PM ET",4.8,"NYY","CHC",0,7.3,NA,NA,"2","3",2
"OF","Billy Hamilton",4700,"SF@CIN 06:40PM ET",8.64,"CIN","SF",0,8.4,9.23,NA,"1","1",40
"OF","Hunter Pence",4600,"SF@CIN 06:40PM ET",6.138,"SF","CIN",0,8.8,8.2,NA,"3","3",2
"OF","Adam Duvall",4600,"SF@CIN 06:40PM ET",9.423,"CIN","SF",0,7.3,8.74,NA,"4","4",10
"1B/C","Buster Posey",4500,"SF@CIN 06:40PM ET",6.905,"SF","CIN",0,9,8.65,NA,"4","4",11
"2B/OF","Ben Zobrist",4400,"NYY@CHC 02:20PM ET",6.917,"CHC","NYY",0,6.4,8.06,NA,"4","4",3
"1B/OF","Brandon Belt",4300,"SF@CIN 06:40PM ET",8.214,"SF","CIN",0,9.2,8.9,NA,"2","2",2
"OF","Denard Span",4300,"SF@CIN 06:40PM ET",4,"SF","CIN",NA,0,NA,NA,"x","x",NA
"1B/OF","Matt Holliday",4200,"NYY@CHC 02:20PM ET",7.462,"NYY","CHC",NA,0,7.65,NA,"x","x",NA
"2B","Joe Panik",4200,"SF@CIN 06:40PM ET",6.429,"SF","CIN",0,8,6.12,NA,"1","1",0
"OF","Brett Gardner",4100,"NYY@CHC 02:20PM ET",8.609,"NYY","CHC",0,7,7.37,NA,"1","1",20
"3B/SS","Eduardo Nunez",4100,"SF@CIN 06:40PM ET",6.148,"SF","CIN",0,8,8.72,NA,"7","7",9
"SS","Brandon Crawford",4100,"SF@CIN 06:40PM ET",6.238,"SF","CIN",NA,0,NA,NA,"x","x",NA
"2B","Starlin Castro",4000,"NYY@CHC 02:20PM ET",9.192,"NYY","CHC",0,6,6.53,NA,"3","4",6
"SS","Addison Russell",4000,"NYY@CHC 02:20PM ET",7.423,"CHC","NYY",0,6.3,7.51,NA,"5","5",0
"OF","Jacoby Ellsbury",3900,"NYY@CHC 02:20PM ET",8,"NYY","CHC",NA,0,7.02,NA,"x","x",NA
"OF","Scott Schebler",3900,"SF@CIN 06:40PM ET",8.154,"CIN","SF",0,6.9,7.29,NA,"6","6",17
"3B/SS","Christian Arroyo",3900,"SF@CIN 06:40PM ET",6.4,"SF","CIN",0,6.4,6.42,NA,"6","6",14
"1B","Chris Carter",3800,"NYY@CHC 02:20PM ET",4.938,"NYY","CHC",0,5.8,6.5,NA,"7","8",2
"2B","Javier Baez",3800,"NYY@CHC 02:20PM ET",6.522,"CHC","NYY",NA,NA,NA,NA,"9","x",NA
"OF","Jason Heyward",3800,"NYY@CHC 02:20PM ET",7.077,"CHC","NYY",0,6.4,6.96,NA,"6","6",0
"3B","Eugenio Suarez",3800,"SF@CIN 06:40PM ET",9.222,"CIN","SF",0,6.7,7.71,NA,"5","5",19
"OF","Jarrett Parker",3800,"SF@CIN 06:40PM ET",2.667,"SF","CIN",NA,0,NA,NA,"x","x",NA
"C","Willson Contreras",3700,"NYY@CHC 02:20PM ET",5.913,"CHC","NYY",0,5.7,6.9,NA,"7","7",0
"3B","Chase Headley",3700,"NYY@CHC 02:20PM ET",9,"NYY","CHC",0,5.7,7.23,NA,"6","7",5
"SS","Zack Cozart",3700,"SF@CIN 06:40PM ET",7.654,"CIN","SF",0,6.4,7.46,NA,"2","2",21
"OF","Aaron Hicks",3600,"NYY@CHC 02:20PM ET",8.7,"NYY","CHC",0,5.5,1.75,NA,"8","2",16
"SS","Didi Gregorius",3600,"NYY@CHC 02:20PM ET",7.667,"NYY","CHC",0,5.7,6.27,NA,"5","6",3
"2B/OF","Scooter Gennett",3600,"SF@CIN 06:40PM ET",5.045,"CIN","SF",NA,0,1.78,NA,"x","x",NA
"2B","Jose Peraza",3600,"SF@CIN 06:40PM ET",6.44,"CIN","SF",0,6.3,7,NA,"7","7",29
"C","Nick Hundley",3600,"SF@CIN 06:40PM ET",3.842,"SF","CIN",NA,0,1.55,NA,"x","x",NA
"2B/OF","Arismendy Alcantara",3600,"SF@CIN 06:40PM ET",1.882,"CIN","SF",NA,0,1.76,NA,"x","x",NA
"OF","Gorkys Hernandez",3600,"SF@CIN 06:40PM ET",3.16,"SF","CIN",NA,6.5,1.61,NA,"x","8",3
"C","Miguel Montero",3400,"NYY@CHC 02:20PM ET",6.071,"CHC","NYY",NA,0,1.69,NA,"x","x",NA
"2B/SS","Kelby Tomlinson",3400,"SF@CIN 06:40PM ET",3.143,"SF","CIN",NA,0,6.41,NA,"x","x",NA
"1B","Greg Bird",3300,"NYY@CHC 02:20PM ET",3.842,"NYY","CHC",NA,0,NA,NA,"x","x",NA
"OF","Albert Almora",3300,"NYY@CHC 02:20PM ET",4.435,"CHC","NYY",NA,0,1.77,NA,"x","x",NA
"OF","Jon Jay",3200,"NYY@CHC 02:20PM ET",4.217,"CHC","NYY",NA,4.4,1.61,NA,"x","9",2
"OF","Mac Williamson",3200,"SF@CIN 06:40PM ET",0,"SF","CIN",NA,0,NA,NA,"x","x",NA
"1B/3B","Conor Gillaspie",3000,"SF@CIN 06:40PM ET",2,"SF","CIN",NA,0,1.74,NA,"x","x",NA
"OF","Matt Szczur",2900,"NYY@CHC 02:20PM ET",1.462,"CHC","NYY",NA,0,1.68,NA,"x","x",NA
"2B","Ian Happ",2900,"NYY@CHC 02:20PM ET",0,"CHC","NYY",NA,0,NA,NA,"x","x",NA
"OF","Jesse Winker",2900,"SF@CIN 06:40PM ET",4.5,"CIN","SF",NA,0,NA,NA,"x","x",NA
"OF","Drew Stubbs",2900,"SF@CIN 06:40PM ET",1.111,"SF","CIN",NA,NA,NA,NA,"8","x",NA
"C","Devin Mesoraco",2900,"SF@CIN 06:40PM ET",5.6,"CIN","SF",0,5.2,6.31,NA,"8","8",4
"2B/OF","Aaron Hill",2900,"SF@CIN 06:40PM ET",2.667,"SF","CIN",NA,0,NA,NA,"x","x",NA
"2B/3B","Tommy La Stella",2800,"NYY@CHC 02:20PM ET",1.833,"CHC","NYY",NA,0,NA,NA,"x","x",NA
"1B/OF","Michael Morse",2800,"SF@CIN 06:40PM ET",4.333,"SF","CIN",0,6.1,1.64,NA,"5","5",0
"C","Tucker Barnhart",2800,"SF@CIN 06:40PM ET",4.524,"CIN","SF",NA,0,1.6,NA,"x","x",NA
"SS","Gleyber Torres",2700,"NYY@CHC 02:20PM ET",0,"NYY","CHC",NA,0,NA,NA,"x","x",NA
"C","Kyle Higashioka",2700,"NYY@CHC 02:20PM ET",0.889,"NYY","CHC",NA,0,1.52,NA,"x","x",NA
"OF","Phillip Ervin",2700,"SF@CIN 06:40PM ET",0.667,"CIN","SF",NA,0,NA,NA,"x","x",NA
"C","Tim Federowicz",2700,"SF@CIN 06:40PM ET",1,"SF","CIN",NA,0,NA,NA,"x","x",NA
"C","Austin Romine",2600,"NYY@CHC 02:20PM ET",6,"NYY","CHC",NA,0,5.04,NA,"x","x",NA
"OF","Patrick Kivlehan",2600,"SF@CIN 06:40PM ET",2,"CIN","SF",NA,0,1.76,NA,"x","x",NA
"SS","Ronald Torreyes",2500,"NYY@CHC 02:20PM ET",5.304,"NYY","CHC",NA,0,1.5,NA,"x","x",NA
"1B/2B","Rob Refsnyder",2500,"NYY@CHC 02:20PM ET",0,"NYY","CHC",NA,0,1.62,NA,"x","x",NA
"OF","Chris Marrero",2400,"SF@CIN 06:40PM ET",2.667,"SF","CIN",NA,0,NA,NA,"x","x",NA
"OF","Eloy Jimenez",2300,"NYY@CHC 02:20PM ET",0,"CHC","NYY",NA,0,NA,NA,"x","x",NA
"C","Stuart Turner",2200,"SF@CIN 06:40PM ET",3.714,"CIN","SF",NA,0,1.43,NA,"x","x",NA
