"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Jon Lester",11900,"NYY@CHC 02:20PM ET",14.008,"CHC"
"SP","Jake Arrieta",11200,"NYY@CHC 02:20PM ET",18.858,"CHC"
"SP","Madison Bumgarner",11100,"SF@CIN 06:40PM ET",20.813,"SF"
"SP","Michael Pineda",10500,"NYY@CHC 02:20PM ET",22.5,"NYY"
"SP","Johnny Cueto",10400,"SF@CIN 06:40PM ET",14.875,"SF"
"SP","Kyle Hendricks",10000,"NYY@CHC 02:20PM ET",13.72,"CHC"
"SP","John Lackey",9900,"NYY@CHC 02:20PM ET",15.5,"CHC"
"SP","Masahiro Tanaka",9900,"NYY@CHC 02:20PM ET",14.992,"NYY"
"SP","Anthony DeSclafani",8300,"SF@CIN 06:40PM ET",0,"CIN"
"SP","Jeff Samardzija",8100,"SF@CIN 06:40PM ET",15.386,"SF"
"SP","CC Sabathia",7700,"NYY@CHC 02:20PM ET",10.175,"NYY"
"SP","Matt Cain",7500,"SF@CIN 06:40PM ET",16.06,"SF"
"SP","Matt Moore",7200,"SF@CIN 06:40PM ET",8.867,"SF"
"SP","Brandon Finnegan",7000,"SF@CIN 06:40PM ET",9.875,"CIN"
"SP","Brett Anderson",6700,"NYY@CHC 02:20PM ET",6.55,"CHC"
"SP","Cody Reed",6700,"SF@CIN 06:40PM ET",4.529,"CIN"
"SP","Chad Green",6500,"NYY@CHC 02:20PM ET",0,"NYY"
"SP","Luis Severino",6400,"NYY@CHC 02:20PM ET",21.38,"NYY"
"SP","Jordan Montgomery",6200,"NYY@CHC 02:20PM ET",14.738,"NYY"
"SP","Robert Stephenson",6200,"SF@CIN 06:40PM ET",2.95,"CIN"
"SP","Bronson Arroyo",6000,"SF@CIN 06:40PM ET",7.85,"CIN"
"SP","Scott Feldman",6000,"SF@CIN 06:40PM ET",11.375,"CIN"
"SP","Raisel Iglesias",6000,"SF@CIN 06:40PM ET",6.13,"CIN"
"1B","Anthony Rizzo",5500,"NYY@CHC 02:20PM ET",9.556,"CHC"
"RP","Mike Montgomery",5500,"NYY@CHC 02:20PM ET",4.63,"CHC"
"SP","Sal Romano",5500,"SF@CIN 06:40PM ET",1.95,"CIN"
"3B","Kris Bryant",5400,"NYY@CHC 02:20PM ET",10.444,"CHC"
"RP","Bryan Mitchell",5400,"NYY@CHC 02:20PM ET",1.922,"NYY"
"1B","Joey Votto",5300,"SF@CIN 06:40PM ET",10.037,"CIN"
"RP","Luis Cessa",5100,"NYY@CHC 02:20PM ET",2.5,"NYY"
"SP","Amir Garrett",5000,"SF@CIN 06:40PM ET",15.18,"CIN"
"OF","Kyle Schwarber",4900,"NYY@CHC 02:20PM ET",6.889,"CHC"
"RP","Adam Warren",4900,"NYY@CHC 02:20PM ET",6.681,"NYY"
"OF","Aaron Judge",4800,"NYY@CHC 02:20PM ET",13.36,"NYY"
"SP","Tim Adleman",4800,"SF@CIN 06:40PM ET",12.567,"CIN"
"C","Gary Sanchez",4700,"NYY@CHC 02:20PM ET",4.8,"NYY"
"OF","Billy Hamilton",4700,"SF@CIN 06:40PM ET",8.64,"CIN"
"SP","Ty Blach",4700,"SF@CIN 06:40PM ET",3.283,"SF"
"OF","Hunter Pence",4600,"SF@CIN 06:40PM ET",6.138,"SF"
"OF","Adam Duvall",4600,"SF@CIN 06:40PM ET",9.423,"CIN"
"1B/C","Buster Posey",4500,"SF@CIN 06:40PM ET",6.905,"SF"
"SP","Rookie Davis",4500,"SF@CIN 06:40PM ET",3.8,"CIN"
"RP","Chris Stratton",4500,"SF@CIN 06:40PM ET",-0.05,"SF"
"2B/OF","Ben Zobrist",4400,"NYY@CHC 02:20PM ET",6.917,"CHC"
"RP","Tyler Clippard",4400,"NYY@CHC 02:20PM ET",3.465,"NYY"
"RP","Dellin Betances",4400,"NYY@CHC 02:20PM ET",5.432,"NYY"
"RP","Tommy Layne",4400,"NYY@CHC 02:20PM ET",1.367,"NYY"
"RP","Aroldis Chapman",4400,"NYY@CHC 02:20PM ET",4.659,"NYY"
"RP","Chasen Shreve",4400,"NYY@CHC 02:20PM ET",2.783,"NYY"
"RP","Jonathan Holder",4400,"NYY@CHC 02:20PM ET",2.405,"NYY"
"SP","Albert Suarez",4400,"SF@CIN 06:40PM ET",0,"SF"
"RP","Pedro Strop",4300,"NYY@CHC 02:20PM ET",2.296,"CHC"
"RP","Wade Davis",4300,"NYY@CHC 02:20PM ET",4.735,"CHC"
"RP","Brian Duensing",4300,"NYY@CHC 02:20PM ET",2.613,"CHC"
"RP","Hector Rondon",4300,"NYY@CHC 02:20PM ET",3.458,"CHC"
"RP","Justin Grimm",4300,"NYY@CHC 02:20PM ET",2.314,"CHC"
"RP","Koji Uehara",4300,"NYY@CHC 02:20PM ET",2.323,"CHC"
"RP","Carl Edwards Jr.",4300,"NYY@CHC 02:20PM ET",4.415,"CHC"
"1B/OF","Brandon Belt",4300,"SF@CIN 06:40PM ET",8.214,"SF"
"OF","Denard Span",4300,"SF@CIN 06:40PM ET",4,"SF"
"1B/OF","Matt Holliday",4200,"NYY@CHC 02:20PM ET",7.462,"NYY"
"2B","Joe Panik",4200,"SF@CIN 06:40PM ET",6.429,"SF"
"OF","Brett Gardner",4100,"NYY@CHC 02:20PM ET",8.609,"NYY"
"3B/SS","Eduardo Nunez",4100,"SF@CIN 06:40PM ET",6.148,"SF"
"SS","Brandon Crawford",4100,"SF@CIN 06:40PM ET",6.238,"SF"
"2B","Starlin Castro",4000,"NYY@CHC 02:20PM ET",9.192,"NYY"
"SS","Addison Russell",4000,"NYY@CHC 02:20PM ET",7.423,"CHC"
"RP","Blake Wood",4000,"SF@CIN 06:40PM ET",2.065,"CIN"
"RP","Drew Storen",4000,"SF@CIN 06:40PM ET",4.192,"CIN"
"RP","Ariel Hernandez",4000,"SF@CIN 06:40PM ET",16,"CIN"
"RP","Lisalverto Bonilla",4000,"SF@CIN 06:40PM ET",11.05,"CIN"
"RP","Michael Lorenzen",4000,"SF@CIN 06:40PM ET",3.321,"CIN"
"RP","Austin Brice",4000,"SF@CIN 06:40PM ET",0,"CIN"
"RP","Wandy Peralta",4000,"SF@CIN 06:40PM ET",4.792,"CIN"
"RP","Nefi Ogando",4000,"SF@CIN 06:40PM ET",0,"CIN"
"RP","Tony Cingrani",4000,"SF@CIN 06:40PM ET",3.1,"CIN"
"RP","Barrett Astin",4000,"SF@CIN 06:40PM ET",1.85,"CIN"
"RP","Bryan Morris",4000,"SF@CIN 06:40PM ET",-4.75,"SF"
"RP","George Kontos",4000,"SF@CIN 06:40PM ET",1.519,"SF"
"RP","Mark Melancon",4000,"SF@CIN 06:40PM ET",2.691,"SF"
"RP","Cory Gearrin",4000,"SF@CIN 06:40PM ET",2.83,"SF"
"RP","Hunter Strickland",4000,"SF@CIN 06:40PM ET",3.208,"SF"
"RP","Derek Law",4000,"SF@CIN 06:40PM ET",3.275,"SF"
"RP","Steven Okert",4000,"SF@CIN 06:40PM ET",2.07,"SF"
"RP","Josh Osich",4000,"SF@CIN 06:40PM ET",2.25,"SF"
"OF","Jacoby Ellsbury",3900,"NYY@CHC 02:20PM ET",8,"NYY"
"OF","Scott Schebler",3900,"SF@CIN 06:40PM ET",8.154,"CIN"
"3B/SS","Christian Arroyo",3900,"SF@CIN 06:40PM ET",6.4,"SF"
"1B","Chris Carter",3800,"NYY@CHC 02:20PM ET",4.938,"NYY"
"2B","Javier Baez",3800,"NYY@CHC 02:20PM ET",6.522,"CHC"
"OF","Jason Heyward",3800,"NYY@CHC 02:20PM ET",7.077,"CHC"
"3B","Eugenio Suarez",3800,"SF@CIN 06:40PM ET",9.222,"CIN"
"OF","Jarrett Parker",3800,"SF@CIN 06:40PM ET",2.667,"SF"
"C","Willson Contreras",3700,"NYY@CHC 02:20PM ET",5.913,"CHC"
"3B","Chase Headley",3700,"NYY@CHC 02:20PM ET",9,"NYY"
"SS","Zack Cozart",3700,"SF@CIN 06:40PM ET",7.654,"CIN"
"OF","Aaron Hicks",3600,"NYY@CHC 02:20PM ET",8.7,"NYY"
"SS","Didi Gregorius",3600,"NYY@CHC 02:20PM ET",7.667,"NYY"
"2B/OF","Scooter Gennett",3600,"SF@CIN 06:40PM ET",5.045,"CIN"
"2B","Jose Peraza",3600,"SF@CIN 06:40PM ET",6.44,"CIN"
"C","Nick Hundley",3600,"SF@CIN 06:40PM ET",3.842,"SF"
