"Anthony Rizzo_CHC","Kris Bryant_CHC","Joey Votto_CIN","Kyle Schwarber_CHC","Aaron Judge_NYY","Gary Sanchez_NYY","Billy Hamilton_CIN","Hunter Pence_SF","Adam Duvall_CIN","Buster Posey_SF","Ben Zobrist_CHC","Brandon Belt_SF","Denard Span_SF","Matt Holliday_NYY","Joe Panik_SF","Brett Gardner_NYY","Eduardo Nunez_SF","Brandon Crawford_SF","Starlin Castro_NYY","Addison Russell_CHC","Jacoby Ellsbury_NYY","Scott Schebler_CIN","Christian Arroyo_SF","Chris Carter_NYY","Javier Baez_CHC","Jason Heyward_CHC","Eugenio Suarez_CIN","Jarrett Parker_SF","Willson Contreras_CHC","Chase Headley_NYY","Zack Cozart_CIN","Aaron Hicks_NYY","Didi Gregorius_NYY","Scooter Gennett_CIN","Jose Peraza_CIN","Nick Hundley_SF","Arismendy Alcantara_CIN","Gorkys Hernandez_SF","Miguel Montero_CHC","Kelby Tomlinson_SF","Greg Bird_NYY","Albert Almora_CHC","Jon Jay_CHC","Mac Williamson_SF","Conor Gillaspie_SF","Matt Szczur_CHC","Ian Happ_CHC","Jesse Winker_CIN","Drew Stubbs_SF","Devin Mesoraco_CIN","Aaron Hill_SF","Tommy La Stella_CHC","Michael Morse_SF","Tucker Barnhart_CIN","Gleyber Torres_NYY","Kyle Higashioka_NYY","Phillip Ervin_CIN","Tim Federowicz_SF","Austin Romine_NYY","Patrick Kivlehan_CIN","Ronald Torreyes_NYY","Rob Refsnyder_NYY","Chris Marrero_SF","Eloy Jimenez_CHC","Stuart Turner_CIN"
62.08,4.48,0,0.184782608695652,0,0,0,0,0,0,8.07017543859649,0,0,0,0,0,0,0,0,2.56521739130435,0,0,0,0,-0.213450292397661,26.2371541501976,0,0,28.7712418300654,0,0,0,0,0,0,0,0,0,5.17857142857143,0,0,-14.0909090909091,14.5111111111111,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.48,68.1984615384615,0,16.4239130434783,0,0,0,0,0,0,21.4152046783626,0,0,0,0,0,0,0,0,27.4347826086957,0,0,0,0,10.625730994152,6.9802371541502,0,0,-6.43790849673203,0,0,0,0,0,0,0,0,0,32.5178571428571,0,0,19.8181818181818,21.6666666666667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.8461538461538,0,0,0,-3.46666666666667,0,-2.41166666666667,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,6.06521739130435,0,0,0,8.52173913043478,0,0,-15.7777777777778,6.16304347826087,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-60.8333333333333,0,0,0,-0.631578947368421,0,0,0,0,0,-9.83333333333333,0,0,0,0,5.33333333333333
0.184782608695652,16.4239130434783,0,33.4619565217391,0,0,0,0,0,0,7.00292397660819,0,0,0,0,0,0,0,0,14.9632034632035,0,0,0,0,18.6838235294118,12.0513833992095,0,0,5.65073529411765,0,0,0,0,0,0,0,0,0,36.1666666666667,0,0,1.42222222222222,17.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,140.86231884058,-14,0,0,0,0,0,0,0,39.7526315789474,0,65.3479532163743,0,0,26.4384057971014,0,-5.14736842105263,0,0,19.0892857142857,0,0,0,0,0,1.63419913419913,0,-22.4222222222222,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,15.2875,0,26.2875816993464,0,0,0,0
0,0,0,0,-14,83.7,0,0,0,0,0,0,0,81.9,0,80.7,0,0,1.5,0,-17.25,0,0,0,0,0,0,0,0,-56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6,0,0,0,0
0,0,-3.46666666666667,0,0,0,51.75,0,17.6067193675889,0,0,0,0,0,0,0,0,0,0,0,0,-13.3840579710145,0,0,0,0,17.6818181818182,0,0,0,-8.53095238095238,0,0,-47.7142857142857,12.5573122529644,0,48,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,1.15686274509804,0,0,0,0,0,52.5,0,0,0,0,31
0,0,0,0,0,0,0,27.4215384615385,0,13.4970760233918,0,2.82411067193676,3.73636363636364,0,6.54743083003953,0,13.3586956521739,16.4154411764706,0,0,0,0,-6.09523809523809,0,0,0,0,2.97619047619048,0,0,0,0,0,0,0,16.4090909090909,0,4.36363636363636,0,-28,0,0,0,0,5,0,0,0,-7,0,-22.1666666666667,0,-4,0,0,0,0,0,0,0,0,0,14.8392857142857,0,0
0,0,-2.41166666666667,0,0,0,17.6067193675889,0,87.59,0,0,0,0,0,0,0,0,0,0,0,0,-4.96442687747036,0,0,0,0,8.92640692640693,0,0,0,-10.6190476190476,0,0,26.4464285714286,26.3658008658009,0,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,30.3333333333333,0,0,0,9.5718954248366,0,0,0,0,0,0,0,0,0,0,-8.66666666666667
0,0,0,0,0,0,0,13.4970760233918,0,24.1904761904762,0,2.49415204678363,1.26190476190476,0,-1.41176470588235,0,-3.56666666666667,0.807692307692308,0,0,0,0,9.88095238095238,0,0,0,0,-6.41666666666667,0,0,0,0,0,0,0,-1.86666666666667,0,-3.25,0,-24,0,0,0,0,0,0,0,0,-17.3333333333333,0,4.5,0,14.1666666666667,0,0,0,0,0,0,0,0,0,2.8,0,0
8.07017543859649,21.4152046783626,0,7.00292397660819,0,0,0,0,0,0,37.2865497076023,0,0,0,0,0,0,0,0,18.5625,0,0,0,0,-6.39393939393939,18.5130718954248,0,0,0.727272727272727,0,0,0,0,0,0,0,0,0,-15.3333333333333,0,0,20.9333333333333,-9.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.82411067193676,0,2.49415204678363,0,35.4733333333333,-2.26363636363636,0,8.10822510822511,0,9.64426877470356,-2.47083333333333,0,0,0,0,3.33333333333333,0,0,0,0,-10.8,0,0,0,0,0,0,0,-13.9111111111111,0,0.909090909090909,0,-24,0,0,0,0,0.75,0,0,0,-11.5,0,24.5,0,-22,0,0,0,0,0,0,0,0,0,-0.583333333333333,0,0
0,0,0,0,0,0,0,3.73636363636364,0,1.26190476190476,0,-2.26363636363636,12.7878787878788,0,-11.0818181818182,0,8.8,11.1636363636364,0,0,0,0,0,0,0,0,0,23.8,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0
0,0,0,0,39.7526315789474,81.9,0,0,0,0,0,0,0,83.5285714285714,0,20.3529411764706,0,0,22.4071428571429,0,19.1985294117647,0,0,8.45833333333333,0,0,0,0,0,-3.69298245614035,0,-31.8611111111111,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-24.5769230769231,0,2.93809523809524,0,0,0,0
0,0,0,0,0,0,0,6.54743083003953,0,-1.41176470588235,0,8.10822510822511,-11.0818181818182,0,28.4066666666667,0,12.2569169960474,1.54583333333333,0,0,0,0,-11.8571428571429,0,0,0,0,2.21428571428571,0,0,0,0,0,0,0,8.4,0,17.5636363636364,0,0,0,0,0,0,-4.25,0,0,0,-5.33333333333333,0,-9,0,4.66666666666667,0,0,0,0,0,0,0,0,0,-33.4761904761905,0,0
0,0,0,0,65.3479532163743,80.7,0,0,0,0,0,0,0,20.3529411764706,0,107.457142857143,0,0,-2.28571428571429,0,-24.6102941176471,0,0,14.047619047619,0,0,0,0,0,-18.4649122807018,0,39.6428571428571,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,21.1666666666667,0,-8.41911764705882,0,0,0,0
0,0,0,0,0,0,0,13.3586956521739,0,-3.56666666666667,0,9.64426877470356,8.8,0,12.2569169960474,0,42.4446153846154,11.8933823529412,0,0,0,0,-17.1190476190476,0,0,0,0,-7,0,0,0,0,0,0,0,24.5777777777778,0,2.35897435897436,0,-20,0,0,0,0,37,0,0,0,5,0,-31.3333333333333,0,-8.33333333333333,0,0,0,0,0,0,0,0,0,17.375,0,0
0,0,0,0,0,0,0,16.4154411764706,0,0.807692307692308,0,-2.47083333333333,11.1636363636364,0,1.54583333333333,0,11.8933823529412,35.2941176470588,0,0,0,0,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,6.64285714285714,0,46,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20.2678571428571,0,0
0,0,0,0,26.4384057971014,1.5,0,0,0,0,0,0,0,22.4071428571429,0,-2.28571428571429,0,0,41.7615384615385,0,3.91774891774892,0,0,1.88888888888889,0,0,0,0,0,10.3333333333333,0,-3.39393939393939,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,-3.14166666666667,0,4.18947368421053,0,0,0,0
2.56521739130435,27.4347826086957,0,14.9632034632035,0,0,0,0,0,0,18.5625,0,0,0,0,0,0,0,0,66.695652173913,0,0,0,0,-9.34558823529412,10.6285714285714,0,0,4.30882352941176,0,0,0,0,0,0,0,0,0,8.73809523809524,0,0,29.5909090909091,-13.4285714285714,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.14736842105263,-17.25,0,0,0,0,0,0,0,19.1985294117647,0,-24.6102941176471,0,0,3.91774891774892,0,48.9264069264069,0,0,9.2,0,0,0,0,0,2.64210526315789,0,-12.5357142857143,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,-6.49450549450549,0,-5.16339869281046,0,0,0,0
0,0,2.46,0,0,0,-13.3840579710145,0,-4.96442687747036,0,0,0,0,0,0,0,0,0,0,0,0,79.36,0,0,0,0,-13.6753246753247,0,0,0,18.6119047619048,0,0,-13.875,-17.8102766798419,0,12,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,-1.13450292397661,0,0,0,0,0,0,0,0,0,0,101.5
0,0,0,0,0,0,0,-6.09523809523809,0,9.88095238095238,0,3.33333333333333,0,0,-11.8571428571429,0,-17.1190476190476,0,0,0,0,0,38.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-1.3,0,32,0,0,0,0,-63,0,0,0,-12,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19.0892857142857,0,0,0,0,0,0,0,0,8.45833333333333,0,14.047619047619,0,0,1.88888888888889,0,9.2,0,0,19.3777777777778,0,0,0,0,0,11.1333333333333,0,4.27777777777778,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,2.9,0,-10,0,0,0,0
-0.213450292397661,10.625730994152,0,18.6838235294118,0,0,0,0,0,0,-6.39393939393939,0,0,0,0,0,0,0,0,-9.34558823529412,0,0,0,0,83.0409356725146,-10.95,0,0,-22.147619047619,0,0,0,0,0,0,0,0,0,-15.8333333333333,0,0,-7,-11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2371541501976,6.9802371541502,0,12.0513833992095,0,0,0,0,0,0,18.5130718954248,0,0,0,0,0,0,0,0,10.6285714285714,0,0,0,0,-10.95,42.4189723320158,0,0,40.5333333333333,0,0,0,0,0,0,0,0,0,-2.16666666666667,0,0,-9.55555555555556,-2.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.06521739130435,0,0,0,17.6818181818182,0,8.92640692640693,0,0,0,0,0,0,0,0,0,0,0,0,-13.6753246753247,0,0,0,0,79.2445652173913,0,0,0,-2.56578947368421,0,0,-20.1190476190476,29.2428571428571,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,80.8333333333333,0,0,0,8.28676470588235,0,0,0,0,0,-32,0,0,0,0,1
0,0,0,0,0,0,0,2.97619047619048,0,-6.41666666666667,0,-10.8,23.8,0,2.21428571428571,0,-7,-1.8,0,0,0,0,0,0,0,0,0,42.6190476190476,0,0,0,0,0,0,0,76.5,0,0,0,0,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.7712418300654,-6.43790849673203,0,5.65073529411765,0,0,0,0,0,0,0.727272727272727,0,0,0,0,0,0,0,0,4.30882352941176,0,0,0,0,-22.147619047619,40.5333333333333,0,0,72.1437908496732,0,0,0,0,0,0,0,0,0,0,0,0,-5.20833333333333,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.63419913419913,-56.1,0,0,0,0,0,0,0,-3.69298245614035,0,-18.4649122807018,0,0,10.3333333333333,0,2.64210526315789,0,0,11.1333333333333,0,0,0,0,0,38.0579710144928,0,-2.0530303030303,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,-11.9450549450549,0,4.6078431372549,0,0,0,0
0,0,8.52173913043478,0,0,0,-8.53095238095238,0,-10.6190476190476,0,0,0,0,0,0,0,0,0,0,0,0,18.6119047619048,0,0,0,0,-2.56578947368421,0,0,0,37.0869565217391,0,0,11.6666666666667,-3.6,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,-8.33333333333333,0,0,0,-2.83333333333333,0,0,0,0,0,40,0,0,0,0,44.6666666666667
0,0,0,0,-22.4222222222222,0,0,0,0,0,0,0,0,-31.8611111111111,0,39.6428571428571,0,0,-3.39393939393939,0,-12.5357142857143,0,0,4.27777777777778,0,0,0,0,0,-2.0530303030303,0,78.9924242424242,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,22.3333333333333,0,-14.375,0,0,0,0
0,0,0,0,26.75,0,0,0,0,0,0,0,0,21.45,0,6.35,0,0,4.35,0,-10,0,0,-4.5,0,0,0,0,0,-11.3333333333333,0,-72,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3333333333333,0,0,0,0,0,0
0,0,-15.7777777777778,0,0,0,-47.7142857142857,0,26.4464285714286,0,0,0,0,0,0,0,0,0,0,0,0,-13.875,0,0,0,0,-20.1190476190476,0,0,0,11.6666666666667,0,0,78.6666666666667,19.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4583333333333,0,0,0,0,0,37.5,0,0,0,0,0
0,0,6.16304347826087,0,0,0,12.5573122529644,0,26.3658008658009,0,0,0,0,0,0,0,0,0,0,0,0,-17.8102766798419,0,0,0,0,29.2428571428571,0,0,0,-3.6,0,0,19.7857142857143,39.0271739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,13.656862745098,0,0,0,0,0,0,0,0,0,0,13.6666666666667
0,0,0,0,0,0,0,16.4090909090909,0,-1.86666666666667,0,-13.9111111111111,8.5,0,8.4,0,24.5777777777778,6.64285714285714,0,0,0,0,-9,0,0,0,0,76.5,0,0,0,0,0,0,0,30.2727272727273,0,0.75,0,0,0,0,0,0,7.5,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,0,0
0,0,54.6666666666667,0,0,0,48,0,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,-74,0,0,0,-8,0,0,0,0,0,57.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.6666666666667,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.36363636363636,0,-3.25,0,0.909090909090909,0,0,17.5636363636364,0,2.35897435897436,46,0,0,0,0,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,31.4358974358974,0,-36,0,0,0,0,0,0,0,0,7.5,0,-6,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0
5.17857142857143,32.5178571428571,0,36.1666666666667,0,0,0,0,0,0,-15.3333333333333,0,0,0,0,0,0,0,0,8.73809523809524,0,0,0,0,-15.8333333333333,-2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,56.5535714285714,0,0,-6.5,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-28,0,-24,0,-24,0,0,0,0,-20,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.0909090909091,19.8181818181818,0,1.42222222222222,0,0,0,0,0,0,20.9333333333333,0,0,0,0,0,0,0,0,29.5909090909091,0,0,0,0,-7,-9.55555555555556,0,0,-5.20833333333333,0,0,0,0,0,0,0,0,0,-6.5,0,0,39.1818181818182,-5.33333333333333,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5111111111111,21.6666666666667,0,17.2857142857143,0,0,0,0,0,0,-9.35714285714286,0,0,0,0,0,0,0,0,-13.4285714285714,0,0,0,0,-11.7,-2.35714285714286,0,0,-2.25,0,0,0,0,0,0,0,0,0,44.4,0,0,-5.33333333333333,25.8222222222222,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0.75,9.16666666666667,0,-4.25,0,37,10,0,0,0,0,-63,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,25.7,0,0,0,22.5,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0
