"Unique.ID","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","FullName","Team","Pos","mean"
"Marken Michel@MIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marken Michel","MIN","WR",NA
"K.J. Brent@OAK@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K.J. Brent","OAK","WR",NA
"Tanner McEvoy@SEA@WR",NA,NA,NA,11.2,NA,2.7,2,1.7,NA,NA,NA,NA,2.4,13.1,NA,NA,3.6,"Tanner McEvoy","SEA","WR",5.24285714285714
"Brandon Wilds@ATL@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Wilds","ATL","RB",NA
"Devin Lucien@NE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devin Lucien","NE","WR",NA
"Aaron Ripkowski@GB@RB",NA,NA,NA,NA,1.7,1.2,2.6,4.3,1.7,NA,0.9,9.6,8.8,0.2,NA,NA,15.6,"Aaron Ripkowski","GB","RB",4.66
"David Glidden@ATL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Glidden","ATL","WR",NA
"Jakeem Grant@MIA@WR",NA,NA,NA,NA,6,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,0.1,"Jakeem Grant","MIA","WR",1.7
"James Wilder@BUF@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"James Wilder","BUF","RB",NA
"Brandon Ross@GB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Ross","GB","RB",NA
"Romar Morris@NYJ@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romar Morris","NYJ","RB",NA
"Darius Jennings@CLE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darius Jennings","CLE","WR",NA
"Devin Smith@NYJ@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Devin Smith","NYJ","WR",3
"Evan Spencer@TB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evan Spencer","TB","WR",NA
"Brandon Cottom@SEA@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Cottom","SEA","RB",NA
"Akeem Hunt@HOU@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,1.9,NA,1.9,1.5,5.4,NA,"Akeem Hunt","HOU","RB",2.1
"Raheem Mostert@CLE@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raheem Mostert","CLE","RB",NA
"Derek Watt@SD@RB",NA,NA,1.6,NA,0.2,1.8,NA,6.3,NA,NA,NA,NA,0.2,NA,NA,2.6,NA,"Derek Watt","SD","RB",2.11666666666667
"Chris Moore@BAL@WR",2.3,1.9,1.2,1.6,NA,NA,9.1,NA,0.2,1,NA,NA,0.7,1.5,NA,NA,NA,"Chris Moore","BAL","WR",2.16666666666667
"Elijhaa Penny@ARI@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elijhaa Penny","ARI","RB",NA
"Andre Davis@TB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre Davis","TB","WR",NA
"Malcolm Mitchell@NE@WR",5.3,2.5,3.7,NA,2.7,NA,NA,NA,NA,2.3,19.8,21.2,16.2,14.1,2.4,5.9,NA,"Malcolm Mitchell","NE","WR",8.73636363636364
"Marvin Hall@OAK@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marvin Hall","OAK","WR",NA
"Chuck Jacobs@BAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chuck Jacobs","BAL","WR",NA
"Jeremy Butler@BAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Butler","BAL","WR",NA
"Daniel Lasco@NO@RB",NA,NA,NA,2.9,NA,1.9,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Lasco","NO","RB",2.1
"Tra Carson@CIN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tra Carson","CIN","RB",NA
"De'Anthony Thomas@KC@WR",NA,NA,NA,NA,NA,3.4,3.2,0.2,NA,NA,NA,1.4,2.3,1.1,1.8,NA,NA,"De'Anthony Thomas","KC","WR",1.91428571428571
"Bishop Sankey@TEN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Sankey","TEN","RB",NA
"Kasen Williams@SEA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kasen Williams","SEA","WR",NA
"Tommylee Lewis@NO@WR",NA,0.9,7.4,2.3,NA,4.4,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,"Tommylee Lewis","NO","WR",3.14
"Dominique Williams@SD@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominique Williams","SD","WR",NA
"Jay Lee@DET@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jay Lee","DET","WR",NA
"J.D. McKissic@ATL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.D. McKissic","ATL","WR",NA
"Robby Anderson@NYJ@WR",NA,NA,5.4,3.2,2,6.4,10.1,6.1,8.9,9.9,NA,4.4,16.1,17.1,18,NA,8.3,"Robby Anderson","NYJ","WR",8.91538461538462
"Will Ratelle@ATL@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Will Ratelle","ATL","RB",NA
"Stephen Houston@BAL@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephen Houston","BAL","RB",NA
"Shane Wynn@JAX@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,"Shane Wynn","JAX","WR",2.9
"Kenneth Farrow@SD@RB",NA,1.3,NA,NA,NA,0.5,1.3,1.2,2.9,NA,NA,-0.3,1.5,13.8,6.3,9.7,NA,"Kenneth Farrow","SD","RB",3.82
"Darrin Reaves@KC@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darrin Reaves","KC","RB",NA
"Rannell Hall@CLE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rannell Hall","CLE","WR",NA
"George Atkinson@OAK@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"George Atkinson","OAK","RB",NA
"DeAndre Carter@NE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DeAndre Carter","NE","WR",NA
"Andrew Bonnet@CIN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrew Bonnet","CIN","RB",NA
"Alan Cross@TB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan Cross","TB","RB",NA
"Tevin Jones@HOU@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tevin Jones","HOU","WR",NA
"Chandler Worthy@NYJ@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chandler Worthy","NYJ","WR",NA
"Trevor Davis@GB@WR",NA,NA,NA,NA,NA,NA,NA,11.4,NA,-1,NA,NA,NA,NA,NA,NA,NA,"Trevor Davis","GB","WR",5.2
"Brittan Golden@ARI@WR",NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,0.9,NA,7.9,3.3,3.2,1,"Brittan Golden","ARI","WR",3.53333333333333
"Tyrell Williams@SD@WR",9.1,15.1,12.9,9,25.7,5.8,24,1.4,18.5,26.5,NA,21,12.7,8.8,6,16.4,13,"Tyrell Williams","SD","WR",14.11875
"Jhurell Pressley@MIN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jhurell Pressley","MIN","RB",NA
"Kolby Listenbee@BUF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kolby Listenbee","BUF","WR",NA
"Isaac Fruechte@MIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaac Fruechte","MIN","WR",NA
"K.J. Maye@NYG@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K.J. Maye","NYG","WR",NA
"Daniel Braverman@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Braverman","CHI","WR",NA
"Jordan Williams@NO@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan Williams","NO","WR",NA
"Alex Erickson@CIN@WR",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,2.6,2.6,NA,1.5,NA,"Alex Erickson","CIN","WR",2.18333333333333
"Paul Lasike@CHI@RB",NA,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,"Paul Lasike","CHI","RB",0.266666666666667
"D.J. Foster@NE@RB",NA,1.9,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.J. Foster","NE","RB",1.8
"Glenn Gronkowski@BUF@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glenn Gronkowski","BUF","RB",NA
"Zac Brooks@SEA@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zac Brooks","SEA","RB",NA
"Marshaun Coprich@NYG@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marshaun Coprich","NYG","RB",NA
"Byron Marshall@PHI@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,"Byron Marshall","PHI","RB",5.6
"Russell Hansbrough@TB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russell Hansbrough","TB","RB",NA
"Cordarrelle Patterson@MIN@WR",2.4,-0.2,1.8,9,14.6,NA,19.7,6.6,10.5,4.7,15.3,8.7,3.6,4.8,9.9,3.3,4.9,"Cordarrelle Patterson","MIN","WR",7.475
"Trey Williams@IND@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trey Williams","IND","RB",NA
"Chris Harper@NE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Harper","NE","WR",NA
"Kenny Lawler@SEA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenny Lawler","SEA","WR",NA
"Darius Powe@NYG@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darius Powe","NYG","WR",NA
"Devin Fuller@ATL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devin Fuller","ATL","WR",NA
"Jordan Payton@CLE@WR",NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan Payton","CLE","WR",1.3
"Damien Williams@MIA@RB",4.8,NA,11.5,2.5,9,9.7,7.6,NA,6.9,15,NA,3.8,2.9,8.8,NA,7.1,4.8,"Damien Williams","MIA","RB",7.26153846153846
"Marcus Johnson@PHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcus Johnson","PHI","WR",NA
"Cayleb Jones@PHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cayleb Jones","PHI","WR",NA
"Max McCaffrey@OAK@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max McCaffrey","OAK","WR",NA
"Herb Waters@GB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herb Waters","GB","WR",NA
"Quinshad Davis@DET@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quinshad Davis","DET","WR",NA
"Tevaun Smith@IND@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tevaun Smith","IND","WR",NA
"Danny Anthrop@IND@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Danny Anthrop","IND","WR",NA
"Brandon Shippen@MIA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Shippen","MIA","WR",NA
"Marquis Bundy@ARI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marquis Bundy","ARI","WR",NA
"Dennis Parks@CLE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dennis Parks","CLE","WR",NA
"Jalen Richard@OAK@RB",17.5,3.7,5.1,3,15.7,3.3,1.1,5.7,9.2,NA,14.2,2.3,5.3,2.9,8.9,16.9,0.8,"Jalen Richard","OAK","RB",7.225
"Mekale McKay@IND@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mekale McKay","IND","WR",NA
"Jonathan Williams@BUF@RB",NA,NA,0.2,NA,NA,1.1,NA,7.2,NA,NA,3.6,1.2,NA,NA,1,NA,0.1,"Jonathan Williams","BUF","RB",2.05714285714286
"Ricardo Louis@CLE@WR",NA,NA,7,5.8,3.3,11.5,1.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"Ricardo Louis","CLE","WR",5.5
"Darius Jackson@DAL@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darius Jackson","DAL","RB",NA
"Kenyan Drake@MIA@RB",NA,9.8,6.8,1.5,4,NA,NA,NA,7.6,0.9,0.2,0.9,1.5,2.1,1.6,11.6,1,"Kenyan Drake","MIA","RB",3.80769230769231
"Cody Core@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.8,3.3,11.9,12.2,"Cody Core","CIN","WR",7.4
"Jaydon Mickens@OAK@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaydon Mickens","OAK","WR",NA
"Keenan Reynolds@BAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keenan Reynolds","BAL","WR",NA
"Brandon Burks@GB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Burks","GB","RB",NA
"Chris Swain@SD@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Swain","SD","RB",NA
"Sione Houma@NO@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sione Houma","NO","RB",NA
"DeAndre Reaves@SD@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DeAndre Reaves","SD","WR",NA
"Alonzo Russell@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alonzo Russell","CIN","WR",NA
"Chris Brown@DAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Brown","DAL","WR",NA
"Darrin Peterson@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darrin Peterson","CHI","WR",NA
"Chester Rogers@IND@WR",NA,NA,NA,5.9,5.4,10.3,5,NA,NA,NA,NA,NA,NA,3.1,5.4,NA,11.2,"Chester Rogers","IND","WR",6.61428571428571
"Chris Hubert@ARI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Hubert","ARI","WR",NA
"Tajae Sharpe@TEN@WR",14.6,7.3,7.8,3.5,3.7,0.1,9.9,2.1,9.8,15.8,16.8,3.1,NA,NA,3,7.8,NA,"Tajae Sharpe","TEN","WR",7.52142857142857
"Derek Keaton@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Derek Keaton","CHI","WR",NA
"Andy Jones@DAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andy Jones","DAL","WR",NA
"John Crockett@GB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Crockett","GB","RB",NA
"Dwayne Washington@DET@RB",6.1,3.1,4.5,2.4,NA,NA,NA,NA,2.6,NA,4.1,1.9,6,8.4,6,3.6,NA,"Dwayne Washington","DET","RB",4.42727272727273
"Demarcus Robinson@KC@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demarcus Robinson","KC","WR",NA
"Wendell Smallwood@PHI@RB",0.1,1.6,13.9,NA,NA,9,1.3,-1.5,2.5,7,11.9,5.7,1.9,0.3,NA,NA,NA,"Wendell Smallwood","PHI","RB",4.475
"Jalin Marshall@NYJ@WR",NA,6.5,2.9,NA,NA,2.1,NA,NA,14.9,NA,NA,2.6,NA,NA,NA,NA,11.2,"Jalin Marshall","NYJ","WR",6.7
"Lucky Whitehead@DAL@WR",NA,NA,0.3,0.8,0.9,7.1,NA,1.7,0.2,1.5,NA,1.5,-0.4,NA,-0.4,NA,1.8,"Lucky Whitehead","DAL","WR",1.36363636363636
"Adam Thielen@MIN@WR",9.4,8.1,5.9,4.1,28.7,NA,7.2,7,10.8,12.2,17.5,13.3,14.6,17.1,0,47.6,1.7,"Adam Thielen","MIN","WR",12.825
"Khiry Robinson@NYJ@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,"Khiry Robinson","NYJ","RB",1.2
"Rashard Higgins@CLE@WR",NA,NA,NA,NA,NA,2.4,3.9,2,NA,NA,NA,5.4,NA,NA,NA,NA,NA,"Rashard Higgins","CLE","WR",3.425
"Peyton Barber@TB@RB",NA,NA,NA,NA,0.6,NA,14.4,0.1,9.5,3.8,2.2,3,0.6,NA,NA,NA,1.9,"Peyton Barber","TB","RB",4.01111111111111
"Mario Alford@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mario Alford","CIN","WR",NA
"Johnny Holton@OAK@WR",NA,2.8,0.2,NA,NA,NA,2.5,0.2,NA,NA,NA,4,NA,NA,NA,NA,-1,"Johnny Holton","OAK","WR",1.45
"Vince Mayle@DAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vince Mayle","DAL","WR",NA
"Taylor Gabriel@CLE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taylor Gabriel","CLE","WR",NA
"Jace Billingsley@DET@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jace Billingsley","DET","WR",NA
"Jake Lampman@NO@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jake Lampman","NO","WR",NA
"Corey Washington@ATL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corey Washington","ATL","WR",NA
"Torrence Allen@SD@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torrence Allen","SD","WR",NA
"Geronimo Allison@GB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,1.7,10.6,19.1,"Geronimo Allison","GB","WR",8.525
"Roger Lewis@NYG@WR",NA,NA,NA,NA,NA,9.4,1.7,NA,10,1.2,1.8,2.8,1.8,NA,NA,NA,NA,"Roger Lewis","NYG","WR",4.1
"Tyreek Hill@KC@WR",7.9,2.7,5.3,13.2,NA,4,13.1,21.5,6.2,20.1,10.1,32.5,12.2,23.8,12.8,15.5,17.1,"Tyreek Hill","KC","WR",13.625
"Antwane Grant@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antwane Grant","CIN","WR",NA
"Seantavius Jones@KC@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seantavius Jones","KC","WR",NA
"Hunter Sharp@PHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunter Sharp","PHI","WR",NA
"Harvey Binford@GB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Binford","GB","WR",NA
"Montario Hunter@SEA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montario Hunter","SEA","WR",NA
"Joshua Stangby@IND@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Stangby","IND","WR",NA
"Donteea Dye@TB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donteea Dye","TB","WR",NA
"Ben Roberts@TEN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben Roberts","TEN","WR",NA
"Anthony Dable@NYG@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Dable","NYG","WR",NA
"Moritz Boehringer@MIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moritz Boehringer","MIN","WR",NA
"Wendall Williams@HOU@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,"Wendall Williams","HOU","WR",6.1
"Alstevis Squirewell@GB@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alstevis Squirewell","GB","RB",NA
"C.J. Ham@MIN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.J. Ham","MIN","RB",NA
"Rashaun Simonise@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rashaun Simonise","CIN","WR",NA
"Franky Okafor@ARI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Franky Okafor","ARI","WR",NA
"Marcus Tucker@PIT@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcus Tucker","PIT","WR",NA
"Brandon Brown-Dukes@PIT@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Brown-Dukes","PIT","RB",NA
"Mike Thomas@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,NA,2.5,"Mike Thomas","LA","WR",1.9
"Duke Williams@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duke Williams","LA","WR",NA
"DeAndre Smelter@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,"DeAndre Smelter","SF","WR",3.3
"Demarcus Ayers@PIT@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,14.2,"Demarcus Ayers","PIT","WR",8.05
"Kelvin Taylor@SF@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kelvin Taylor","SF","RB",NA
"Cameron Artis-Payne@CAR@RB",NA,NA,6.8,1.2,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cameron Artis-Payne","CAR","RB",9.5
"Aaron Burbridge@SF@WR",NA,NA,NA,1.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,4.9,3.5,3.4,"Aaron Burbridge","SF","WR",2.96
"Mike Davis@SF@RB",0.1,2,NA,NA,0.4,2.9,8.1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Mike Davis","SF","RB",2.58333333333333
"Kalif Raymond@DEN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,"Kalif Raymond","DEN","WR",-1
"Paul McRoberts@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,"Paul McRoberts","LA","WR",1.6
"Bryce Treggs@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryce Treggs","SF","WR",NA
"Andy Janovich@DEN@RB",8.8,2.1,2.5,NA,0.2,NA,2.3,NA,NA,1.9,NA,0.9,NA,NA,NA,NA,NA,"Andy Janovich","DEN","RB",2.67142857142857
"Daryl Richardson@PIT@RB",NA,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daryl Richardson","PIT","RB",0.35
"Mose Frazier@DEN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mose Frazier","DEN","WR",NA
