"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","50000"
"3","3","25000"
"4","4","20000"
"5","5","15000"
"6","6","10000"
"7","8","7500"
"9","10","6000"
"11","15","5000"
"16","20","4000"
"21","35","3000"
"36","51","2500"
"52","72","2000"
"73","126","1500"
