"Aaron Judge_NYY","George Springer_HOU","Gary Sanchez_NYY","Carlos Correa_HOU","Jose Altuve_HOU","Brett Gardner_NYY","Josh Reddick_HOU","Khris Davis_OAK","Carlos Beltran_HOU","Matt Holliday_NYY","Chris Carter_NYY","Brian McCann_HOU","Matt Joyce_OAK","Marwin Gonzalez_HOU","Evan Gattis_HOU","Aaron Hicks_NYY","Jose Abreu_CWS","Matt Davidson_CWS","Yonder Alonso_OAK","Yuli Gurriel_HOU","Alex Bregman_HOU","Jacoby Ellsbury_NYY","Todd Frazier_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Avisail Garcia_CWS","Chad Pinder_OAK","Ryon Healy_OAK","Melky Cabrera_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jed Lowrie_OAK","Marcus Semien_OAK","Derek Fisher_HOU","Chase Headley_NYY","Yolmer Sanchez_CWS","Greg Bird_NYY","Yoan Moncada_CWS","Jake Marisnick_HOU","Mason Williams_NYY","Leury Garcia_CWS","Rob Refsnyder_NYY","Mark Canha_OAK","Tyler Austin_NYY","Charlie Tilson_CWS","Adam Engel_CWS","Rajai Davis_OAK","Adam Rosales_OAK","JD Davis_HOU","Joey Wendle_OAK","Norichika Aoki_HOU","Matt Chapman_OAK","Jake Smolinski_OAK","Ryan LaMarre_OAK","Jaycob Brugman_OAK","Ronald Torreyes_NYY","Jacob May_CWS","Jorge Mateo_NYY","Miguel Andujar_NYY","Tim Anderson_CWS","Tyler Wade_NYY","Gleyber Torres_NYY","Josh Phegley_OAK","Bruce Maxwell_OAK","Austin Romine_NYY","Cody Asche_CWS","Willy Garcia_CWS","Geovany Soto_CWS","Kevan Smith_CWS","Kyle Tucker_HOU","Kyle Higashioka_NYY","Omar Narvaez_CWS","Juan Centeno_HOU","Renato Nunez_OAK","Matt Olson_OAK","Tony Kemp_HOU","Franklin Barreto_OAK","Jaff Decker_OAK","Grant Green_CWS","Zack Collins_CWS","Teoscar Hernandez_HOU","Colin Moran_HOU"
41,0,28,0,0,36,0,0,0,38,43,0,0,0,0,34,0,0,0,0,0,15,0,43,34,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,39,0,44,44,0,36,0,36,0,0,46,0,28,16,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49,0,0,0,0,51,0,0,0,0,0,46,0,0,0,0,0,0,0,22,48,0,0,0,47,6,0,0,0,0,0,0,0,0,0,10,0,0,0,25,32,0,0,0,2,0,0,11,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0
0,40,0,38,42,0,30,0,35,0,0,28,0,45,27,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,38,0,37,39,0,27,0,28,0,0,16,0,27,42,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,32,0,0,40,0,0,0,43,34,0,0,0,0,49,0,0,0,0,0,15,0,47,38,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,47,0,0,0,0,54,0,0,61,0,0,60,25,5,0,0,0,0,30,0,0,0,0,42,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,56,0,0,0,0,0,13,16,9,24,0,0,31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,0,0,0,0,39,0,0,46,0,0,45,17,5,0,0,0,0,26,0,0,0,0,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,3,12,5,21,0,0,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0,46,0,0,0,0,0,55,0,0,0,0,0,0,0,26,52,0,0,0,49,6,0,0,0,0,0,0,0,0,0,12,0,0,0,31,35,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,6,0,2,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,0,58,62,0,49,0,52,0,0,39,0,37,40,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
32,0,16,0,0,27,0,0,0,28,15,0,0,0,0,15,0,0,0,0,0,35,0,34,15,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,39,0,0,0,0,55,0,0,52,0,0,52,19,4,0,0,0,0,28,0,0,0,0,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,49,0,0,0,0,0,9,14,9,21,0,0,25,0,0,0,0,0,0,0,0,0,0
68,0,40,0,0,60,0,0,0,60,43,0,0,0,0,47,0,0,0,0,0,34,0,70,46,0,0,0,0,0,0,0,0,0,59,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
47,0,36,0,0,44,0,0,0,43,34,0,0,0,0,38,0,0,0,0,0,15,0,46,48,0,0,0,0,0,0,0,0,0,38,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,0,0,0,0,52,0,0,62,0,0,58,24,5,0,0,0,0,29,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,54,0,0,0,0,0,13,14,10,23,0,0,29,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35,0,0,0,0,22,0,0,0,0,0,26,0,0,0,0,0,0,0,35,35,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23,20,0,0,0,0,0,2,10,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0
0,0,0,0,0,0,0,63,0,0,0,0,48,0,0,0,0,0,52,0,0,0,0,0,0,0,35,65,0,0,0,59,9,0,0,0,0,0,0,0,0,0,20,0,0,0,39,44,0,0,0,2,0,2,13,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,6,0,2,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,45,0,0,0,0,52,0,0,58,0,0,61,23,5,0,0,0,0,30,0,0,0,0,39,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,55,0,0,0,0,0,12,14,10,22,0,0,29,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,19,0,0,24,0,0,23,26,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,8,5,9,6,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,5,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,60,0,0,0,0,47,0,0,0,0,0,49,0,0,0,0,0,0,0,31,59,0,0,0,62,9,0,0,0,0,0,0,0,0,0,19,0,0,0,37,41,0,0,0,2,0,2,10,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0
0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,4,4,0,0,0,3,0,0,3,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,35,0,0,52,0,0,0,51,35,0,0,0,0,42,0,0,0,0,0,31,0,59,38,0,0,0,0,0,0,0,0,0,61,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,28,0,0,29,0,0,30,0,4,0,0,0,0,30,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,27,30,0,13,0,24,0,0,16,0,18,19,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,0,0,0,0,35,0,0,40,0,0,39,23,0,0,0,0,0,14,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,0,0,0,0,0,11,7,9,12,0,0,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,10,20,0,0,0,19,4,0,0,0,0,0,0,0,0,0,20,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,9,0,0,10,0,0,10,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,0,0,25,0,0,0,0,0,31,0,0,0,0,0,0,0,23,39,0,0,0,37,9,0,0,0,0,0,0,0,0,0,14,0,0,0,41,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
0,0,0,0,0,0,0,45,0,0,0,0,32,0,0,0,0,0,35,0,0,0,0,0,0,0,20,44,0,0,0,41,3,0,0,0,0,0,0,0,0,0,16,0,0,0,27,47,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,5,0,2,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0,39,41,0,35,0,34,0,0,29,0,25,25,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,10,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,2,0,0,13,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0
33,0,16,0,0,31,0,0,0,27,17,0,0,0,0,19,0,0,0,0,0,23,0,34,14,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,7,0,0,6,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,41,0,0,0,0,49,0,0,54,0,0,55,20,4,0,0,0,0,29,0,0,0,0,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,57,0,0,0,0,0,11,12,8,21,0,0,28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,18,25,0,0,0,21,2,0,0,0,0,0,0,0,0,0,11,0,0,0,15,20,0,0,0,2,0,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
30,0,5,0,0,23,0,0,0,24,13,0,0,0,0,17,0,0,0,0,0,18,0,30,15,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,9,0,0,13,0,0,12,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,13,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,14,0,0,14,0,0,14,5,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,9,0,0,10,0,0,10,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,21,0,0,23,0,0,22,6,0,0,0,0,0,18,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0,0,25,0,0,29,0,0,29,11,4,0,0,0,0,12,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,28,0,0,0,0,0,8,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
