"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,786567440,"bombers78 (5/11)",0,209,"OF Ryan Braun P Chris Archer SS Zack Cozart P Julio Teheran OF Eric Thames 2B Scooter Gennett C J.T. Realmuto OF Max Kepler 3B Travis Shaw 1B Josh Bell",NA,"Chris Archer","43.97%",32.75
2,786690392,"westvols",0,180.9,"P Chris Archer OF Alex Presley 3B Mike Moustakas P Danny Salazar 2B Scooter Gennett OF Christian Yelich C Evan Gattis OF Aaron Judge SS Francisco Lindor 1B Josh Bell",NA,"Josh Harrison","26.24%",4
3,786720243,"jvenable52 (4/5)",0,179.6,"2B Robinson Canó OF Brandon Moss P Rich Hill OF Melky Cabrera SS Alcides Escobar C Martín Maldonado OF Alex Gordon P Chris Archer 3B Mike Moustakas 1B Eric Hosmer",NA,"Danny Salazar","25.06%",31.15
3,786720248,"jvenable52 (5/5)",0,179.6,"2B Robinson Canó OF Brandon Moss P Rich Hill OF Melky Cabrera SS Alcides Escobar C Martín Maldonado OF Alex Gordon P Chris Archer 3B Mike Moustakas 1B Eric Hosmer",NA,"Sean Manaea","24.11%",2.15
5,786937414,"mberkowi (6/12)",0,173.9,"OF Ryan Braun P Chris Archer OF Giancarlo Stanton SS Eric Sogard 2B Dee Gordon 1B Eric Thames P Danny Salazar OF Christian Yelich C Jett Bandy 3B Travis Shaw",NA,"Charlie Blackmon","22.93%",17
6,786842519,"Plover (3/3)",0,172.9,"OF Howie Kendrick OF Ryan Braun P Chris Archer 2B Eric Sogard C Jason Castro 1B Eric Thames P Danny Salazar 3B Travis Shaw SS Corey Seager OF Cody Bellinger",NA,"Giancarlo Stanton","21.99%",5
7,786923559,"cstalt0330",0,172.4,"SS José Reyes 2B Chase Utley OF Ryan Braun P Chris Archer C Travis d'Arnaud 1B Justin Smoak 3B Logan Forsythe OF Charlie Blackmon P Zack Wheeler OF Andrew Benintendi",NA,"Zack Cozart","19.86%",16
8,786788245,"mray6288 (2/12)",0,171.9,"OF Matt Joyce P Chris Archer OF Josh Reddick 2B José Altuve P Danny Salazar OF George Springer SS Marcus Semien C J.T. Realmuto 3B Colin Moran 1B Yuli Gurriel",NA,"Rich Hill","19.15%",24.85
9,786931351,"yetzt117",0,170.25,"2B Robinson Canó P Chris Archer 3B Mike Moustakas OF Charlie Blackmon C Evan Gattis OF Aaron Judge OF Jaycob Brugman 1B Josh Bell SS Corey Seager P Chris O'Grady",NA,"Josh Bell","17.49%",14
10,786701489,"pipolechap (2/3)",0,169.9,"OF Carlos González OF Andrew McCutchen P Chris Archer 3B David Freese SS Zack Cozart OF Giancarlo Stanton 2B Josh Harrison P Danny Salazar C J.T. Realmuto 1B Josh Bell",NA,"Andrew McCutchen","16.78%",11
11,786788244,"mray6288 (1/12)",0,168.9,"OF Brandon Moss 2B Howie Kendrick P Chris Archer OF Josh Reddick 3B Mike Moustakas SS Freddy Galvis P Danny Salazar OF George Springer C Evan Gattis 1B Yuli Gurriel",NA,"Masahiro Tanaka","16.31%",12.7
12,786667712,"panda224 (2/2)",0,167.95,"1B Ryan Zimmerman OF Josh Reddick 3B Mike Moustakas SS Zack Cozart OF Giancarlo Stanton C Salvador Perez P J.C. Ramírez OF Charlie Blackmon 2B Dee Gordon P Marcus Stroman",NA,"Mike Moustakas","15.37%",28
13,786871388,"tjc315 (1/2)",0,166.9,"OF John Jaso C Chris Iannetta P Chris Archer 3B Mike Moustakas SS Zack Cozart OF Charlie Blackmon 2B Josh Harrison P Danny Salazar OF A.J. Pollock 1B Josh Bell",NA,"Corey Seager","13.24%",14
14,786670130,"giantsquid",0,161.9,"OF Andrew McCutchen P Chris Archer 3B David Freese OF Giancarlo Stanton 2B Josh Harrison P Danny Salazar OF Starling Marte SS Tyler Saladino C J.T. Realmuto 1B Josh Bell",NA,"Francisco Cervelli","13.00%",0
