"Andrew Benintendi_BOS","JD Martinez_DET","Mookie Betts_BOS","Mike Moustakas_KC","Justin Upton_DET","Xander Bogaerts_BOS","Hunter Renfroe_SD","Jackie Bradley_BOS","Dustin Pedroia_BOS","Mitch Moreland_BOS","Alex Avila_DET","Ian Kinsler_DET","Nicholas Castellanos_DET","Salvador Perez_KC","Hanley Ramirez_BOS","Miguel Cabrera_DET","Lorenzo Cain_KC","Eric Hosmer_KC","Whit Merrifield_KC","Victor Martinez_DET","Andrew Romine_DET","Jose Iglesias_DET","Ryan Schimpf_SD","Jorge Bonifacio_KC","Jorge Soler_KC","Wil Myers_SD","Manuel Margot_SD","Brock Holt_BOS","Yangervis Solarte_SD","Alex Dickerson_SD","Cheslor Cuthbert_KC","Pablo Sandoval_BOS","Mikie Mahtook_DET","Paulo Orlando_KC","Billy Burns_KC","Chris Young_BOS","Travis Jankowski_SD","JaCoby Jones_DET","Brandon Moss_KC","Matt Szczur_SD","Austin Hedges_SD","Christian Vazquez_BOS","Dixon Machado_DET","Steve Selsky_BOS","John Hicks_DET","Marco Hernandez_BOS","James McCann_DET","Tyler Collins_DET","Chase d'Arnaud_SD","Ryan O'Hearn_KC","Alex Presley_DET","Erick Aybar_SD","Christian Bethancourt_SD","Terrance Gore_KC","Luis Urias_SD","Jim Adduci_DET","Josh Rutledge_BOS","Sam Travis_BOS","Cory Spangenberg_SD","Allen Cordoba_SD","Sandy Leon_BOS","Alex Gordon_KC","Deven Marrero_BOS","Jabari Blash_SD","Jose Pirela_SD","Franchy Cordero_SD","Raul Mondesi_KC","Carlos Asuaje_SD","Hector Sanchez_SD","Ramon Torres_KC","Jose Rondon_SD","Hunter Dozier_KC","Alcides Escobar_KC","Drew Butera_KC","Luis Torrens_SD"
78.0820408163265,0,30.4042553191489,0,0,18.7869565217391,0,2.07142857142857,14.8923076923077,17.9139685476411,0,0,0,0,4.88076923076923,0,0,0,0,0,0,0,0,0,0,0,0,-1.66666666666667,0,0,0,10.9714285714286,0,0,0,13.387865497076,0,0,0,0,0,4.98188405797101,0,0,0,4.07142857142857,0,0,0,0,0,0,0,0,0,0,16.8910256410256,0,0,0,20.8292307692308,0,-11.8272058823529,0,0,0,0,0,0,0,0,0,0,0,0
0,147.588932806324,0,0,36.9437229437229,0,0,0,0,0,25.1410256410256,24.4428571428571,0,0,0,47.7761904761905,0,0,0,40.5263157894737,-0.486111111111111,18.0157894736842,0,0,0,0,0,0,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0,0,45,0,89.6666666666667,0,31.9111111111111,-52,0,0,-26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4042553191489,0,77.2735849056604,0,0,18.1772549019608,0,10.1234817813765,11.6820512820513,6.41813135985199,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,7.18421052631579,0,0,0,-13.9782608695652,0,0,0,0,0,2.79538461538462,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,2.31666666666667,43.3333333333333,0,0,17.7777777777778,0,22.8268398268398,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53.8730612244898,0,0,0,0,0,0,0,0,0,8.90454545454545,0,0,3.68173758865248,1.90857142857143,7.56330014224751,0,0,0,0,7.39393939393939,4.43589743589744,0,0,0,0,0,2.73333333333333,0,0,7.25,0,0,0,0,15.0900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4136363636364,0,0,0,0,-12.8888888888889,0,0,0,0,0,-2.11959183673469,27.6071428571429,0
0,36.9437229437229,0,0,64.6449468085106,0,0,0,0,0,10.565,7.17394957983193,0,0,0,7.30555555555556,0,0,0,-0.357142857142857,10.0184615384615,2.35128205128205,0,0,0,0,0,0,0,0,0,0,9.74358974358974,0,0,0,0,2.55357142857143,0,0,0,0,0.863636363636364,0,36.6071428571429,0,6.86769230769231,-0.22463768115942,0,0,0.6,0,0,0,0,33.0777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.7869565217391,0,18.1772549019608,0,0,45.1915535444947,0,9.11538461538461,10.0654338549075,11.6313131313131,0,0,0,0,3.19090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,16.7679653679654,0,0,0,0,0,-1.19333333333333,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,0,14.4666666666667,94,0,0,16.6623931623932,0,34.5865800865801,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,56.2272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.48353658536585,0,0,-3.53249475890985,-3.51794871794872,0,-5.27171717171717,0,0,0,0,0,0,0,-6.3974358974359,0,0,-4.13636363636364,-1.63285024154589,0,0,0,0,0,0,0,-26,0,0,-2.63399778516058,0,0,0,0,0,0,11.845,-8.27865612648221,0,0,0,7.8,-41.3333333333333,-17.3611111111111,0,0,0,0,0,0,0,0,-3.33333333333333
2.07142857142857,0,10.1234817813765,0,0,9.11538461538461,0,64.5121951219512,-4.01851851851852,6.63809523809524,0,0,0,0,-12.7522281639929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621794871794872,0,0,0,23.2768181818182,0,0,0,0,0,9.63333333333333,0,0,0,3.98181818181818,0,0,0,0,0,0,0,0,0,0,-9.78021978021978,132,0,0,6.42105263157895,0,29.374269005848,0,0,0,0,0,0,0,0,0,0,0,0
14.8923076923077,0,11.6820512820513,0,0,10.0654338549075,0,-4.01851851851852,22.3252032520325,0.305120910384068,0,0,0,0,5.52083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.32692307692308,0,0,0,7.33052631578947,0,0,0,0,0,8.24853801169591,0,0,0,-0.0606060606060606,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13.7707509881423,0,1.49450549450549,0,0,0,0,0,0,0,0,0,0,0,0
17.9139685476411,0,6.41813135985199,0,0,11.6313131313131,0,6.63809523809524,0.305120910384068,51.8324829931973,0,0,0,0,1.85357624831309,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,-4.6969696969697,0,0,0,11.7900584795322,0,0,0,0,0,-0.788537549407115,0,0,0,-1.5125,0,0,0,0,0,0,0,0,0,0,32.9181818181818,0,0,0,11.8907692307692,0,-14.825,0,0,0,0,0,0,0,0,0,0,0,0
