"Andrew Benintendi_BOS","JD Martinez_DET","Mookie Betts_BOS","Mike Moustakas_KC","Justin Upton_DET","Xander Bogaerts_BOS","Hunter Renfroe_SD","Jackie Bradley_BOS","Dustin Pedroia_BOS","Mitch Moreland_BOS","Alex Avila_DET","Ian Kinsler_DET","Nicholas Castellanos_DET","Salvador Perez_KC","Hanley Ramirez_BOS","Miguel Cabrera_DET","Lorenzo Cain_KC","Eric Hosmer_KC","Whit Merrifield_KC","Victor Martinez_DET","Andrew Romine_DET","Jose Iglesias_DET","Ryan Schimpf_SD","Jorge Bonifacio_KC","Jorge Soler_KC","Wil Myers_SD","Manuel Margot_SD","Brock Holt_BOS","Yangervis Solarte_SD","Alex Dickerson_SD","Cheslor Cuthbert_KC","Pablo Sandoval_BOS","Mikie Mahtook_DET","Paulo Orlando_KC","Billy Burns_KC","Chris Young_BOS","Travis Jankowski_SD","JaCoby Jones_DET","Brandon Moss_KC","Matt Szczur_SD","Austin Hedges_SD","Christian Vazquez_BOS","Dixon Machado_DET","Steve Selsky_BOS","John Hicks_DET","Marco Hernandez_BOS","James McCann_DET","Tyler Collins_DET","Chase d'Arnaud_SD","Ryan O'Hearn_KC","Alex Presley_DET","Erick Aybar_SD","Christian Bethancourt_SD","Terrance Gore_KC","Luis Urias_SD","Jim Adduci_DET","Josh Rutledge_BOS","Sam Travis_BOS","Cory Spangenberg_SD","Allen Cordoba_SD","Sandy Leon_BOS","Alex Gordon_KC","Deven Marrero_BOS","Jabari Blash_SD","Jose Pirela_SD","Franchy Cordero_SD","Raul Mondesi_KC","Carlos Asuaje_SD","Hector Sanchez_SD","Ramon Torres_KC","Jose Rondon_SD","Hunter Dozier_KC","Alcides Escobar_KC","Drew Butera_KC","Luis Torrens_SD"
0,13,0,0,25,0,0,0,0,0,26,21,0,0,0,18,0,0,0,24,14,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,3,0,6,17,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,35,0,0,0,0,0,21,38,0,0,0,27,0,0,0,36,18,29,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,6,0,4,0,23,23,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,0,0,0,0,0,0,0,0,0,52,0,0,51,52,38,0,0,0,0,34,14,0,0,0,0,0,16,0,0,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,10,0,0,0,0,0,52,9,0
40,0,45,0,0,45,0,34,33,39,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,0,0,0,0,0,23,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,4,0,0,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,0,37,0,0,0,0,0,18,27,0,0,0,40,0,0,0,36,23,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,10,0,4,0,20,18,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,0,0,0,0,0,0,0,51,0,0,55,55,41,0,0,0,0,35,14,0,0,0,0,0,15,0,0,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,10,0,0,0,0,0,55,13,0
0,0,0,50,0,0,0,0,0,0,0,0,0,52,0,0,55,57,43,0,0,0,0,37,15,0,0,0,0,0,17,0,0,11,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,10,0,0,0,0,0,57,14,0
0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,41,43,43,0,0,0,0,35,14,0,0,0,0,0,13,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,43,12,0
0,20,0,0,43,0,0,0,0,0,24,36,0,0,0,36,0,0,0,46,25,37,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,10,0,7,0,24,23,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,26,0,0,0,0,0,14,18,0,0,0,23,0,0,0,25,28,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,3,0,16,14,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,40,0,0,0,0,0,21,29,0,0,0,35,0,0,0,37,21,42,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,7,0,7,0,23,22,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,42,33,0,42,0,0,0,0,0,0,0,13,0,0,6,34,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,0,15,16,0,0,0,5,0,5,0,0,2,0,0,0,0,0,7
0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,35,37,35,0,0,0,0,37,10,0,0,0,0,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,37,8,0
0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,14,15,14,0,0,0,0,10,15,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,5,0
0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,56,41,0,55,0,0,0,0,0,0,0,13,0,0,11,46,0,0,0,0,0,0,0,8,0,0,43,0,0,0,0,0,0,25,22,0,0,0,7,2,8,0,0,2,0,0,0,0,0,9
0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,41,41,0,40,0,0,0,0,0,0,0,12,0,0,6,34,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,17,10,0,0,0,7,0,0,0,0,2,0,0,0,0,0,6
3,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,55,40,0,57,0,0,0,0,0,0,0,13,0,0,12,47,0,0,0,0,0,0,0,8,0,0,44,0,0,0,0,0,0,26,23,0,0,0,7,3,9,0,0,2,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,15,17,13,0,0,0,0,10,5,0,0,0,0,0,17,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,8,0
21,0,20,0,0,18,0,13,13,22,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,12,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,13,0,0,0,0,0,2,12,0,0,0,12,0,0,0,13,6,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,6,0,4,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,11,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,23,0,0,22,0,11,20,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,25,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,12,0,13,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,8,0,0,0,0,0,2,7,0,0,0,9,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,3,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37,0,0,0,0,0,0,0,0,0,32,0,0,36,37,25,0,0,0,0,22,7,0,0,0,0,0,4,0,0,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,0,0,0,37,6,0
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,6,0,12,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,46,34,0,47,0,0,0,0,0,0,0,11,0,0,11,48,0,0,0,0,0,0,0,7,0,0,36,0,0,0,0,0,0,24,19,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0
24,0,26,0,0,25,0,21,19,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,10,0,0,0,0,0,27,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,11,0,0,0,0,0,3,6,0,0,0,10,0,0,0,10,6,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,12,0,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,8,0,0,0,0,0,3,4,0,0,0,4,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,8,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,15,0,0,12,0,11,12,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,26,0,0,0,0,0,6,23,0,0,0,20,0,0,0,24,16,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,6,0,2,0,28,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,24,0,0,0,0,0,17,23,0,0,0,18,0,0,0,23,14,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,2,0,15,26,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,5,0,0,0,0,0,5,2,0,0,0,5,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,43,36,0,44,0,0,0,0,0,0,0,11,0,0,8,36,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,21,16,0,0,0,7,2,4,0,0,2,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,0,7,7,0,0,0,5,0,0,0,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,16,0,0,16,0,14,8,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,17,0,26,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,4,0,0,21,0,0,0,0,0,0,27,11,0,0,0,3,2,4,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,22,10,0,23,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,11,24,0,0,0,0,2,7,0,0,0,0,0,0,0,0,5
26,0,28,0,0,27,0,20,23,26,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,2,0,0,29,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,0,0,0,0,0,0,0,0,0,46,0,0,49,51,37,0,0,0,0,31,11,0,0,0,0,0,15,0,0,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,10,0,0,0,0,0,51,11,0
17,0,22,0,0,22,0,19,14,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,7,0,0,0,0,2,9,0,0,0,0,0,0,0,0,2
0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50,0,0,0,0,0,0,0,0,0,52,0,0,55,57,43,0,0,0,0,37,15,0,0,0,0,0,17,0,0,11,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,10,0,0,0,0,0,57,14,0
0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,13,14,12,0,0,0,0,8,5,0,0,0,0,0,8,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,14,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,6,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9
