"Mike Trout_LAA","Josh Donaldson_Tor","Jose Bautista_Tor","Corey Seager_LAD","Albert Pujols_LAA","Buster Posey_SF","Hunter Pence_SF","Troy Tulowitzki_Tor","Kole Calhoun_LAA","Devon Travis_Tor","Cameron Maybin_LAA","Brandon Belt_SF","Eduardo Nunez_SF","Kendrys Morales_Tor","CJ Cron_LAA","Adrian Gonzalez_LAD","Denard Span_SF","Yasiel Puig_LAD","Russell Martin_Tor","Luis Valbuena_LAA","Joe Panik_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Jefry Marte_LAA","Justin Turner_LAD","Brandon Crawford_SF","Steve Pearce_Tor","Yunel Escobar_LAA","Ben Revere_LAA","Kevin Pillar_Tor","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Andrelton Simmons_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Danny Espinosa_LAA","Nick Hundley_SF","Trayce Thompson_LAD","Justin Smoak_Tor","Rowdy Tellez_Tor","Dalton Pompey_Tor","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Mac Williamson_SF","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Aaron Hill_SF","Rob Segedin_LAD","Andre Ethier_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Scott Van Slyke_LAD","Kike Hernandez_LAD","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_Tor","Carlos Perez_LAA","Ryan Goins_Tor","Tim Federowicz_SF","Cliff Pennington_LAA","Chris Coghlan_Tor","Chris Marrero_SF","Brett Eibner_LAD"
23.6102941176471,0,0,0,16.8,0,0,0,1.55833333333333,0,0.519230769230769,0,0,0,-0.644444444444444,0,0,0,0,0,0,0,0,8.55555555555556,0,0,0,7.44166666666667,12,0,0,0,0,-1.75416666666667,0,0,0,11.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208791208791209,0,0,0,0,0,-16.5,0,0,0
0,48.2380952380952,10.3571428571429,0,0,0,0,61.2380952380952,0,6.1,0,0,0,8.14285714285714,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,11.55,0,0,8.09523809523809,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0,10.3571428571429,28.8161764705882,0,0,0,0,8.27472527472528,0,2.61538461538462,0,0,0,7.88970588235294,0,0,0,0,9.1978021978022,0,0,0,0,0,0,0,0.0444444444444444,0,0,-10.8602941176471,0,0,0,0,0,0,0,0,0,0,-2.84615384615385,0,0,0,0,0,0,9.16666666666667,7.70833333333333,0,0,0,0,0,0,0,0,0,-2.11904761904762,0,-9.66666666666667,0,0,37.8333333333333,0,0
0,0,0,63.45,0,0,0,0,0,0,0,0,0,0,0,8.11538461538461,0,20.475,0,0,0,22.5555555555556,42.8,0,25.6593406593407,0,0,0,0,0,45,-8.4,-3.5,0,0,0,0,0,0,0,0,0,0,77,0,5.125,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0
16.8,0,0,0,36.9333333333333,0,0,0,-9.02857142857143,0,-10.8012820512821,0,0,0,-10.3472222222222,0,0,0,0,0,0,0,0,1,0,0,0,19.3904761904762,-14.5,0,0,0,0,3.07142857142857,0,0,0,0.938095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74358974358974,0,0,0,0,0,-19.5,0,0,0
0,0,0,0,0,10.969696969697,4.26363636363636,0,0,0,0,9.21212121212121,-3.21212121212121,0,0,0,-4.2,0,0,0,1.4,0,0,0,0,0.303030303030303,0,0,0,0,0,0,0,0,0,0,-6.41666666666667,0,4,0,0,0,0,0,0,0,0,0,0,63,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,-4.9,0
0,0,0,0,0,4.26363636363636,25.5661764705882,0,0,0,0,5.575,16.6666666666667,0,0,0,4.25555555555556,0,0,0,7.84583333333333,0,0,0,0,17.2857142857143,0,0,0,0,0,0,0,0,0,0,2.97619047619048,0,18.5,0,0,0,0,0,0,0,0,0,0,-22,0,0,10.6,8.33333333333333,0,0,0,0,0,0,0,0,0,0,16.8571428571429,0
0,61.2380952380952,8.27472527472528,0,0,0,0,52.8351648351648,0,2.64444444444444,0,0,0,5.48351648351648,0,0,0,0,0.212121212121212,0,0,0,0,0,0,0,-0.138888888888889,0,0,2.18681318681319,0,0,0,0,0,0,0,0,0,0,1.82222222222222,0,0,0,0,0,0,60,-10.6904761904762,0,0,0,0,0,0,0,0,0,-2.8,0,5.33333333333333,0,0,-9,0,0
1.55833333333333,0,0,0,-9.02857142857143,0,0,0,29.9833333333333,0,11.8181818181818,0,0,0,0.819444444444444,0,0,0,0,0,0,0,0,-0.857142857142857,0,0,0,4.82380952380952,7.2,0,0,0,0,10.8904761904762,0,0,0,-3.76666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25641025641026,0,0,0,0,0,-6,0,0,0
0,6.1,2.61538461538462,0,0,0,0,2.64444444444444,0,37.3076923076923,0,0,0,4.96794871794872,0,0,0,0,-5.96363636363636,0,0,0,0,0,0,0,3.5,0,0,14.0705128205128,0,0,0,0,0,0,0,0,0,0,-4.42222222222222,0,0,0,0,0,0,2.5,40.5,0,0,0,0,0,0,0,0,0,0.8,0,62.3333333333333,0,0,-34.5,0,0
0.519230769230769,0,0,0,-10.8012820512821,0,0,0,11.8181818181818,0,18.1410256410256,0,0,0,2,0,0,0,0,0,0,0,0,7.59523809523809,0,0,0,-4.86538461538461,0,0,0,0,0,1.26282051282051,0,0,0,7.92948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39090909090909,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.21212121212121,5.575,0,0,0,0,40.0147058823529,11.275,0,0,0,-2.5,0,0,0,8.47916666666667,0,0,0,0,-2.5952380952381,0,0,0,0,0,0,0,0,0,0,-10.8,0,-7.23809523809524,0,0,0,0,0,0,0,0,0,0,39,0,0,-0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,-0.285714285714286,0
0,0,0,0,0,-3.21212121212121,16.6666666666667,0,0,0,0,11.275,61.4411764705882,0,0,0,9.76666666666667,0,0,0,14.3041666666667,0,0,0,0,13.1714285714286,0,0,0,0,0,0,0,0,0,0,-7,0,35.7380952380952,0,0,0,0,0,0,0,0,0,0,-47,0,0,6.35714285714286,5,0,0,0,0,0,0,0,0,0,0,20,0
0,8.14285714285714,7.88970588235294,0,0,0,0,5.48351648351648,0,4.96794871794872,0,0,0,31.1838235294118,0,0,0,0,-4.92307692307692,0,0,0,0,0,0,0,-3.1,0,0,-11.6911764705882,0,0,0,0,0,0,0,0,0,0,-10.025641025641,0,0,0,0,0,0,0,-5.25,0,0,0,0,0,0,0,0,0,14.2380952380952,0,-16,0,0,4.58333333333333,0,0
-0.644444444444444,0,0,0,-10.3472222222222,0,0,0,0.819444444444444,0,2,0,0,0,10.7111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-10.4444444444444,4.66666666666667,0,0,0,0,12.625,0,0,0,-0.972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.14285714285714,0,0,0,0,0,4.5,0,0,0
0,0,0,8.11538461538461,0,0,0,0,0,0,0,0,0,0,0,25.1923076923077,0,1.92307692307692,0,0,0,-4.85714285714286,11.6666666666667,0,11.6818181818182,0,0,0,0,0,23.5454545454545,-7.6,1.5,0,0,0,0,0,0,0,0,0,0,-28,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-4.2,4.25555555555556,0,0,0,0,-2.5,9.76666666666667,0,0,0,14.0545454545455,0,0,0,-11.0818181818182,0,0,0,0,12.3777777777778,0,0,0,0,0,0,0,0,0,0,23.8,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,24.6,0
0,0,0,20.475,0,0,0,0,0,0,0,0,0,0,0,1.92307692307692,0,68.1397058823529,0,0,0,19.1111111111111,-2.61818181818182,0,21.5047619047619,0,0,0,0,0,6.96703296703297,-1,-1,0,0,-7,0,0,0,0,0,0,0,72,0,1.25,0,0,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,0,0,0,0,0
0,1.66666666666667,9.1978021978022,0,0,0,0,0.212121212121212,0,-5.96363636363636,0,0,0,-4.92307692307692,0,0,0,0,36.0659340659341,0,0,0,0,0,0,0,4,0,0,2.53846153846154,0,0,0,0,0,0,0,0,0,0,31.4444444444444,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,-7.4,0,-16,0,0,10.0833333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
