"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5800,"SD@COL 03:10PM ET",10.821,"COL","SD",9.21,10.8,11.26,NA,"1","1",28
"3B","Nolan Arenado",5500,"SD@COL 03:10PM ET",9.287,"COL","SD",11.3,13.6,10.93,NA,"3","3",58
"1B","Anthony Rizzo",5400,"CHC@ATL 12:10PM ET",9.226,"CHC","ATL",9.95,9.9,9.88,NA,"3","3",0
"OF","Aaron Judge",5300,"NYY@MIN 01:10PM ET",11.278,"NYY","MIN",9.3,0,9.41,NA,"x","x",NA
"2B","Jose Altuve",5200,"SEA@HOU 02:10PM ET",10.484,"HOU","SEA",10.07,9.8,9.14,NA,"2","2",6
"OF","George Springer",5200,"SEA@HOU 02:10PM ET",10.807,"HOU","SEA",10.18,10.6,8.45,NA,"1","1",8
"1B/3B","Freddie Freeman",5200,"CHC@ATL 12:10PM ET",12.042,"ATL","CHC",7.83,8,9.14,NA,"3","3",0
"3B","Kris Bryant",5100,"CHC@ATL 12:10PM ET",9.169,"CHC","ATL",8.99,9.8,9.61,NA,"2","2",5
"SS","Carlos Correa",5000,"SEA@HOU 02:10PM ET",10.143,"HOU","SEA",NA,0,NA,NA,"x","x",NA
"1B","Mark Reynolds",4800,"SD@COL 03:10PM ET",8.802,"COL","SD",9.31,10.5,9.28,NA,"4","4",0
"OF","Gerardo Parra",4800,"SD@COL 03:10PM ET",7.431,"COL","SD",6.12,7.7,1.83,NA,"6","6",16
"2B","Robinson Cano",4700,"SEA@HOU 02:10PM ET",8.337,"SEA","HOU",7.96,10.5,7.61,NA,"3","3",4
"OF","Nelson Cruz",4700,"SEA@HOU 02:10PM ET",8.571,"SEA","HOU",7.87,9.8,7.62,NA,"4","4",0
"OF","Giancarlo Stanton",4700,"PHI@MIA 12:10PM ET",9.659,"MIA","PHI",9.33,10.4,9.44,NA,"2","2",14
"2B","Brian Dozier",4600,"NYY@MIN 01:10PM ET",8.471,"MIN","NYY",8.02,9.6,9.91,NA,"1","1",11
"3B/OF","Marwin Gonzalez",4600,"SEA@HOU 02:10PM ET",8.494,"HOU","SEA",7.48,7.3,6.57,NA,"6","6",5
"1B","Justin Bour",4600,"PHI@MIA 12:10PM ET",8.476,"MIA","PHI",8.57,8.5,7.77,NA,"5","5",5
"1B/OF","Ian Desmond",4600,"SD@COL 03:10PM ET",7.55,"COL","SD",8.28,12,9.37,NA,"5","5",6
"1B","Edwin Encarnacion",4600,"CLE@SF 03:45PM ET",8.344,"CLE","SF",NA,NA,NA,NA,"4","x",NA
"C","Gary Sanchez",4500,"NYY@MIN 01:10PM ET",9.033,"NYY","MIN",7.58,10.8,8.45,NA,"3","3",0
"OF","Marcell Ozuna",4500,"PHI@MIA 12:10PM ET",9.261,"MIA","PHI",8.63,8.9,8.09,NA,"4","4",3
"2B","DJ LeMahieu",4500,"SD@COL 03:10PM ET",7.457,"COL","SD",8.66,10.7,9.32,NA,"2","2",9
"OF","David Dahl",4500,"SD@COL 03:10PM ET",0,"COL","SD",NA,0,NA,NA,"x","x",NA
"SS","Francisco Lindor",4500,"CLE@SF 03:45PM ET",8.067,"CLE","SF",8.85,9.2,7.86,NA,"2","2",2
"2B/3B","Jose Ramirez",4500,"CLE@SF 03:45PM ET",9.582,"CLE","SF",8.87,9.4,8.32,NA,"5","4",12
"2B/OF","Ian Happ",4400,"CHC@ATL 12:10PM ET",8.25,"CHC","ATL",7.57,7.8,8.49,NA,"6","4",5
"OF","Brett Gardner",4300,"NYY@MIN 01:10PM ET",8.713,"NYY","MIN",7.95,9.3,7.99,NA,"1","1",8
"SS","Jean Segura",4300,"SEA@HOU 02:10PM ET",9.262,"SEA","HOU",6.68,9.3,7.76,NA,"1","1",13
"C","Evan Gattis",4300,"SEA@HOU 02:10PM ET",8.053,"HOU","SEA",7.16,8.4,1.6,NA,"4","4",3
"1B","Wil Myers",4300,"SD@COL 03:10PM ET",8.077,"SD","COL",8.59,12.6,9.8,NA,"3","3",3
"OF","Michael Brantley",4300,"CLE@SF 03:45PM ET",7.915,"CLE","SF",8.59,9.2,8.23,NA,"3","3",16
"OF","Bradley Zimmer",4300,"CLE@SF 03:45PM ET",6.722,"CLE","SF",7.9,9.2,8.44,NA,"1","1",4
"3B","Evan Longoria",4200,"TB@OAK 03:35PM ET",7.902,"TB","OAK",6.19,7.9,7.54,NA,"3","3",10
"OF","Khris Davis",4200,"TB@OAK 03:35PM ET",8.978,"OAK","TB",7.7,8.5,8.37,NA,"4","4",5
"OF","Steven Souza",4200,"TB@OAK 03:35PM ET",8.933,"TB","OAK",NA,7.6,7.01,NA,"5","1",2
"OF","Raimel Tapia",4200,"SD@COL 03:10PM ET",5.625,"COL","SD",NA,0,8.25,NA,"x","x",NA
"SS","Trevor Story",4200,"SD@COL 03:10PM ET",6.37,"COL","SD",7.76,11,8.93,NA,"7","7",35
"C","Willson Contreras",4200,"CHC@ATL 12:10PM ET",6.952,"CHC","ATL",NA,NA,NA,NA,"4","x",NA
"OF","Kyle Schwarber",4200,"CHC@ATL 12:10PM ET",6.597,"CHC","ATL",6.53,8.4,8.07,NA,"5","5",8
"3B","Miguel Sano",4100,"NYY@MIN 01:10PM ET",9.011,"MIN","NYY",8.9,9.1,9.45,NA,"4","3",18
"OF","Max Kepler",4100,"NYY@MIN 01:10PM ET",7.034,"MIN","NYY",5.67,6.2,8.06,NA,"5","5",0
"1B","Logan Morrison",4100,"TB@OAK 03:35PM ET",8.856,"TB","OAK",6.74,7.4,7.12,NA,"4","4",10
"OF","Odubel Herrera",4100,"PHI@MIA 12:10PM ET",6.652,"PHI","MIA",6.14,6.8,5.52,NA,"6","7",9
"OF","Jose Pirela",4100,"SD@COL 03:10PM ET",8.147,"SD","COL",NA,NA,NA,NA,"5","x",NA
"OF","Ender Inciarte",4100,"CHC@ATL 12:10PM ET",8.359,"ATL","CHC",6.76,6.7,7.55,NA,"1","1",17
"SS","Addison Russell",4100,"CHC@ATL 12:10PM ET",5.988,"CHC","ATL",5.85,7.1,6.51,NA,"8","7",20
"OF","Clint Frazier",4000,"NYY@MIN 01:10PM ET",8.417,"NYY","MIN",6.07,7.8,1.83,NA,"8","6",8
"3B","Kyle Seager",4000,"SEA@HOU 02:10PM ET",7.22,"SEA","HOU",6.83,9.7,6.65,NA,"5","5",0
"1B","Yuli Gurriel",4000,"SEA@HOU 02:10PM ET",7.667,"HOU","SEA",7.1,7.2,7.01,NA,"7","3",2
"OF","Manuel Margot",4000,"SD@COL 03:10PM ET",6.778,"SD","COL",7.05,10.3,9.24,NA,"1","1",5
"2B/OF","Ben Zobrist",4000,"CHC@ATL 12:10PM ET",6.138,"CHC","ATL",NA,NA,NA,NA,"1","x",NA
"OF","Jason Heyward",4000,"CHC@ATL 12:10PM ET",6.892,"CHC","ATL",NA,NA,NA,NA,"7","x",NA
"2B","Jason Kipnis",4000,"CLE@SF 03:45PM ET",6.836,"CLE","SF",NA,0,NA,NA,"x","x",NA
"OF","Josh Reddick",3900,"SEA@HOU 02:10PM ET",8.3,"HOU","SEA",NA,NA,NA,NA,"3","x",NA
"OF","Jarrod Dyson",3900,"SEA@HOU 02:10PM ET",6.828,"SEA","HOU",5.31,8.1,6.09,NA,"8","7",0
"OF","Christian Yelich",3900,"PHI@MIA 12:10PM ET",8.011,"MIA","PHI",7.97,9.4,8.09,NA,"3","3",18
"SS","Erick Aybar",3900,"SD@COL 03:10PM ET",5.086,"SD","COL",6.98,7.4,6.24,NA,"8","8",0
"3B/OF","Cory Spangenberg",3900,"SD@COL 03:10PM ET",5.881,"SD","COL",7.33,9.4,7.99,NA,"6","6",21
"2B","Brandon Phillips",3900,"CHC@ATL 12:10PM ET",7.412,"ATL","CHC",NA,NA,NA,NA,"2","x",NA
"OF","Matt Kemp",3900,"CHC@ATL 12:10PM ET",7.81,"ATL","CHC",7.74,8.4,7.39,NA,"4","4",0
"OF","Lonnie Chisenhall",3900,"CLE@SF 03:45PM ET",7.723,"CLE","SF",NA,0,NA,NA,"x","x",NA
"1B","Kennys Vargas",3800,"NYY@MIN 01:10PM ET",6.7,"MIN","NYY",5.88,0,NA,NA,"x","x",NA
